idstudy,n,author,elasticity,se,invse,tstat,weight,sqrtweight,inst,cells,lcells,high_cell,annual_freq,all_workers,high_exp,low_exp,high_educ,low_educ,EN,biling,top5_lang,top6_lang,male,female,both,farmers,north_america,immi,DV_log mean wage,annual,monthly,weekly,daily,hourly,national,ols_method2,experiment,time_FE,person_FE,skill_FE,impact_factor,cit_per_year,lcit_per_year,published,topfive,toptwenty,unpublished_old,journal,pub_year,lpub_year,pubyear_minyear,minyear,maxyear,country,idcountry,midyear
13,8,Card (2009),-0.029,0.011,90.90909090909092,-2.6363636363636367,0.125,0.3535533905932738,0.08980265101338746,124,2.093421685162235,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.105,0,0,0,0,0,1,0,1,0,0,1,0,2.884,83.1875,1.9200580728187504,1,1,1,0,American Economic Review,2009,3.3029799367482493,9,2000,2000,US,10,2000.0
13,8,Card (2009),-0.06,0.014,71.42857142857143,-4.285714285714286,0.125,0.3535533905932738,0.08980265101338746,124,2.093421685162235,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.105,0,0,0,0,0,1,0,0,0,0,1,0,2.884,83.1875,1.9200580728187504,1,1,1,0,American Economic Review,2009,3.3029799367482493,9,2000,2000,US,10,2000.0
13,8,Card (2009),-0.055,0.015,66.66666666666667,-3.666666666666667,0.125,0.3535533905932738,0.08980265101338746,124,2.093421685162235,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0.105,0,0,0,0,0,1,0,0,0,0,1,0,2.884,83.1875,1.9200580728187504,1,1,1,0,American Economic Review,2009,3.3029799367482493,9,2000,2000,US,10,2000.0
14,4,Chiswick et al. (1985),-0.0358,0.0034095238095238093,293.2960893854749,-10.5,0.25,0.5,1.0,1,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,,1,1,0,0,0,0,1,1,0,0,0,1,0.078,1.2,0.07918124604762482,1,0,0,0,The International Migration Review ,1985,3.297760511099134,15,1970,1981,"Australia, Britain, Canada, Israel, US",1,1975.5
14,4,Chiswick et al. (1985),-0.0329,0.0017880434782608697,559.2705167173252,-18.4,0.25,0.5,1.0,1,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,,1,1,0,0,0,0,1,1,0,0,0,1,0.078,1.2,0.07918124604762482,1,0,0,0,The International Migration Review ,1985,3.297760511099134,15,1970,1981,"Australia, Canada, Israel, US",1,1975.5
14,4,Chiswick et al. (1985),-0.0359,0.004174418604651163,239.5543175487465,-8.6,0.25,0.5,1.0,1,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,,1,1,0,0,0,0,1,1,0,0,0,1,0.078,1.2,0.07918124604762482,1,0,0,0,The International Migration Review ,1985,3.297760511099134,15,1970,1976,"Britain, Canada, Israel, US",1,1973.0
14,4,Chiswick et al. (1985),-0.0352,0.007822222222222223,127.84090909090907,-4.5,0.25,0.5,1.0,1,0.0,0,0,1,0,0,0,0,1,0,1,1,1,0,0,0,1,,1,1,0,0,0,0,1,1,0,0,0,1,0.078,1.2,0.07918124604762482,1,0,0,0,The International Migration Review ,1985,3.297760511099134,15,1970,1981,"Australia, Britain, Canada, US",1,1975.5
15,9,D’Amuri et al. (2010) ,-0.046,0.011,90.90909090909092,-4.181818181818182,0.1111111111111111,0.3333333333333333,0.05270462766947299,360,2.5563025007672873,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,1,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,23,1987,2001,Germany,5,1994.0
15,9,D’Amuri et al. (2010) ,-0.046,0.011,90.90909090909092,-4.181818181818182,0.1111111111111111,0.3333333333333333,0.05270462766947299,360,2.5563025007672873,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,1,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,23,1987,2001,Germany,5,1994.0
15,9,D’Amuri et al. (2010) ,-0.038,0.011,90.90909090909092,-3.4545454545454546,0.1111111111111111,0.3333333333333333,0.05270462766947299,360,2.5563025007672873,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.087,0,0,0,0,1,0,0,1,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,23,1987,2001,Germany,5,1994.0
15,9,D’Amuri et al. (2010) ,-0.035,0.011,90.90909090909092,-3.181818181818182,0.1111111111111111,0.3333333333333333,0.05270462766947299,360,2.5563025007672873,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,1,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,23,1987,2001,Germany,5,1994.0
15,9,D’Amuri et al. (2010) ,-0.037,0.02,50.0,-1.8499999999999999,0.1111111111111111,0.3333333333333333,0.05270462766947299,360,2.5563025007672873,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,1,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,23,1987,2001,Germany,5,1994.0
15,9,D’Amuri et al. (2010) ,-0.029,0.013,76.92307692307692,-2.230769230769231,0.1111111111111111,0.3333333333333333,0.06454972243679027,240,2.380211241711606,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,1,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,18,1992,2001,Germany,5,1996.5
15,9,D’Amuri et al. (2010) ,-0.06,0.013,76.92307692307692,-4.615384615384616,0.1111111111111111,0.3333333333333333,0.05661385170722978,312,2.494154594018443,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,1,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,23,1987,1999,Germany,5,1993.0
15,9,D’Amuri et al. (2010) ,-0.03,0.016,62.5,-1.875,0.1111111111111111,0.3333333333333333,0.06454972243679027,240,2.380211241711606,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,0,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,18,1992,2001,Germany,5,1996.5
15,9,D’Amuri et al. (2010) ,-0.03,0.013,76.92307692307692,-2.307692307692308,0.1111111111111111,0.3333333333333333,0.06454972243679027,240,2.380211241711606,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.087,0,0,0,0,1,0,0,0,1,1,0,1,0.657,31.133333333333333,1.493225621510431,1,0,1,0,European Economic Review ,2010,3.303196057420489,18,1992,2001,Germany,5,1996.5
16,20,Edo (2014),-0.03,0.03333333333333333,30.0,-0.9,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.05,0.04950495049504951,20.2,-1.01,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.005,0.07142857142857142,14.0,-0.07,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.03,0.08823529411764705,11.333333333333334,-0.34,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),0.09,0.10714285714285714,9.333333333333334,0.84,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.04,0.0392156862745098,25.5,-1.02,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,1,0,0,0,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.06,0.05084745762711865,19.666666666666664,-1.18,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,1,0,0,0,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.005,0.07142857142857142,14.0,-0.07,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,1,0,0,0,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.03,0.07894736842105263,12.666666666666668,-0.38,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,1,0,0,0,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),0.09,0.10843373493975904,9.222222222222221,0.83,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,1,0,0,0,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.09,0.06164383561643835,16.22222222222222,-1.46,0.05,0.22360679774997896,0.08006407690254357,156,2.1931245983544616,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.12,0.07317073170731707,13.666666666666668,-1.6400000000000001,0.05,0.22360679774997896,0.08006407690254357,156,2.1931245983544616,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.06,0.07692307692307691,13.000000000000002,-0.78,0.05,0.22360679774997896,0.08006407690254357,156,2.1931245983544616,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.12,0.096,10.416666666666666,-1.25,0.05,0.22360679774997896,0.08006407690254357,156,2.1931245983544616,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.11,0.13580246913580246,7.363636363636364,-0.81,0.05,0.22360679774997896,0.08006407690254357,156,2.1931245983544616,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.04,0.04301075268817204,23.250000000000004,-0.93,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.07,0.05147058823529412,19.428571428571427,-1.36,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.03,0.05,20.0,-0.6,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,0,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.1,0.08333333333333334,11.999999999999998,-1.2,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
16,20,Edo (2014),-0.06,0.11538461538461538,8.666666666666668,-0.52,0.05,0.22360679774997896,0.05661385170722978,312,2.494154594018443,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.0727,1,0,0,0,0,1,1,1,0,1,0,1,0.0,0.09090909090909091,-1.041392685158225,0,0,0,0,Phd Thesis,2014,3.3040594662175993,24,1990,2002,France,4,1996.0
17,56,Edo & Troubal (2015),-0.01,0.03125,32.0,-0.32,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.03,0.03571428571428571,28.0,-0.84,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.05,0.04201680672268908,23.799999999999997,-1.19,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.04,0.05128205128205128,19.5,-0.78,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.02,0.06060606060606061,16.5,-0.33,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.11111111111111112,9.0,-0.09,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.04,0.047058823529411764,21.25,-0.85,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.05,0.14285714285714288,6.999999999999999,-0.35,0.017857142857142856,0.1336306209562122,0.06154574548966636,264,2.4216039268698313,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,0,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.1,0.09090909090909091,11.0,-1.1,0.017857142857142856,0.1336306209562122,0.06154574548966636,264,2.4216039268698313,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,0,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.19,0.11242603550295859,8.894736842105262,-1.69,0.017857142857142856,0.1336306209562122,0.06154574548966636,264,2.4216039268698313,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,0,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.41,0.33064516129032256,3.024390243902439,-1.24,0.017857142857142856,0.1336306209562122,0.06154574548966636,264,2.4216039268698313,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,0,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.1,0.4545454545454546,2.1999999999999997,-0.22,0.017857142857142856,0.1336306209562122,0.06154574548966636,264,2.4216039268698313,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,0,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.52,0.5148514851485149,1.9423076923076923,-1.01,0.017857142857142856,0.1336306209562122,0.06154574548966636,264,2.4216039268698313,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,0,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.09,0.12162162162162161,8.222222222222223,-0.74,0.017857142857142856,0.1336306209562122,0.06154574548966636,264,2.4216039268698313,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,0,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.058823529411764705,17.0,-0.17,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.03448275862068966,28.999999999999993,-0.2899999999999999,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.03,0.06382978723404255,15.666666666666668,-0.47000000000000003,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.09090909090909091,11.0,-0.11,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.08333333333333334,11.999999999999998,-0.12,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.11111111111111112,9.0,-0.09,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.04,0.047058823529411764,21.25,-0.85,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.03,0.03846153846153846,26.000000000000004,-0.78,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.03,0.0297029702970297,33.66666666666667,-1.01,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.04,0.045454545454545456,22.0,-0.88,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.04,0.058823529411764705,17.0,-0.68,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.06666666666666667,15.0,-0.15,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.15,0.11811023622047244,8.466666666666667,-1.27,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.01,0.04166666666666667,23.999999999999996,-0.24,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.02,0.044444444444444446,22.5,-0.45,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.02,0.02702702702702703,37.0,-0.74,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,0,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.04,0.03508771929824562,28.499999999999996,-1.14,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
17,56,Edo & Troubal (2015),-0.05,0.04950495049504951,20.2,-1.01,0.017857142857142856,0.1336306209562122,0.0445435403187374,504,2.7024305364455254,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0.101,1,0,0,0,0,1,1,1,0,1,0,1,0.213,4.9,0.6901960800285137,1,0,0,0,Review of International Economics ,2015,3.3042750504771283,25,1990,2010,France,4,2000.0
