id,idstudy,study,country,habit,se,observations,no_cross,no_years,avg_year,micro,dsge,monthly,annual,external,durable_other,food,OLS,GMM,TSLS,bayes,min_distance,ML,panel,pub_year,citations,top,impact,deep,open,secord,exact,asset_returns,mp_match,n_matched,matched,n_observables,observables,seven_observ,no_cons,no_wage
27,12,Baltagi et al. (2003),France,1.347,0.8340557275541796,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
28,12,Baltagi et al. (2003),France,0.707,0.2513330963384287,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
29,12,Baltagi et al. (2003),France,0.159,0.5047619047619047,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
30,12,Baltagi et al. (2003),France,0.651,0.08269817073170732,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
31,12,Baltagi et al. (2003),France,1.322,0.009798326428057901,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
32,12,Baltagi et al. (2003),France,0.71,0.04599041326596709,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
33,12,Baltagi et al. (2003),France,0.323,0.0568561872909699,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
34,12,Baltagi et al. (2003),France,1.322,0.03917385249059176,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
35,12,Baltagi et al. (2003),France,0.712,0.09912292913824307,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
36,12,Baltagi et al. (2003),France,0.289,0.11834561834561833,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
37,12,Baltagi et al. (2003),France,1.311,0.033241207941377825,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
38,12,Baltagi et al. (2003),France,0.719,0.044056372549019604,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
39,12,Baltagi et al. (2003),France,0.276,0.1044663133989402,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
40,12,Baltagi et al. (2003),France,1.311,0.038496549699016294,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
41,12,Baltagi et al. (2003),France,0.749,0.04660568726277145,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
42,12,Baltagi et al. (2003),France,0.438,0.09898305084745763,504,21.0,24,1986.5,0,0,0,1,0,1,0,0,0,1,0,0,0,0,2003,67,0,0.052,0,0,0,0,0,0,0,,0,,0,0,0
1,13,Mehra and Martin (2003),US,0.32,1.6,158,1.0,40,1981.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,23,0,0.322,0,0,1,0,0,0,0,,0,,0,0,0
2,13,Mehra and Martin (2003),US,0.39,4.5,158,1.0,40,1981.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,23,0,0.322,0,0,1,0,0,0,0,,0,,0,0,0
3,13,Mehra and Martin (2003),US,0.33,1.7,158,1.0,40,1981.5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2003,23,0,0.322,0,0,1,0,0,0,0,,0,,0,0,0
1,14,Smets and Wouters (2003),EA,0.573,0.076,80,1.0,20,1989.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2003,2888,0,2.043,0,0,0,0,0,0,7,"GDP, consumption, investment, prices, real wages, employment, and the nominal interest",7,"GDP, consumption, investment, prices, real wages, employment, and the nominal interest",1,0,0
1,15,Gruber (2004),Canada,0.775,0.355,178,1.0,45,1980.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
2,15,Gruber (2004),France,-0.281,0.398,130,1.0,32,1986.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
3,15,Gruber (2004),Italy,0.92,0.209,130,1.0,32,1986.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
4,15,Gruber (2004),Japan,0.789,0.157,178,1.0,45,1980.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
5,15,Gruber (2004),Netherlands,0.817,0.231,102,1.0,25,1990.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
6,15,Gruber (2004),Spain,0.902,0.221,130,1.0,32,1986.5,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
7,15,Gruber (2004),UK,0.55,0.427,178,1.0,45,1980.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
8,15,Gruber (2004),US,0.816,0.309,178,1.0,45,1980.0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,2004,86,0,1.817,0,0,0,0,0,0,0,,0,,0,0,0
1,16,Iacoviello (2004),US,0.09,0.08,68,1.0,17,1994.0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2004,156,0,0.246,0,0,0,0,1,0,0,,0,,0,0,0
1,17,Lubik and Schoerfheide (2004),US,0.57,0.13373860182370825,78,1.0,20,1969.5,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2004,657,1,1.543,0,0,0,0,0,0,3," Output,  inflation, and nominal interest",3," Output,  inflation, and nominal interest",0,1,1
1,18,Pagano (2004),Japan,0.9607,0.0819,116,1.0,30,1984.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,10,0,0.125,0,0,0,1,1,0,0,,0,,0,0,0
2,18,Pagano (2004),Japan,0.9389,0.0555,116,1.0,30,1984.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2004,10,0,0.125,0,0,0,1,1,0,0,,0,,0,0,0
1,19,Rhee (2004),Korea,0.56,1.16,6762,1127.0,6,1995.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2004,4,0,0.031,0,0,1,0,0,0,0,,0,,0,0,0
2,19,Rhee (2004),Korea,0.56,1.13,6762,1127.0,6,1995.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2004,4,0,0.031,0,0,1,0,0,0,0,,0,,0,0,0
3,19,Rhee (2004),Korea,0.62,1.28,6762,1127.0,6,1995.5,1,0,0,1,0,1,1,0,1,0,0,0,0,0,2004,4,0,0.031,0,0,1,0,0,0,0,,0,,0,0,0
4,19,Rhee (2004),Korea,0.58,1.79,4128,688.0,6,1995.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2004,4,0,0.031,0,0,1,0,0,0,0,,0,,0,0,0
5,19,Rhee (2004),Korea,0.58,1.62,4128,688.0,6,1995.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2004,4,0,0.031,0,0,1,0,0,0,0,,0,,0,0,0
6,19,Rhee (2004),Korea,0.61,1.71,4128,688.0,6,1995.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2004,4,0,0.031,0,0,1,0,0,0,0,,0,,0,0,0
7,19,Rhee (2004),Korea,0.6,1.85,4128,688.0,6,1995.5,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2004,4,0,0.031,0,0,1,0,0,0,0,,0,,0,0,0
1,20,Bouakez et al. (2005),US,0.982,0.016,170,1.0,42,1980.5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2005,80,0,1.817,0,0,0,0,0,0,3,"output,  money , nominal interest",3,"output,  money , nominal interest",0,1,1
1,21,Christiano et al. (2005),US,0.65,0.04,121,1.0,31,1980.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,3706,1,3.701,0,0,0,0,0,1,9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",0,0,0
2,21,Christiano et al. (2005),US,0.66,0.04,121,1.0,31,1980.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,3706,1,3.701,0,0,0,0,0,1,9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",0,0,0
3,21,Christiano et al. (2005),US,0.63,0.05,121,1.0,31,1980.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,3706,1,3.701,0,0,0,0,0,1,9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",0,0,0
4,21,Christiano et al. (2005),US,0.62,0.05,121,1.0,31,1980.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,3706,1,3.701,0,0,0,0,0,1,9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",0,0,0
5,21,Christiano et al. (2005),US,0.52,0.11,121,1.0,31,1980.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,3706,1,3.701,0,0,0,0,0,1,9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",0,0,0
6,21,Christiano et al. (2005),US,0.71,0.03,121,1.0,31,1980.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,3706,1,3.701,0,0,0,0,0,1,9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",0,0,0
7,21,Christiano et al. (2005),US,0.62,0.05,121,1.0,31,1980.0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2005,3706,1,3.701,0,0,0,0,0,1,9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",9,"real GDP, real consumption, the GDP deflator, real investment, the real wage, and labor productivity, real profits,  growth rate of M2, interest rate",0,0,0
1,22,Smets and Wouters (2005),EA,0.59,0.06079027355623099,114,1.0,29,1988.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2005,296,0,1.026,0,0,0,0,0,0,7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",1,0,0
2,22,Smets and Wouters (2005),US,0.69,0.060790273556231025,114,1.0,29,1988.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2005,296,0,1.026,0,0,0,0,0,0,7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",1,0,0
3,22,Smets and Wouters (2005),EA,0.61,0.0729483282674772,76,1.0,20,1992.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2005,296,0,1.026,0,0,0,0,0,0,7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",1,0,0
4,22,Smets and Wouters (2005),US,0.44,0.06990881458966566,76,1.0,20,1992.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2005,296,0,1.026,0,0,0,0,0,0,7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",7,"real GDP, consumption, investment, inflation,  real wages, hours worked, nominal interest",1,0,0
1,23,Levin et al. (2005),US,0.29,0.05471124620060788,188,1.0,47,1978.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2005,354,0,0.009,0,0,0,0,0,0,7,"real consumption, real investment, real GDP, real wages, total hours,  inflation, interest rate",7,"real consumption, real investment, real GDP, real wages, total hours,  inflation, interest rate",1,0,0
1,24,Batini et al. (2006),US,0.85,0.06640625000000001,84,1.0,20,1993.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2006,37,0,0.505,0,0,0,0,0,0,3,"real GDP, interest rate, inflation",3,"real GDP, interest rate, inflation",0,1,1
2,24,Batini et al. (2006),US,0.85,0.07421875000000003,84,1.0,20,1993.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2006,37,0,0.505,0,0,0,0,0,0,3,"real GDP, interest rate, inflation",3,"real GDP, interest rate, inflation",0,1,1
3,24,Batini et al. (2006),US,0.83,0.07812500000000003,84,1.0,20,1993.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2006,37,0,0.505,0,0,0,0,0,0,3,"real GDP, interest rate, inflation",3,"real GDP, interest rate, inflation",0,1,1
4,24,Batini et al. (2006),US,0.83,0.08203125000000003,84,1.0,20,1993.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2006,37,0,0.505,0,0,0,0,0,0,3,"real GDP, interest rate, inflation",3,"real GDP, interest rate, inflation",0,1,1
1,25,Boivin and Giannoni (2006),US,0.5,0.035,93,1.0,24,1990.5,0,1,0,0,0,1,0,0,0,0,0,1,0,0,2006,661,0,1.17,0,0,0,0,0,1,3,"output, inflation, interest rate",4,"output, inflation, interest rate, commodity price index",0,1,1
1,26,Adolfson et al. (2007),EA,0.694,0.043,92,1.0,23,1991.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,566,0,1.138,0,1,0,0,0,0,15,"Inflation,  wage, consumption, investment, exchange rate,  interest rate, employment, GDP, exports, imports,  consumption deflator,  investment deflator, foreign output, foreign inflation, foreign interest",15,"Inflation,  wage, consumption, investment, exchange rate,  interest rate, employment, GDP, exports, imports,  consumption deflator,  investment deflator, foreign output, foreign inflation, foreign interest",1,0,0
2,26,Adolfson et al. (2007),EA,0.69,0.048,92,1.0,23,1991.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,566,0,1.138,0,1,0,0,0,0,15,"Inflation,  wage, consumption, investment, exchange rate,  interest rate, employment, GDP, exports, imports,  consumption deflator,  investment deflator, foreign output, foreign inflation, foreign interest",15,"Inflation,  wage, consumption, investment, exchange rate,  interest rate, employment, GDP, exports, imports,  consumption deflator,  investment deflator, foreign output, foreign inflation, foreign interest",1,0,0
1,27,Browning and Collado (2007),Spain,0.0008,0.0579,18188,2449.0,12,1990.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
2,27,Browning and Collado (2007),Spain,1.0082,0.0543,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
3,27,Browning and Collado (2007),Spain,0.9901,0.0914,18188,2449.0,12,1990.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
4,27,Browning and Collado (2007),Spain,0.5937,0.0787,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
5,27,Browning and Collado (2007),Spain,-0.0595,0.0712,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
6,27,Browning and Collado (2007),Spain,-0.145,0.095,18188,2449.0,12,1990.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
7,27,Browning and Collado (2007),Spain,0.0245,0.0459,18188,2449.0,12,1990.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
8,27,Browning and Collado (2007),Spain,0.1468,0.0966,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
9,27,Browning and Collado (2007),Spain,0.4102,0.0953,18188,2449.0,12,1990.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
10,27,Browning and Collado (2007),Spain,0.1723,0.0677,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
11,27,Browning and Collado (2007),Spain,-0.1132,0.0541,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
12,27,Browning and Collado (2007),Spain,-0.3167,0.0618,18188,2449.0,12,1990.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
13,27,Browning and Collado (2007),Spain,0.117,0.095,18188,2449.0,12,1990.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
14,27,Browning and Collado (2007),Spain,0.1353,0.1028,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
15,27,Browning and Collado (2007),Spain,0.4414,0.098,18188,2449.0,12,1990.5,1,0,0,0,0,1,1,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
16,27,Browning and Collado (2007),Spain,0.4788,0.0902,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
17,27,Browning and Collado (2007),Spain,-0.3662,0.0943,18188,2449.0,12,1990.5,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
18,27,Browning and Collado (2007),Spain,-0.4084,0.0946,18188,2449.0,12,1990.5,1,0,0,0,0,1,0,0,1,0,0,0,0,0,2007,42,0,1.026,1,0,0,0,0,0,0,,0,,0,0,0
1,28,Del Negro (2007),US,0.75,0.033434650455927084,120,1.0,31,1989.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2007,461,0,0.884,0,0,0,0,0,0,7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",1,0,0
2,28,Del Negro (2007),US,0.81,0.02431610942249239,120,1.0,31,1989.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2007,461,0,0.884,0,0,0,0,0,0,7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",1,0,0
1,29,Laforte (2007),US,1.0,0.0007812500000000007,82,1.0,21,1993.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,49,0,0.731,0,0,0,0,0,0,4,"Output, investment,interest rate, inflation",4,"Output, investment,interest rate, inflation",0,1,1
2,29,Laforte (2007),US,1.0,0.0007812500000000007,82,1.0,21,1993.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,49,0,0.731,0,0,0,0,0,0,4,"Output, investment,interest rate, inflation",4,"Output, investment,interest rate, inflation",0,1,1
3,29,Laforte (2007),US,1.0,0.0007812500000000007,82,1.0,21,1993.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,49,0,0.731,0,0,0,0,0,0,4,"Output, investment,interest rate, inflation",4,"Output, investment,interest rate, inflation",0,1,1
1,32,Milani (2007),US,0.117,0.07219387755102041,178,1.0,45,1982.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,271,0,1.817,0,0,0,0,0,0,3,"output, inflation, interest rates",3,"output, inflation, interest rates",0,1,1
2,32,Milani (2007),US,0.911,0.07168367346938777,178,1.0,45,1982.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,271,0,1.817,0,0,0,0,0,0,3,"output, inflation, interest rates",3,"output, inflation, interest rates",0,1,1
3,32,Milani (2007),US,0.146,0.08928571428571427,178,1.0,45,1982.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,271,0,1.817,0,0,0,0,0,0,3,"output, inflation, interest rates",3,"output, inflation, interest rates",0,1,1
4,32,Milani (2007),US,0.321,0.13265306122448978,178,1.0,45,1982.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,271,0,1.817,0,0,0,0,0,0,3,"output, inflation, interest rates",3,"output, inflation, interest rates",0,1,1
5,32,Milani (2007),US,0.106,0.06377551020408163,178,1.0,45,1982.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,271,0,1.817,0,0,0,0,0,0,3,"output, inflation, interest rates",3,"output, inflation, interest rates",0,1,1
6,32,Milani (2007),US,0.178,0.1020408163265306,178,1.0,45,1982.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2007,271,0,1.817,0,0,0,0,0,0,3,"output, inflation, interest rates",3,"output, inflation, interest rates",0,1,1
1,31,Rabanal (2007),US,0.83,0.07,184,1.0,46,1981.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,114,0,0.505,0,0,0,0,0,0,4,"output, inflation, interest rate, real wage",4,"output, inflation, interest rate, real wage",0,1,0
2,31,Rabanal (2007),US,0.78,0.07,184,1.0,46,1981.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,114,0,0.505,0,0,0,0,0,0,4,"output, inflation, interest rate, real wage",4,"output, inflation, interest rate, real wage",0,1,0
3,31,Rabanal (2007),US,0.71,0.05,184,1.0,46,1981.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,114,0,0.505,0,0,0,0,0,0,4,"output, inflation, interest rate, real wage",4,"output, inflation, interest rate, real wage",0,1,0
4,31,Rabanal (2007),US,0.96,0.02,184,1.0,46,1981.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,114,0,0.505,0,0,0,0,0,0,4,"output, inflation, interest rate, real wage",4,"output, inflation, interest rate, real wage",0,1,0
5,31,Rabanal (2007),US,0.73,0.05,84,1.0,21,1969.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,114,0,0.505,0,0,0,0,0,0,4,"output, inflation, interest rate, real wage",4,"output, inflation, interest rate, real wage",0,1,0
6,31,Rabanal (2007),US,0.73,0.06,84,1.0,21,1993.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,114,0,0.505,0,0,0,0,0,0,4,"output, inflation, interest rate, real wage",4,"output, inflation, interest rate, real wage",0,1,0
1,33,Smets and Wouters (2007),US,0.71,0.04255319148936174,156,1.0,39,1985.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,2129,1,1.543,0,0,0,0,0,0,7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",1,0,0
2,33,Smets and Wouters (2007),US,0.63,0.07,54,1.0,14,1972.5,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,2129,1,1.543,0,0,0,0,0,0,7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",1,0,0
3,33,Smets and Wouters (2007),US,0.68,0.04,84,1.0,21,1994.0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2007,2129,1,1.543,0,0,0,0,0,0,7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",7,"Real output, consumption,  real wage, hours worked, interest rate, investment, inflation",1,0,0
1,30,Sommer (2007),US,0.35,0.06,184,1.0,46,1982.5,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
2,30,Sommer (2007),US,0.89,0.16,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
3,30,Sommer (2007),US,0.72,0.13,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
4,30,Sommer (2007),US,0.72,0.22,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
5,30,Sommer (2007),US,0.55,0.17,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
6,30,Sommer (2007),US,0.86,0.57,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
7,30,Sommer (2007),US,0.48,0.24,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
8,30,Sommer (2007),US,1.1,0.3,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
9,30,Sommer (2007),US,0.66,0.14,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
10,30,Sommer (2007),US,1.75,1.16,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
11,30,Sommer (2007),US,0.42,0.18,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
12,30,Sommer (2007),US,0.67,0.09,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
13,30,Sommer (2007),US,0.61,0.1,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
14,30,Sommer (2007),US,0.57,0.13,184,1.0,46,1982.5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2007,31,0,0.519,0,0,0,0,0,0,0,,0,,0,0,0
