idstudy,study,depvar,real_pc_gdp,pc_gdp,gdp,real_gdp,ft,seft,pcc,sepcc,prec,tstat,n,t,samsize,ln_samsize,len,fddepth,fdacti1,fdacti2,fdbank,fdpricr,fdmktc,fdmkta,fdmkttr,fdother,fdnonl,fdchg,fdjoint,OLS,DOLS,IV,FE,RE,GMM,GMMSYS,GMMlev,GMM_all,Homo,Start,1960s,1970s,1980s,1990s,2000s,End,regcnt,endo,Year,Year_adj,regeap,regsa,regasi,regeu,reglac,regmena,regssa,regrow,macro,polstab,Trade,Income,Human,invest,fincri,timdum,Log,Panel,xsec,timser,journal impact,Notes,depvar_se,real_pc_gdp_se,pc_gdp_se,gdp_se,real_gdp_se,ft_se,seft_se,pcc_se,Unnamed: 81,prec_se,Unnamed: 83,n_se,t_se,samsize_se,ln_samsize_se,len_se,fddepth_se,fdacti1_se,fdacti2_se,fdbank_se,fdpricr_se,fdmktc_se,fdmkta_se,fdmkttr_se,fdother_se,fdnonl_se,fdchg_se,fdjoint_se,ols_se,dols_se,iv_se,fe_se,re_se,gmm_se,gmmsys_se,gmmlev_se,gmm_all_se,homo_se,start_se,sixtys_se,seventys_se,eightys_se,ninetys_se,mill_se,end_se,regcnt_se,endo_se,year _se,year_adj_se,regeap_se,regsa_se,regasi_se,regeu_se,reglac_se,regmena_se,regssa_se,regrow_se,macro_se,polstab_se,trade_se,income_se,human_se,invest_se,fincri_se,timdum_se,log _se,panel_se,xsec_se,timser_se,journal impact_se
21,Giedeman and Compton (2009),1,1,0,0,0,0.117583869,0.046880723,0.117044946,0.046405759,21.54904939,2.522207325,75,7,464,6.139884552226255,5.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,5,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,0.04,,21.54904939,21.54904939,0.0,0.0,0.0,2.5338206005482897,1.010235015365909,2.522207322203883,0.999999992671437,464.3615296126594,54.35117021824478,1616.17870425,150.84334573,9998.75891696,132.30867546482162,107.74524695,21.54904939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.54904939,0.0,0.0,0.0,0.0,0.0,0.0,21.54904939,0.0,21.54904939,0.0,42236.1368044,21.54904939,21.54904939,21.54904939,21.54904939,0.0,42990.35353305,107.74524695,21.54904939,43292.04022451,70.0344105175,21.54904939,21.54904939,21.54904939,21.54904939,21.54904939,21.54904939,21.54904939,21.54904939,21.54904939,0.0,0.0,21.54904939,21.54904939,0.0,0.0,0.0,21.54904939,21.54904939,0.0,0.0,0.8619619756
21,Giedeman and Compton (2009),1,1,0,0,0,0.093791075,0.046880723,0.09351702,0.046522159,21.49513309,2.010160788,75,7,464,6.139884552226255,5.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,5,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,0.04,,21.49513309,21.49513309,0.0,0.0,0.0,2.016051639779172,1.007707380240424,2.010160791080192,0.9999999993391413,462.0407465568129,43.20867367035927,1612.13498175,150.46593163,9973.74175376,131.9776356073384,107.47566545,21.49513309,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.49513309,0.0,21.49513309,0.0,0.0,0.0,0.0,0.0,0.0,21.49513309,0.0,21.49513309,0.0,42130.4608564,21.49513309,21.49513309,21.49513309,21.49513309,0.0,42882.79051455,107.47566545,21.49513309,43183.72237781,69.8591825425,21.49513309,21.49513309,21.49513309,21.49513309,21.49513309,21.49513309,21.49513309,21.49513309,21.49513309,0.0,0.0,21.49513309,21.49513309,0.0,0.0,0.0,21.49513309,21.49513309,0.0,0.0,0.8598053236
21,Giedeman and Compton (2009),1,1,0,0,0,0.142286225,0.048001536,0.141333726,0.047356305,21.11651234,2.984475364,75,7,445,6.09807428216624,5.0,1.0,,,,,,,,,,,,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,7,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,0.04,,21.11651234,21.11651234,0.0,0.0,0.0,3.0045888260245164,1.0136250272829541,2.984475369137179,0.9999999989093037,445.9070934053723,63.02171085233199,1583.7384255,147.81558638,9396.8479913,128.77006082960006,105.5825617,21.11651234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.11651234,0.0,21.11651234,0.0,41388.3641864,21.11651234,21.11651234,21.11651234,21.11651234,0.0,42127.4421183,147.81558638,21.11651234,42423.07329106,68.628665105,21.11651234,21.11651234,21.11651234,21.11651234,21.11651234,21.11651234,21.11651234,21.11651234,21.11651234,0.0,21.11651234,21.11651234,21.11651234,0.0,0.0,0.0,21.11651234,21.11651234,0.0,0.0,0.8446604936000001
21,Giedeman and Compton (2009),1,1,0,0,0,0.194952587,0.048056933,0.192519743,0.046995416,21.27867099,4.096564279,75,7,445,6.09807428216624,5.0,1.0,,,,,,,,,,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,8,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,0.04,,21.27867099,21.27867099,0.0,0.0,0.0,4.148331957422351,1.0225876660954736,4.096564270376355,0.9999999951021817,452.7818391006675,87.16944348222755,1595.9003242499998,148.95069693,9469.00859055,129.75891632279584,106.39335494999999,21.27867099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.27867099,0.0,0.0,0.0,0.0,0.0,0.0,21.27867099,0.0,21.27867099,0.0,41706.1951404,21.27867099,21.27867099,21.27867099,21.27867099,0.0,42450.94862505,170.22936792,21.27867099,42748.850018909994,69.15568071749999,21.27867099,21.27867099,21.27867099,21.27867099,21.27867099,21.27867099,21.27867099,21.27867099,21.27867099,0.0,21.27867099,21.27867099,21.27867099,0.0,0.0,0.0,21.27867099,21.27867099,0.0,0.0,0.8511468395999999
21,Giedeman and Compton (2009),1,1,0,0,0,0.08029095,0.048056933,0.080118858,0.047737359,20.94795405,1.678326154,75,7,445,6.09807428216624,5.0,1.0,,,,,,,,,1.0,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,8,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,0.04,,20.94795405,20.94795405,0.0,0.0,0.0,1.6819311312308476,1.0066944242679288,1.678326155922475,1.000000002800354,438.8167788809114,35.157499154905224,1571.0965537499999,146.63567835,9321.83955225,127.74217985630513,104.73977024999999,20.94795405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.94795405,0.0,20.94795405,0.0,0.0,0.0,0.0,0.0,0.0,20.94795405,0.0,20.94795405,0.0,41057.989938,20.94795405,20.94795405,20.94795405,20.94795405,0.0,41791.16832975,167.5836324,20.94795405,42084.43968645,68.0808506625,20.94795405,20.94795405,20.94795405,20.94795405,20.94795405,20.94795405,20.94795405,20.94795405,20.94795405,0.0,20.94795405,20.94795405,20.94795405,0.0,0.0,0.0,20.94795405,20.94795405,0.0,0.0,0.837918162
21,Giedeman and Compton (2009),1,1,0,0,0,0.022959574,0.046829291,0.02295554,0.046663703,21.42993235,0.491935673,75,7,464,6.139884552226255,5.0,,,,1.0,,,,,,,,,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,4,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,0.04,,21.42993235,21.42993235,0.0,0.0,0.0,0.49202211760481895,1.003548538128464,0.49193566925771903,0.9999999984904921,459.2420005255766,10.542148192941722,1607.2449262500002,150.00952645,9943.4886104,131.57731059101872,107.14966175,0.0,0.0,0.0,21.42993235,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.42993235,0.0,21.42993235,0.0,42002.667406,21.42993235,21.42993235,21.42993235,21.42993235,0.0,42752.715038250004,85.7197294,21.42993235,43052.73409115,69.6472801375,21.42993235,21.42993235,21.42993235,21.42993235,21.42993235,21.42993235,21.42993235,21.42993235,21.42993235,0.0,0.0,21.42993235,21.42993235,0.0,0.0,0.0,21.42993235,21.42993235,0.0,0.0,0.8571972940000001
21,Giedeman and Compton (2009),1,1,0,0,0,0.035243249,0.046880723,0.035228665,0.046697927,21.41422684,0.754394621,75,7,464,6.139884552226255,5.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,5,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,0.04,,21.41422684,21.41422684,0.0,0.0,0.0,0.7547069286646031,1.0039144367452053,0.7543946235803687,1.0000000017357606,458.56911115497644,16.154777540969828,1606.067013,149.89958788,9936.20125376,131.48088057278486,107.0711342,0.0,0.0,0.0,21.41422684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.41422684,0.0,0.0,0.0,0.0,0.0,0.0,21.41422684,0.0,21.41422684,0.0,41971.8846064,21.41422684,21.41422684,21.41422684,21.41422684,0.0,42721.3825458,107.0711342,21.41422684,43021.18172156,69.59623723,21.41422684,21.41422684,21.41422684,21.41422684,21.41422684,21.41422684,21.41422684,21.41422684,21.41422684,0.0,0.0,21.41422684,21.41422684,0.0,0.0,0.0,21.41422684,21.41422684,0.0,0.0,0.8565690736000001
21,Giedeman and Compton (2009),1,1,0,0,0,0.046984827,0.046880723,0.046950283,0.046675402,21.42456098,1.005889207,75,7,464,6.139884552226255,5.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,5,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,1.0,1.0,,,,1.0,1.0,,,0.04,,21.42456098,21.42456098,0.0,0.0,0.0,1.0066292911962504,1.0043989086999885,1.0058892011617573,0.9999999964150139,459.0118131857385,21.550734654495344,1606.8420735,149.97192686,9940.99629472,131.5443309993314,107.12280489999999,0.0,0.0,0.0,21.42456098,0.0,0.0,0.0,0.0,0.0,21.42456098,0.0,21.42456098,0.0,0.0,0.0,0.0,0.0,0.0,21.42456098,0.0,21.42456098,0.0,41992.139520799996,21.42456098,21.42456098,21.42456098,21.42456098,0.0,42741.9991551,107.12280489999999,21.42456098,43041.943008819995,69.62982318499999,21.42456098,21.42456098,21.42456098,21.42456098,21.42456098,21.42456098,21.42456098,21.42456098,21.42456098,0.0,0.0,21.42456098,21.42456098,0.0,0.0,0.0,21.42456098,21.42456098,0.0,0.0,0.8569824392
21,Giedeman and Compton (2009),1,1,0,0,0,0.060415733,0.048001536,0.060342333,0.047749317,20.942708,1.263731858,75,7,445,6.09807428216624,5.0,,,,1.0,,,,,,,,,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,7,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,0.04,,20.942708,20.942708,0.0,0.0,0.0,1.2652690548249639,1.005282151999488,1.2637318600577638,1.000000003130436,438.597018373264,26.465967292391465,1570.7031,146.598956,9319.50506,127.71018905371717,104.71354,0.0,0.0,0.0,20.942708,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.942708,0.0,20.942708,0.0,41047.70768,20.942708,20.942708,20.942708,20.942708,0.0,41780.70246,146.598956,20.942708,42073.900372,68.063801,20.942708,20.942708,20.942708,20.942708,20.942708,20.942708,20.942708,20.942708,20.942708,0.0,20.942708,20.942708,20.942708,0.0,0.0,0.0,20.942708,20.942708,0.0,0.0,0.83770832
21,Giedeman and Compton (2009),1,1,0,0,0,0.068503392,0.048056933,0.068396437,0.047779163,20.92962556,1.431511809,75,7,445,6.09807428216624,5.0,,,,1.0,,,,,,,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,8,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,0.04,,20.92962556,20.92962556,0.0,0.0,0.0,1.4337503441498995,1.0058136132520077,1.43151181604813,0.9999999911602063,438.0492260818054,29.96100614708824,1569.721917,146.50737892,9313.6833742,127.6304113628052,104.64812780000001,0.0,0.0,0.0,20.92962556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.92962556,0.0,0.0,0.0,0.0,0.0,0.0,20.92962556,0.0,20.92962556,0.0,41022.0660976,20.92962556,20.92962556,20.92962556,20.92962556,0.0,41754.6029922,167.43700448,20.92962556,42047.61775004,68.02128307000001,20.92962556,20.92962556,20.92962556,20.92962556,20.92962556,20.92962556,20.92962556,20.92962556,20.92962556,0.0,20.92962556,20.92962556,20.92962556,0.0,0.0,0.0,20.92962556,20.92962556,0.0,0.0,0.8371850224
21,Giedeman and Compton (2009),1,1,0,0,0,0.052980285,0.048056933,0.05293077,0.047824179,20.90992488,1.106778426,75,7,445,6.09807428216624,5.0,,,,1.0,,,,,,1.0,,1.0,,,,,,,1.0,,1,0.0,1960,1.0,1.0,1.0,1.0,,1995,8,1,2009,3.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,1.0,1.0,,,,1.0,1.0,,,0.04,,20.90992488,20.90992488,0.0,0.0,0.0,1.1078137794709908,1.004866858993193,1.1067784245405576,0.9999999903376735,437.22495848724293,23.142653746464635,1568.244366,146.36947415999998,9304.916571599999,127.510275152756,104.5496244,0.0,0.0,0.0,20.90992488,0.0,0.0,0.0,0.0,0.0,20.90992488,0.0,20.90992488,0.0,0.0,0.0,0.0,0.0,0.0,20.90992488,0.0,20.90992488,0.0,40983.4527648,20.90992488,20.90992488,20.90992488,20.90992488,0.0,41715.300135599995,167.27939904,20.90992488,42008.03908392,67.95725585999999,20.90992488,20.90992488,20.90992488,20.90992488,20.90992488,20.90992488,20.90992488,20.90992488,20.90992488,0.0,20.90992488,20.90992488,20.90992488,0.0,0.0,0.0,20.90992488,20.90992488,0.0,0.0,0.8363969952
22,Graff (2003) ,1,1,0,0,0,0.135524503,0.052704628,0.134700833,0.052008044,19.22779499,2.59,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,8,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,1.0,1.0,,,0.011,,19.22779499,19.22779499,0.0,0.0,0.0,2.6058373598056397,1.0133937822082137,2.5900000019062266,1.0000000078628997,369.7081001774691,49.79998902409999,1788.18493407,76.91117996,7152.73973628,113.80727759753499,96.13897495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22779499,0.0,0.0,19.22779499,0.0,0.0,0.0,19.22779499,0.0,0.0,0.0,0.0,0.0,0.0,37878.7561303,0.0,19.22779499,19.22779499,0.0,0.0,38263.3120301,153.82235992,0.0,38513.27336497,-52.8764362225,19.22779499,19.22779499,19.22779499,19.22779499,19.22779499,19.22779499,19.22779499,19.22779499,19.22779499,0.0,0.0,0.0,19.22779499,0.0,0.0,0.0,19.22779499,19.22779499,0.0,0.0,0.21150574488999999
22,Graff (2003) ,1,1,0,0,0,-0.136044566,0.052704628,-0.135211423,0.052004394,19.22914455,-2.6,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,8,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.22914455,19.22914455,0.0,0.0,0.0,-2.6160206248560156,1.0134649102659774,-2.5999999976781947,1.0000000094611528,369.7600001247947,-49.99577583000001,1788.31044315,76.9165782,7153.2417726,113.81526549992496,96.14572275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22914455,19.22914455,0.0,19.22914455,0.0,0.0,0.0,19.22914455,0.0,0.0,0.0,0.0,0.0,0.0,37881.414763500004,0.0,19.22914455,19.22914455,0.0,0.0,38265.9976545,153.8331564,0.0,38515.97653365,-52.8801475125,19.22914455,19.22914455,19.22914455,19.22914455,19.22914455,19.22914455,19.22914455,19.22914455,19.22914455,0.0,0.0,0.0,19.22914455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21152059004999998
22,Graff (2003) ,1,1,0,0,0,0.121990489,0.052704628,0.121388928,0.052098252,19.19450182,2.33,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,8,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.19450182,19.19450182,0.0,0.0,0.0,2.34154666313319,1.011639078068423,2.329999999423849,0.9999999928328186,368.4289001179833,44.7231892406,1785.08866926,76.77800728,7140.35467704,113.61021885823271,95.9725091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.19450182,19.19450182,0.0,19.19450182,0.0,0.0,0.0,19.19450182,0.0,0.0,0.0,0.0,0.0,0.0,37813.168585399995,0.0,19.19450182,19.19450182,0.0,0.0,38197.058621799995,153.55601456,0.0,38446.58714546,-52.784880005,19.19450182,19.19450182,19.19450182,19.19450182,19.19450182,19.19450182,19.19450182,19.19450182,19.19450182,0.0,0.0,0.0,19.19450182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21113952001999997
22,Graff (2003) ,1,1,0,0,0,0.144558377,0.052777981,0.143559772,0.05201441,19.22544148,2.76,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,9,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.22544148,19.22544148,0.0,0.0,0.0,2.779198617457278,1.014679985148052,2.7599999954681427,0.9999999955717268,369.6176001009046,53.0622184848,1787.9660576400001,76.90176592,7151.864230560001,113.79334742166003,96.1272074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22544148,0.0,0.0,19.22544148,0.0,0.0,0.0,19.22544148,0.0,0.0,0.0,0.0,0.0,0.0,37874.1197156,0.0,19.22544148,19.22544148,0.0,0.0,38258.6285452,173.02897332,0.0,38508.55928444,-52.86996407,19.22544148,19.22544148,19.22544148,19.22544148,19.22544148,19.22544148,19.22544148,19.22544148,19.22544148,0.0,0.0,0.0,19.22544148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21147985628
22,Graff (2003) ,1,1,0,0,0,-0.144038214,0.052777981,-0.143050291,0.052018288,19.22400843,-2.75,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,9,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.22400843,19.22400843,0.0,0.0,0.0,-2.768991840178144,1.01460435166238,-2.750000000097953,1.0000000070261679,369.56250011671113,-52.8660231825,1787.83278399,76.89603372,7151.33113596,113.78486535082216,96.12004215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.22400843,19.22400843,0.0,19.22400843,0.0,0.0,0.0,19.22400843,0.0,0.0,0.0,0.0,0.0,0.0,37871.296607100005,0.0,19.22400843,19.22400843,0.0,0.0,38255.776775700004,173.01607587,0.0,38505.68888529,-52.8660231825,19.22400843,19.22400843,19.22400843,19.22400843,19.22400843,19.22400843,19.22400843,19.22400843,19.22400843,0.0,0.0,0.0,19.22400843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21146409273
22,Graff (2003) ,1,1,0,0,0,0.129458405,0.052777981,0.128740003,0.052121459,19.1859558,2.47,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,9,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.1859558,19.1859558,0.0,0.0,0.0,2.483783236268499,1.0125960106792398,2.470000007249867,1.000000008605512,368.1008999595536,47.389310826,1784.2938894,76.7438232,7137.1755576,113.55963587297622,95.929779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.1859558,19.1859558,0.0,19.1859558,0.0,0.0,0.0,19.1859558,0.0,0.0,0.0,0.0,0.0,0.0,37796.332925999995,0.0,19.1859558,19.1859558,0.0,0.0,38180.052041999996,172.67360219999998,0.0,38429.4694674,-52.761378449999995,19.1859558,19.1859558,19.1859558,19.1859558,19.1859558,19.1859558,19.1859558,19.1859558,19.1859558,0.0,0.0,0.0,19.1859558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21104551379999997
22,Graff (2003) ,1,1,0,0,0,0.177519876,0.052704628,0.17567834,0.0516701,19.35355265,3.4,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,8,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.35355265,19.35355265,0.0,0.0,0.0,3.4356402665874715,1.0200217928966644,3.400000002654601,1.000000000780765,374.56000017632203,65.80207901,1799.88039645,77.4142106,7199.5215858,114.55162383843677,96.76776325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.35355265,0.0,0.0,19.35355265,0.0,0.0,0.0,19.35355265,0.0,0.0,0.0,0.0,0.0,0.0,38126.4987205,0.0,19.35355265,19.35355265,0.0,0.0,38513.5697735,154.8284212,0.0,38765.165957950005,-53.222269787500004,19.35355265,19.35355265,19.35355265,19.35355265,19.35355265,19.35355265,19.35355265,19.35355265,19.35355265,0.0,0.0,0.0,19.35355265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21288907915
22,Graff (2003) ,1,1,0,0,0,-0.168211782,0.052704628,-0.166643006,0.051752486,19.32274308,-3.22,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,8,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.32274308,19.32274308,0.0,0.0,0.0,-3.2503130466149686,1.0183979859709742,-3.2199999910168984,0.9999999907292968,373.3684001356878,-62.2192327176,1797.01510644,77.29097232,7188.06042576,114.36926526391096,96.61371539999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.32274308,19.32274308,0.0,19.32274308,0.0,0.0,0.0,19.32274308,0.0,0.0,0.0,0.0,0.0,0.0,38065.8038676,0.0,19.32274308,19.32274308,0.0,0.0,38452.258729199995,154.58194464,0.0,38703.454389239996,-53.13754347,19.32274308,19.32274308,19.32274308,19.32274308,19.32274308,19.32274308,19.32274308,19.32274308,19.32274308,0.0,0.0,0.0,19.32274308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21255017387999997
22,Graff (2003) ,1,1,0,0,0,0.158889228,0.052704628,0.157565499,0.051830756,19.29356369,3.04,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,8,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.29356369,19.29356369,0.0,0.0,0.0,3.065539440072931,1.0168600970757573,3.039999990303131,0.9999999919868495,372.2415998600864,58.652433617599996,1794.30142317,77.17425476,7177.20569268,114.19655555176853,96.46781845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.29356369,19.29356369,0.0,19.29356369,0.0,0.0,0.0,19.29356369,0.0,0.0,0.0,0.0,0.0,0.0,38008.3204693,0.0,19.29356369,19.29356369,0.0,0.0,38394.1917431,154.34850952,0.0,38645.00807107,-53.0573001475,19.29356369,19.29356369,19.29356369,19.29356369,19.29356369,19.29356369,19.29356369,19.29356369,19.29356369,0.0,0.0,0.0,19.29356369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21222920058999997
22,Graff (2003) ,1,1,0,0,0,0.17103232299999999,0.052777981,0.169383925,0.051799366,19.30525576,3.27,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,9,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.30525576,19.30525576,0.0,0.0,0.0,3.3018227387419303,1.0188924217014206,3.2699999937576583,1.0000000088358483,372.69289995901323,63.128186335200006,1795.3887856800002,77.22102304,7181.555142720001,114.26575967303526,96.5262788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.30525576,0.0,0.0,19.30525576,0.0,0.0,0.0,19.30525576,0.0,0.0,0.0,0.0,0.0,0.0,38031.3538472,0.0,19.30525576,19.30525576,0.0,0.0,38417.4589624,173.74730184,0.0,38668.42728728,-53.089453340000006,19.30525576,19.30525576,19.30525576,19.30525576,19.30525576,19.30525576,19.30525576,19.30525576,19.30525576,0.0,0.0,0.0,19.30525576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21235781336
22,Graff (2003) ,1,1,0,0,0,-0.162219968,0.052777981,-0.160811831,0.051874784,19.27718859,-3.1,93,4,372,5.918893854273146,5.0,,,,,,,,,1.0,1.0,,1.0,,,,1.0,,,,,0,0.0,1970,,1.0,1.0,,,1990,9,0,2003,-2.75,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,0.011,,19.27718859,19.27718859,0.0,0.0,0.0,-3.1271449161997653,1.0174110931364369,-3.0999999936902083,0.9999999942335146,371.60999993442624,-59.75928462900001,1792.7785388700001,77.10875436,7171.114155480001,114.09963307301543,96.38594295000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.27718859,19.27718859,0.0,19.27718859,0.0,0.0,0.0,19.27718859,0.0,0.0,0.0,0.0,0.0,0.0,37976.061522300006,0.0,19.27718859,19.27718859,0.0,0.0,38361.6052941,173.49469731000002,0.0,38612.20874577,-53.0122686225,19.27718859,19.27718859,19.27718859,19.27718859,19.27718859,19.27718859,19.27718859,19.27718859,19.27718859,0.0,0.0,0.0,19.27718859,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21204907449000002
