idstudy,idcountry,author,elasticity,se,precision,tstat,weight,instrument_se,instrument_sec,inverted_estimate,direct_estimate,higher_frequency,annual_frequency,lower_frequency,micro_data,sectoral_data,aggregated_data,country_estimate,region_estimate,cross_section,data_midyear,united_states,europe,developed_country,developing_country,manufacturing_sector,onelevel_ces_function,multilevel_ces_function,other_function,time_control,location_control,macro_control,age_control,capital_control,dynamic_model,unit_fixed_effects,time_fixed_effects,ols_method2,iv_method2,natural_experiment,impact_factor,citations,published_study,top_journal,publication_year,midyear,pubyear,country,reference
66,3,Reshef (2007),-0.67,1.1551724137931036,0.8656716417910446,-0.58,0.005434782608695652,3.239047,,0,1,0,1,0,0,1,0,1,0,0,4.143134726391533,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1991.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.52,0.44067796610169496,2.269230769230769,1.18,0.005434782608695652,9.356278,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),6.16,4.666666666666667,0.21428571428571427,1.32,0.005434782608695652,1.24949,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),1.95,0.9375,1.0666666666666667,2.08,0.005434782608695652,4.397979,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),1.22,0.3719512195121951,2.6885245901639343,3.28,0.005434782608695652,11.08507,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.12,0.15189873417721517,6.583333333333334,0.79,0.005434782608695652,27.14378,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.06,0.15384615384615383,6.500000000000001,0.39,0.005434782608695652,65.64678,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.74,0.548148148148148,1.8243243243243246,1.35,0.005434782608695652,7.521882,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.82,0.35964912280701755,2.7804878048780486,2.28,0.005434782608695652,19.46342,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.33,0.19075144508670522,5.242424242424242,1.73,0.005434782608695652,52.94589,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.38,0.18181818181818182,5.5,2.09,0.005434782608695652,51.88689,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.26,0.27083333333333337,3.6923076923076916,0.96,0.005434782608695652,28.60049,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),1.24,0.2831050228310502,3.5322580645161294,4.38,0.005434782608695652,31.79032,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.33,1.1785714285714286,0.8484848484848485,0.28,0.005434782608695652,4.647343,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
66,3,Reshef (2007),0.29,0.4328358208955223,2.3103448275862073,0.67,0.005434782608695652,17.59506,,0,1,0,1,0,0,1,0,1,0,0,4.0943445622221,0,0,0,1,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0.0,0.5596157879354227,0,0,3.6375861597263857,1988.0,2007,Chile,"Reshef, A. (2007): Heckscher-Ohlin and the global increase of skill premia: Factor intensity reversals to the rescue. Working paper, New York University."
55,4,Li (2010),1.42,0.51,1.9607843137254901,2.784313725490196,1.0,,114.9984,1,0,0,1,0,1,0,0,1,0,1,4.330733340286331,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0.201,0.8938178760220965,1,0,3.713572066704308,2004.0,2010,China,"Li, B. (2010): Multinational production and choice of technologies: New evidence on skill-biased technological change from China. Economics Letters 108(2): pp. 181-183."
75,4,Yang (2012),0.258,0.053,18.867924528301888,4.867924528301887,0.3333333333333333,1129.714,,0,1,0,1,0,1,0,0,1,0,0,4.382026634673881,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0.0,0.13353139262452257,0,0,3.7612001156935624,2008.0,2012,China,"Yang, D. (2012): The responsiveness of  firms to labor market changes in China: Evidence from micro level data. Paper prepared for presentation at the 2012 4th CIER/IZA Annual Workshop on Research in Labor Economics, (during July 19-21 at IZA, Bonn) 6239, China Institute for Employment Research and IZA Institute of Labor Economics."
75,4,Yang (2012),0.273,0.053,18.867924528301888,5.150943396226416,0.3333333333333333,1129.714,,0,1,0,1,0,1,0,0,1,0,0,4.382026634673881,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,0.13353139262452257,0,0,3.7612001156935624,2008.0,2012,China,"Yang, D. (2012): The responsiveness of  firms to labor market changes in China: Evidence from micro level data. Paper prepared for presentation at the 2012 4th CIER/IZA Annual Workshop on Research in Labor Economics, (during July 19-21 at IZA, Bonn) 6239, China Institute for Employment Research and IZA Institute of Labor Economics."
75,4,Yang (2012),0.258,0.056,17.857142857142858,4.607142857142857,0.3333333333333333,1069.194,,0,1,0,1,0,1,0,0,1,0,0,4.382026634673881,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0.0,0.13353139262452257,0,0,3.7612001156935624,2008.0,2012,China,"Yang, D. (2012): The responsiveness of  firms to labor market changes in China: Evidence from micro level data. Paper prepared for presentation at the 2012 4th CIER/IZA Annual Workshop on Research in Labor Economics, (during July 19-21 at IZA, Bonn) 6239, China Institute for Employment Research and IZA Institute of Labor Economics."
59,5,Medina & Poso (2010),1.3089005235602094,0.3772047618329134,2.65108,3.4699999999999998,0.25,,,1,0,1,0,0,0,0,1,1,0,0,4.204692619390966,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.8938178760220965,0,0,3.713572066704308,1995.0,2010,Colombia,"Medina, C. & C. Posso (2010): Technical change and polarization of the labor market: Evidence for Brazil, Colombia and Mexico. Working Paper Series ""Borradores de Economia"" 614, Banco de la Republica de Colombia."
59,5,Medina & Poso (2010),1.2658227848101264,0.35358178346651575,2.8282000000000003,3.58,0.25,,,1,0,1,0,0,0,0,1,1,0,0,4.204692619390966,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.8938178760220965,0,0,3.713572066704308,1995.0,2010,Colombia,"Medina, C. & C. Posso (2010): Technical change and polarization of the labor market: Evidence for Brazil, Colombia and Mexico. Working Paper Series ""Borradores de Economia"" 614, Banco de la Republica de Colombia."
59,5,Medina & Poso (2010),1.4662756598240467,0.46109297478743605,2.1687600000000002,3.18,0.25,,,1,0,1,0,0,0,0,1,1,0,0,4.204692619390966,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.8938178760220965,0,0,3.713572066704308,1995.0,2010,Colombia,"Medina, C. & C. Posso (2010): Technical change and polarization of the labor market: Evidence for Brazil, Colombia and Mexico. Working Paper Series ""Borradores de Economia"" 614, Banco de la Republica de Colombia."
59,5,Medina & Poso (2010),1.1627906976744187,0.31683670236360184,3.1561999999999997,3.67,0.25,,,1,0,1,0,0,0,0,1,1,0,0,4.204692619390966,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0.0,0.8938178760220965,0,0,3.713572066704308,1995.0,2010,Colombia,"Medina, C. & C. Posso (2010): Technical change and polarization of the labor market: Evidence for Brazil, Colombia and Mexico. Working Paper Series ""Borradores de Economia"" 614, Banco de la Republica de Colombia."
7,6,Behar (2010),-0.0826,0.0408,24.509803921568626,-2.0245098039215685,0.02631578947368421,138.6484,,0,1,0,1,0,0,0,1,1,0,1,4.0943445622221,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1988.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.0814,0.0392,25.510204081632654,-2.076530612244898,0.02631578947368421,144.3075,,0,1,0,1,0,0,0,1,1,0,1,4.0943445622221,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1988.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.0624,0.0865,11.560693641618498,-0.7213872832369942,0.02631578947368421,66.41113,,0,1,0,1,0,0,0,1,1,0,1,4.0943445622221,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1988.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.16,0.104,9.615384615384615,-1.5384615384615385,0.02631578947368421,54.39283,,0,1,0,1,0,0,0,1,1,0,1,4.0943445622221,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1988.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.133,0.103,9.708737864077671,-1.2912621359223302,0.02631578947368421,54.92091,,0,1,0,1,0,0,0,1,1,0,1,4.0943445622221,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1988.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.263,0.148,6.756756756756757,-1.7770270270270272,0.02631578947368421,38.81461,,0,1,0,1,0,0,0,1,1,0,1,4.0943445622221,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1988.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.0792,0.0783,12.77139208173691,1.0114942528735633,0.02631578947368421,82.76808,,0,1,0,1,0,0,0,1,1,0,1,3.912023005428146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.0572,0.0775,12.903225806451614,0.7380645161290322,0.02631578947368421,83.62246,,0,1,0,1,0,0,0,1,1,0,1,3.912023005428146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.0439,0.135,7.4074074074074066,-0.3251851851851852,0.02631578947368421,48.57362,,0,1,0,1,0,0,0,1,1,0,1,3.912023005428146,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.0182,0.0198,50.5050505050505,0.9191919191919191,0.02631578947368421,327.3102,,0,1,0,1,0,0,0,1,1,0,1,3.912023005428146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.0176,0.0193,51.81347150259067,0.9119170984455959,0.02631578947368421,327.3102,,0,1,0,1,0,0,0,1,1,0,1,3.912023005428146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.0,0.0339,29.498525073746315,0.0,0.02631578947368421,193.4348,,0,1,0,1,0,0,0,1,1,0,1,3.912023005428146,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.014,0.0244,40.983606557377044,0.5737704918032787,0.02631578947368421,259.2031,,0,1,0,0,1,0,0,1,1,0,0,3.912023005428146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.104,0.0493,20.28397565922921,2.109533468559838,0.02631578947368421,128.2871,,0,1,0,0,1,0,0,1,1,0,0,3.912023005428146,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),0.104,0.0493,20.28397565922921,2.109533468559838,0.02631578947368421,128.2871,,0,1,0,1,0,0,0,1,1,0,1,3.912023005428146,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.0264,0.0218,45.87155963302752,-1.2110091743119267,0.02631578947368421,290.1172,,0,1,0,0,1,0,0,1,1,0,0,3.912023005428146,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.0078,0.0439,22.779043280182233,-0.1776765375854214,0.02631578947368421,144.0673,,0,1,0,0,1,0,0,1,1,0,0,3.912023005428146,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
7,6,Behar (2010),-0.0078,0.0439,22.779043280182233,-0.1776765375854214,0.02631578947368421,144.0673,,0,1,0,0,1,0,0,1,1,0,0,3.912023005428146,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0.553,0.36772478012531734,0,0,3.713572066704308,1978.0,2010,Developing,"Behar, A. (2010): The elasticity of substitution between skilled and unskilled labor in developing countries is about 2. Technical report, Department of Economics, University of Oxford."
32,6,Foldvari & Lewuwen (2006),1.506024096385542,0.8184913567312728,1.2217600000000002,1.84,0.5,,15.91867,1,0,0,1,0,0,0,1,1,0,0,4.174387269895637,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0.0,0.0,0,0,3.6109179126442243,1993.0,2006,Developing,"Foldvari, P. & B. van Leeuwen (2006): Is there an optimal allocation of skills? A two-level CES approach. Technical report, Department of Economics, University of Warwick."
68,6,Robbins (1996),1.5,,,,1.0,,,1,0,0,1,0,0,0,1,1,0,0,4.02535169073515,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.143,2.6905058914513007,0,0,3.295836866004329,1984.0,1996,Developing,"Robbins, D. J. (1996): Evidence on trade and wages in the developing world. OECD Development Centre Working Papers 119, OECD Development Centre, Organisation for Economic Co-operation and Development."
85,6,Cruz et al. (2020),16.129032258064516,10.665972944849116,0.09375609756097561,1.5121951219512193,0.1111111111111111,,279.1591,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),14.925373134328357,6.68300289596792,0.14963333333333337,2.2333333333333334,0.1111111111111111,,381.5175,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),0.7886435331230284,0.5342624565872881,1.8717392316647266,1.4761350407450524,0.1111111111111111,,13.32424,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),-5.0,8.45,0.1183431952662722,-0.591715976331361,0.1111111111111111,,33.8625,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),30.3030303030303,39.48576675849402,0.025325581395348844,0.7674418604651164,0.1111111111111111,,266.175,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),-14.705882352941176,15.13840830449827,0.06605714285714286,-0.9714285714285713,0.1111111111111111,,163.5075,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),25.641025641025642,17.75147928994083,0.05633333333333333,1.4444444444444444,0.1111111111111111,,370.3704,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),-11.363636363636365,8.264462809917356,0.12099999999999998,-1.375,0.1111111111111111,,178.8363,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
85,6,Cruz et al. (2020),43.47826086956522,56.710775047258984,0.01763333333333333,0.7666666666666666,0.1111111111111111,,333.3333,1,0,0,1,0,0,0,1,1,0,0,4.382026634673881,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0.003,0.6931471805599453,1,0,3.9318256327243257,2008.0,2020,Developing,"Cruz, M., E. Milet, & M. Olarreaga (2020): Online exports and the skilled-unskilled wage gap. Plos ONE 15(5): art. e0232396"
6,7,Avalos & Savvides (2006),1.3280212483399736,0.31072542059762626,3.218275473170731,4.273938211382113,0.041666666666666664,,139.8388,1,0,0,1,0,0,1,0,1,0,0,3.970291913552122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.127,1.5459245067117746,1,0,3.6109179126442243,1981.0,2006,East Asia,"Avalos, A. & A. Savvides (2006): The manufacturing wage inequality in Latin America and East Asia: Openness, technology transfer, and labor supply. Review of Development Economics 10(4): pp. 553-576."
6,7,Avalos & Savvides (2006),1.4556040756914121,0.4198199222500524,2.3819736677583916,3.467210578978736,0.041666666666666664,,124.342,1,0,0,1,0,0,1,0,1,0,0,3.970291913552122,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.127,1.5459245067117746,1,0,3.6109179126442243,1981.0,2006,East Asia,"Avalos, A. & A. Savvides (2006): The manufacturing wage inequality in Latin America and East Asia: Openness, technology transfer, and labor supply. Review of Development Economics 10(4): pp. 553-576."
6,7,Avalos & Savvides (2006),1.5552099533437014,0.5719381023227448,1.7484409518072286,2.719192771084337,0.041666666666666664,,101.141,1,0,0,1,0,0,1,0,1,0,0,3.970291913552122,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.127,1.5459245067117746,1,0,3.6109179126442243,1981.0,2006,East Asia,"Avalos, A. & A. Savvides (2006): The manufacturing wage inequality in Latin America and East Asia: Openness, technology transfer, and labor supply. Review of Development Economics 10(4): pp. 553-576."
6,7,Avalos & Savvides (2006),1.2738853503184715,0.5771531511822876,1.7326423635589936,2.207187724278973,0.041666666666666664,,67.24618,1,0,0,1,0,0,1,0,1,0,0,3.970291913552122,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.127,1.5459245067117746,1,0,3.6109179126442243,1981.0,2006,East Asia,"Avalos, A. & A. Savvides (2006): The manufacturing wage inequality in Latin America and East Asia: Openness, technology transfer, and labor supply. Review of Development Economics 10(4): pp. 553-576."
6,7,Avalos & Savvides (2006),1.0141987829614605,0.4742396708625741,2.1086384405192065,2.138578540080331,0.041666666666666664,,51.87359,1,0,0,1,0,0,1,0,1,0,0,3.970291913552122,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.127,1.5459245067117746,1,0,3.6109179126442243,1981.0,2006,East Asia,"Avalos, A. & A. Savvides (2006): The manufacturing wage inequality in Latin America and East Asia: Openness, technology transfer, and labor supply. Review of Development Economics 10(4): pp. 553-576."
6,7,Avalos & Savvides (2006),1.1210762331838564,0.5693767330930988,1.756306399398463,1.9689533625543305,0.041666666666666664,,52.79206,1,0,0,1,0,0,1,0,1,0,0,3.970291913552122,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0.127,1.5459245067117746,1,0,3.6109179126442243,1981.0,2006,East Asia,"Avalos, A. & A. Savvides (2006): The manufacturing wage inequality in Latin America and East Asia: Openness, technology transfer, and labor supply. Review of Development Economics 10(4): pp. 553-576."
6,7,Avalos & Savvides (2006),1.3440860215053763,0.6389661423866304,1.5650281504194514,2.103532460241198,0.041666666666666664,,69.65794,1,0,0,1,0,0,1,0,1,0,0,3.970291913552122,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0.127,1.5459245067117746,1,0,3.6109179126442243,1981.0,2006,East Asia,"Avalos, A. & A. Savvides (2006): The manufacturing wage inequality in Latin America and East Asia: Openness, technology transfer, and labor supply. Review of Development Economics 10(4): pp. 553-576."
