author,pubyear,country,idcountry,idstudy,invse_w,tstats_w,armel,se,invse,tstats,nobs,nobs_long,nobs_short,armel_w,se_w,se_lrun,srun,lrun,sicdata,sicres,mon,quart,annu,pan,ts,cross,length,ltotal,lmidyear,prim,sec,ter,deving,deved,lmsize,tariffs,ntb,volatility,pride,internet,armx,darmx,army,ecmyx,asp,othmod,ols,corc,tsls,gmm,othest,imcon,seas,impact,lcit,pblshd,all,ag,min,man,util,cons,trad,trans,fin,serv,total,midyear,cit,msize,quality,peer_review,preffered,indifferent,not-preffered
Reinert & Roland-Holst (1992),1992,USA,41,28,4.62963,3.1,0.67,0.216,4.6296296,3.1,127,127,0,0.67,0.216,0.216,0,1,7,6,0,1,0,0,1,0,9,3.135494,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,23,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,1.766784,1.89,1.07,0.566,1.7667845,1.89,127,127,0,1.07,0.566,0.566,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,8.695652,4.17,0.48,0.115,8.6956522,4.17,127,127,0,0.48,0.115,0.115,0,1,7,6,0,1,0,0,1,0,9,3.135494,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,23,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,10.10101,8.01,0.79,0.099,10.10101,8.01,127,127,0,0.79,0.099,0.099,0,1,7,6,0,1,0,0,1,0,9,2.564949,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,13,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,2.188184,2.34,1.07,0.457,2.1881838,2.34,127,127,0,1.07,0.457,0.457,0,1,7,6,0,1,0,0,1,0,9,3.526361,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,34,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,22.72727,8.04,0.35,0.044,22.727273,8.04,127,127,0,0.35,0.044,0.044,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,20.40816,23.65,1.17,0.049,20.408163,23.65,127,127,0,1.17,0.049,0.049,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,14.92537,4.32,0.29,0.067,14.925373,4.32,127,127,0,0.29,0.067,0.067,0,1,7,6,0,1,0,0,1,0,9,3.433987,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,31,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,6.622517,4.18,0.63,0.151,6.6225166,4.18,127,127,0,0.63,0.151,0.151,0,1,7,6,0,1,0,0,1,0,9,2.397895,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,11,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,1.841621,1.64,0.89,0.543,1.8416206,1.64,127,127,0,0.89,0.543,0.543,0,1,7,6,0,1,0,0,1,0,9,2.397895,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,11,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,1.103753,0.64,0.58,0.906,1.1037528,0.64,127,127,0,0.58,0.906,0.906,0,1,7,6,0,1,0,0,1,0,9,3.433987,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,31,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,2.832861,1.67,0.59,0.353,2.8328612,1.67,127,127,0,0.59,0.353,0.353,0,1,7,6,0,1,0,0,1,0,9,2.564949,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,13,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,3.184713,4.75,1.49,0.314,3.1847134,4.75,127,127,0,1.49,0.314,0.314,0,1,7,6,0,1,0,0,1,0,9,3.367296,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,29,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,40.0,0.8,0.02,0.025,40.0,0.8,127,127,0,0.02,0.025,0.025,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,2.105263,2.55,1.21,0.475,2.1052632,2.55,127,127,0,1.21,0.475,0.475,0,1,7,6,0,1,0,0,1,0,9,2.564949,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,13,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,3.952569,2.61,0.66,0.253,3.9525692,2.61,127,127,0,0.66,0.253,0.253,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,3.496504,2.31,0.66,0.286,3.4965035,2.31,127,127,0,0.66,0.286,0.286,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,1.574803,1.78,1.13,0.635,1.5748031,1.78,127,127,0,1.13,0.635,0.635,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,1,0,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,1,0,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,7.936508,9.67,1.22,0.126,7.9365079,9.67,127,127,0,1.22,0.126,0.126,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,3.08642,4.57,1.48,0.324,3.0864198,4.57,127,127,0,1.48,0.324,0.324,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,10.6383,8.94,0.84,0.094,10.638298,8.94,127,127,0,0.84,0.094,0.094,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,10.6383,2.34,0.22,0.094,10.638298,2.34,127,127,0,0.22,0.094,0.094,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,55.55556,8.46,0.15,0.018,55.555556,8.46,127,127,0,0.15,0.018,0.018,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,6.024096,10.15,1.68,0.166,6.0240964,10.15,127,127,0,1.68,0.166,0.166,0,1,7,6,0,1,0,0,1,0,9,3.135494,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,23,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,18.18182,0.91,0.05,0.055,18.181818,0.91,127,127,0,0.05,0.055,0.055,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,2.493766,3.52,1.41,0.401,2.4937656,3.52,127,127,0,1.41,0.401,0.401,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,19.60784,19.66,1.01,0.051,19.607843,19.66,127,127,0,1.01,0.051,0.051,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,2.331002,0.14,0.06,0.429,2.3310023,0.14,127,127,0,0.06,0.429,0.429,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,4.608295,6.92,1.5,0.217,4.6082949,6.92,127,127,0,1.5,0.217,0.217,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,3.389831,6.74,1.99,0.295,3.3898305,6.74,127,127,0,1.99,0.295,0.295,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,50.0,6.57,0.13,0.02,50.0,6.57,127,127,0,0.13,0.02,0.02,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,27.77778,24.13,0.88,0.036,27.777778,24.13,127,127,0,0.88,0.036,0.036,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,7.407407,2.3,0.31,0.135,7.4074074,2.3,127,127,0,0.31,0.135,0.135,0,1,7,6,0,1,0,0,1,0,9,3.367296,16.0,1,0,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,1,0,0,0,0,0,0,0,29,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,5.524862,5.07,0.92,0.181,5.5248619,5.07,127,127,0,0.92,0.181,0.181,0,1,7,6,0,1,0,0,1,0,9,2.833213,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,17,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,5.102041,7.38,1.45,0.196,5.1020408,7.38,127,127,0,1.45,0.196,0.196,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,4.950495,6.24,1.26,0.202,4.950495,6.24,127,127,0,1.26,0.202,0.202,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,7.874016,3.55,0.45,0.127,7.8740157,3.55,127,127,0,0.45,0.127,0.127,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,58.82353,17.75,0.3,0.017,58.823529,17.75,127,127,0,0.3,0.017,0.017,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,19.60784,18.73,0.96,0.051,19.607843,18.73,127,127,0,0.96,0.051,0.051,0,1,7,6,0,1,0,0,1,0,9,2.564949,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,13,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,10.6383,2.13,0.2,0.094,10.638298,2.13,127,127,0,0.2,0.094,0.094,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,5.988024,11.77,1.97,0.167,5.988024,11.77,127,127,0,1.97,0.167,0.167,0,1,7,6,0,1,0,0,1,0,9,3.135494,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,23,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,11.62791,12.73,1.09,0.086,11.627907,12.73,127,127,0,1.09,0.086,0.086,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,4.166667,1.25,0.3,0.24,4.1666667,1.25,127,127,0,0.3,0.24,0.24,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,10.30928,12.02,1.16,0.097,10.309278,12.02,127,127,0,1.16,0.097,0.097,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,12.5,1.12,0.09,0.08,12.5,1.12,127,127,0,0.09,0.08,0.08,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,43.47826,43.12,1.0,0.023,43.478261,43.12,127,127,0,1.0,0.023,0.023,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,1.076426,0.98,0.91,0.929,1.0764263,0.98,127,127,0,0.91,0.929,0.929,0,1,7,6,0,1,0,0,1,0,9,3.496508,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,33,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,16.66667,5.99,0.36,0.06,16.666667,5.99,127,127,0,0.36,0.06,0.06,0,1,7,6,0,1,0,0,1,0,9,3.433987,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,31,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,6.896552,7.68,1.11,0.145,6.8965517,7.68,127,127,0,1.11,0.145,0.145,0,1,7,6,0,1,0,0,1,0,9,3.496508,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,33,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,2.398082,0.48,0.2,0.417,2.3980815,0.48,127,127,0,0.2,0.417,0.417,0,1,7,6,0,1,0,0,1,0,9,2.944439,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,19,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,11.62791,14.85,1.27,0.086,11.627907,14.85,127,127,0,1.27,0.086,0.086,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,1.030928,1.0,0.97,0.97,1.0309278,1.0,127,127,0,0.97,0.97,0.97,0,1,7,6,0,1,0,0,1,0,9,2.397895,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,11,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,6.578948,5.6,0.85,0.152,6.5789474,5.6,127,127,0,0.85,0.152,0.152,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,8.064516,2.26,0.28,0.124,8.0645161,2.26,127,127,0,0.28,0.124,0.124,0,1,7,6,0,1,0,0,1,0,9,3.044523,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,21,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,5.128205,4.47,0.87,0.195,5.1282051,4.47,127,127,0,0.87,0.195,0.195,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,40.0,8.87,0.22,0.025,40.0,8.87,127,127,0,0.22,0.025,0.025,0,1,7,6,0,1,0,0,1,0,9,3.555348,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,35,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,14.08451,0.14,0.01,0.071,14.084507,0.14,127,127,0,0.01,0.071,0.071,0,1,7,6,0,1,0,0,1,0,9,3.295837,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,27,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,3.558719,2.31,0.65,0.281,3.5587189,2.31,127,127,0,0.65,0.281,0.281,0,1,7,6,0,1,0,0,1,0,9,2.564949,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,13,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,9.009009,7.41,0.82,0.111,9.009009,7.41,127,127,0,0.82,0.111,0.111,0,1,7,6,0,1,0,0,1,0,9,2.833213,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,17,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,10.41667,11.08,1.06,0.096,10.416667,11.08,127,127,0,1.06,0.096,0.096,0,1,7,6,0,1,0,0,1,0,9,2.70805,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,15,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,10.6383,2.77,0.26,0.094,10.638298,2.77,127,127,0,0.26,0.094,0.094,0,1,7,6,0,1,0,0,1,0,9,3.367296,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,29,1984.0,233,4040.7,0,1,0,1,0
Reinert & Roland-Holst (1992),1992,USA,41,28,4.347826,3.3,0.76,0.23,4.3478261,3.3,127,127,0,0.76,0.23,0.23,0,1,7,6,0,1,0,0,1,0,9,2.397895,16.0,0,1,0,0,1,8.30442,3.91,0.696,0.0,0.68565746,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0.076,2.19277,1,0,0,0,1,0,0,0,0,0,0,11,1984.0,233,4040.7,0,1,0,1,0
