idstudy,study,local,cs,aggr,idcoeff,table,forw,horiz,aux,more,comb,lag,square,orige,origse,t,lin,loglog,diff,ldiff,mean1,mean2,e,se,country,amad,balan,nobs,start,end,bothbf,bothvh,yearfe,sectfe,tgap,rd,scomp,cycl,allfirm,green,ma,nat,serv,auto,food,electro,text,empl,asset,translog,output,va,lp,pols,rand,gmm,ols,op,realpart,forpart,nace,io,check,comment,idcountry,dist,sim,gap,open,human,findev,incent,gp00,gp95,JCRimp,eigen,SJRimp,repimp,JCRcit,scocit,schcit,repcit,pub,native,citeaut,affusa,affacad,affinter,pubdate,idauthor,last,eb,seb,ef,sef,eh,seh
11,Girma and Wakelin (2007),1,0,0,3,7,0,1,0,1,0,1,0,0.111,0.0482608695652174,2.3,0,0,0,0,,,0.111,0.0482608695652174,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,other,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",146,3164.6811088232275,0.42745978055018186,337.6235082458337,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,4,7,1,0,0,1,0,1,0,0.166,0.05123456790123457,3.24,0,0,0,0,,,0.166,0.05123456790123457,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,5,7,1,0,1,0,0,1,0,0.166,0.05123456790123457,3.24,0,0,0,0,,,0.166,0.05123456790123457,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,6,7,1,0,1,0,0,1,0,0.171,0.05856164383561645,2.92,0,0,0,0,,,0.171,0.05856164383561645,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,7,7,1,0,0,0,1,1,0,0.337,0.07781032757131799,4.331044612183629,0,0,0,0,,,0.337,0.07781032757131799,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,8,7,0,1,0,1,0,1,0,0.013,0.04193548387096774,0.31,0,0,0,0,,,0.013,0.04193548387096774,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,USA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",144,6655.415,2.0,10092.104136164297,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,9,7,0,1,0,1,0,1,0,0.271,0.042080745341614906,6.44,0,0,0,0,,,0.271,0.042080745341614906,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,Japan,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",145,9431.94,0.0,12172.282275491303,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,10,7,0,1,0,1,0,1,0,0.111,0.04847161572052402,2.29,0,0,0,0,,,0.111,0.04847161572052402,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,other,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",146,3164.6811088232275,0.42745978055018186,337.6235082458337,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,11,7,1,0,0,1,0,1,0,0.188,0.050673854447439354,3.71,0,0,0,0,,,0.188,0.050673854447439354,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,12,7,1,0,1,0,0,1,0,0.188,0.050673854447439354,3.71,0,0,0,0,,,0.188,0.050673854447439354,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,13,7,1,0,1,0,0,1,0,0.161,0.05791366906474821,2.78,0,0,0,0,,,0.161,0.05791366906474821,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,14,7,1,0,0,0,1,1,0,0.349,0.07695344429654492,4.535209608748721,0,0,0,0,,,0.349,0.07695344429654492,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,15,7,0,1,0,1,0,1,0,0.013,0.043333333333333335,0.3,0,0,0,0,,,0.013,0.043333333333333335,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,USA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",144,6655.415,2.0,10092.104136164297,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,16,7,0,1,0,1,0,1,0,0.26,0.042483660130718956,6.12,0,0,0,0,,,0.26,0.042483660130718956,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,Japan,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",145,9431.94,0.0,12172.282275491303,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,17,7,0,1,0,1,0,1,0,0.113,0.04829059829059829,2.34,0,0,0,0,,,0.113,0.04829059829059829,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,other,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",146,3164.6811088232275,0.42745978055018186,337.6235082458337,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,18,7,1,0,0,1,0,1,0,0.173,0.05088235294117647,3.4,0,0,0,0,,,0.173,0.05088235294117647,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,19,7,1,0,1,0,0,1,0,0.173,0.05088235294117647,3.4,0,0,0,0,,,0.173,0.05088235294117647,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,20,7,1,0,1,0,0,1,0,0.16,0.06083650190114069,2.63,0,0,0,0,,,0.16,0.06083650190114069,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,21,7,1,0,0,0,1,1,0,0.33299999999999996,0.07931011161508944,4.19870799849743,0,0,0,0,,,0.33299999999999996,0.07931011161508944,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,22,7,0,1,0,1,0,1,0,-0.002,0.1,-0.02,0,0,0,0,,,-0.002,0.1,United Kingdom,0,0,1664,1980,1992,0,1,1,1,0,0,0,0,0,0,0,USA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",144,6655.415,2.0,10092.104136164297,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,23,7,0,1,0,1,0,1,0,0.159,0.07098214285714285,2.24,0,0,0,0,,,0.159,0.07098214285714285,United Kingdom,0,0,1664,1980,1992,0,1,1,1,0,0,0,0,0,0,0,Japan,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",145,9431.94,0.0,12172.282275491303,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,24,7,0,1,0,1,0,1,0,0.28,0.0823529411764706,3.4,0,0,0,0,,,0.28,0.0823529411764706,United Kingdom,0,0,1664,1980,1992,0,1,1,1,0,0,0,0,0,0,0,other,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",146,3164.6811088232275,0.42745978055018186,337.6235082458337,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,25,7,1,0,0,1,0,1,0,0.168,0.0694214876033058,2.42,0,0,0,0,,,0.168,0.0694214876033058,United Kingdom,0,0,1664,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,26,7,1,0,1,0,0,1,0,0.168,0.0694214876033058,2.42,0,0,0,0,,,0.168,0.0694214876033058,United Kingdom,0,0,1664,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,27,7,1,0,1,0,0,1,0,0.478,0.15620915032679739,3.06,0,0,0,0,,,0.478,0.15620915032679739,United Kingdom,0,0,1664,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,28,7,1,0,0,0,1,1,0,0.646,0.17094046211144956,3.7790935628734976,0,0,0,0,,,0.646,0.17094046211144956,United Kingdom,0,0,1664,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,29,7,0,1,0,1,0,1,0,-0.052,0.04193548387096774,-1.24,0,0,0,0,,,-0.052,0.04193548387096774,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,USA,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",144,6655.415,2.0,10092.104136164297,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,30,7,0,1,0,1,0,1,0,0.15,0.04807692307692307,3.12,0,0,0,0,,,0.15,0.04807692307692307,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,Japan,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",145,9431.94,0.0,12172.282275491303,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,31,7,0,1,0,1,0,1,0,0.088,0.04631578947368421,1.9,0,0,0,0,,,0.088,0.04631578947368421,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,other,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",146,3164.6811088232275,0.42745978055018186,337.6235082458337,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,32,7,1,0,0,1,0,1,0,0.324,0.05445378151260504,5.95,0,0,0,0,,,0.324,0.05445378151260504,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,33,7,1,0,1,0,0,1,0,0.324,0.05445378151260504,5.95,0,0,0,0,,,0.324,0.05445378151260504,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,34,7,1,0,1,0,0,1,0,0.053,0.05698924731182795,0.93,0,0,0,0,,,0.053,0.05698924731182795,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,35,7,1,0,0,0,1,1,0,0.377,0.07882251347293624,4.78289746659047,0,0,0,0,,,0.377,0.07882251347293624,United Kingdom,0,0,5058,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,36,8,0,1,0,1,0,1,0,0.165,0.1213235294117647,1.36,0,0,0,0,,,0.165,0.1213235294117647,United Kingdom,0,0,500,1980,1992,0,1,1,1,0,0,0,0,0,0,0,USA,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",144,6655.415,2.0,10092.104136164297,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,37,8,0,1,0,1,0,1,0,-0.19,0.2753623188405797,-0.69,0,0,0,0,,,-0.19,0.2753623188405797,United Kingdom,0,0,500,1980,1992,0,1,1,1,0,0,0,0,0,0,0,Japan,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",145,9431.94,0.0,12172.282275491303,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,38,8,0,1,0,1,0,1,0,-0.212,0.18761061946902657,-1.13,0,0,0,0,,,-0.212,0.18761061946902657,United Kingdom,0,0,500,1980,1992,0,1,1,1,0,0,0,0,0,0,0,other,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",146,3164.6811088232275,0.42745978055018186,337.6235082458337,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,39,8,1,0,0,1,0,1,0,0.278,0.18169934640522878,1.53,0,0,0,0,,,0.278,0.18169934640522878,United Kingdom,0,0,500,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
11,Girma and Wakelin (2007),1,0,0,40,8,1,0,1,0,0,1,0,0.278,0.18169934640522878,1.53,0,0,0,0,,,0.278,0.18169934640522878,United Kingdom,0,0,500,1980,1992,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,10.0,2.0,0,ok,"regional definition of vertical spillovers, backward and forward not discriminated",133,5039.529454176724,1.1459536715408578,5356.402012408735,54.6035766601563,59.6736725076873,121.363220820535,7.6610169491525415,4.541666666666666,4.541666666666666,1.216,0.00393,1.33,0.18,3,6,15,0,1,1,384,0,1,0,2007.375,38,0,0.28,0.0245183887915937,0.28,0.0245183887915937,0.099,0.02234762979683973
