author,pub_year,idstudy,dep_var,exp_var,tuition,tuition_se,no_exp_var,no_obs,no_df,est_per_study,startyear,endyear,midyear,timespan,ln_timespan,cit_google,cit_repec,model,endogeneity,unemployment,income,shortrun,linear,doublelog,semilog,boxcox,country,idcountry,usa,published,ln_pub_year,ln_google,tstat,pcc,pcc_se,pcc_precsq,pcc_prec,tseries,panel,cross,instrument,ols,fe,male,female,private,public,invperst,invperstsq
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.016,0.128,7,47,40,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (OLS),0,1,1,1,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-0.125,-0.019760376304381096,0.15808301043504877,40.015624999999986,6.325790464439996,0,1,0,0.15811388300841897,1,0,0,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,-0.078,0.298,6,384,378,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (SUR),1,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,-0.26174496644295303,-0.013461488530730842,0.05142978951484347,378.0685104274582,19.44398391347458,0,1,0,0.05143444998736397,0,0,0,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,0.06,0.154,6,384,378,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (SUR),1,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,0.3896103896103896,0.02003537362618152,0.051424125640532566,378.1517962556923,19.446125481845794,0,1,0,0.05143444998736397,0,0,0,0,0,0,0.05,0.0025
Canton & de Jong (2002),2002,9,enrollment,tuition,0.093,0.224,6,384,378,20,1950,1999,1974.5,50,3.912023005428146,20,4,ECM (SUR),1,1,1,0,0,1,0,0,Netherlands,5,0,0,7.601902,3.044523,0.4151785714285714,0.021349614162612305,0.05142272658521674,378.1723732461735,19.446654551520513,0,1,0,0.05143444998736397,0,0,0,0,0,0,0.05,0.0025
Chen (2016),2016,10,enrollment,tuition,-0.3532,0.0477297297297297,2,13,11,4,2001,2013,2007.0,13,2.5649493574615367,0,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.608871,0.0,-7.400000000000005,-0.9125377037839317,0.12331590591674745,65.76000000000008,8.109253973085321,1,0,0,0.30151134457776363,1,0,0,0,0,1,0.25,0.0625
Chen (2016),2016,10,enrollment,tuition,-0.9369,0.153088235294117,2,13,11,4,2001,2013,2007.0,13,2.5649493574615367,0,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.608871,0.0,-6.120000000000026,-0.8791941952537593,0.14365918223100582,48.454400000000305,6.960919479494092,1,0,0,0.30151134457776363,1,0,0,0,0,1,0.25,0.0625
Chen (2016),2016,10,enrollment,tuition,-1.0999,0.201816513761467,2,13,11,4,2001,2013,2007.0,13,2.5649493574615367,0,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.608871,0.0,-5.450000000000024,-0.8542519125398589,0.1567434701907991,40.70250000000027,6.379851095441042,1,0,0,0.30151134457776363,1,0,0,0,0,1,0.25,0.0625
Chen (2016),2016,10,enrollment,tuition,-1.1017,0.166168929110105,2,13,11,4,2001,2013,2007.0,13,2.5649493574615367,0,0,OLS,0,0,0,0,0,1,0,0,USA,1,1,1,7.608871,0.0,-6.630000000000022,-0.8943395047820286,0.1348928363170476,54.9569000000003,7.413292116192394,1,0,0,0.30151134457776363,1,0,0,0,0,1,0.25,0.0625
Cheslock (2001),2001,11,enrollment,tuition,-0.0396,0.0094,13,3036,3023,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-4.212765957446809,-0.07639715052890993,0.018134677145751343,3040.7473970122232,55.14297232660045,1,0,0,0.018187831682290802,1,0,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0967,0.0349,13,2341,2328,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-2.7707736389684814,-0.05733167597853358,0.02069157695605814,2335.6771865584024,48.32884425018254,1,0,0,0.020725666807241958,1,0,0,0,0,1,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,0.0276,0.0349,11,287,276,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,0.7908309455587392,0.04754858715671566,0.06012484390468755,276.6254135844534,16.632059811834893,1,0,0,0.0601929265428846,1,0,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0396,0.0176,11,1241,1230,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-2.25,-0.06402329923549491,0.028454799660219958,1235.0625000000002,35.143456005350416,1,0,0,0.028513297425610054,1,0,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.034,0.0121,11,1508,1497,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-2.8099173553719012,-0.07243364752003172,0.025777856911540695,1504.89563554402,38.79298435985584,1,0,0,0.02584574765818718,1,0,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0298,0.0775,11,622,611,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-0.38451612903225807,-0.015553975713396315,0.04045077576470518,611.147852653486,24.72140474676724,1,0,0,0.04045566970313674,1,0,0,0,0,1,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0049,0.0458,11,1180,1169,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-0.10698689956331878,-0.0031291128082982333,0.029247625840828385,1169.0114461966782,34.19080938200613,1,0,0,0.029247769028706173,1,0,0,0,0,1,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.1784,0.0633,11,539,528,16,1984,1997,1990.5,14,2.6390573296152584,2,0,OLS,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-2.8183254344391786,-0.12173959579853437,0.04319571980968176,535.9429582544068,23.150441858729323,1,0,0,0.04351941398892446,1,0,0,0,0,1,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0426,0.0117,6,3036,3030,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-3.641025641025641,-0.06600159299994533,0.018127198077449776,3043.2570677186063,55.16572366713416,1,0,0,0.01816681048781899,0,1,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0339,0.0184,6,2341,2335,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-1.8423913043478262,-0.03809982610822828,0.02067955163396461,2338.394405718337,48.35694785362634,1,0,0,0.020694577179185557,0,1,0,0,0,1,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0765,0.0434,6,287,281,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-1.7626728110599077,-0.10457568709400415,0.059327906142219354,284.1070154388498,16.85547434630215,1,0,0,0.05965499862718936,0,1,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0166,0.0218,6,1241,1235,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-0.7614678899082569,-0.02166287974097988,0.028448842069479605,1235.5798333473613,35.150815543133014,1,0,0,0.02845551966122361,0,1,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0438,0.0167,6,1508,1502,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-2.622754491017964,-0.06751969240001898,0.02574380965936797,1508.878841120155,38.84428968484499,1,0,0,0.025802692909555395,0,1,0,0,1,0,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0894,0.0696,6,622,616,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-1.2844827586206897,-0.051684116040767,0.04023729839415417,617.6498959571938,24.85256316674789,1,0,0,0.040291148201269014,0,1,0,0,0,1,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,-0.0545,0.0266,6,1180,1174,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,-2.048872180451128,-0.059690572967110694,0.02913338056743384,1178.1978772118268,34.324887140554836,1,0,0,0.02918542027088895,0,1,0,0,0,1,0.0625,0.00390625
Cheslock (2001),2001,11,enrollment,tuition,0.0305,0.0267,6,539,533,16,1984,1997,1990.5,14,2.6390573296152584,2,0,FE,0,0,0,0,0,0,1,0,USA,1,1,0,7.601402,1.098612,1.142322097378277,0.049419005281307826,0.043261883311833414,534.3048997741587,23.115036226970503,1,0,0,0.043314808182421,0,1,0,0,0,1,0.0625,0.00390625
Chressanthis (1986),1986,12,enrollment,tuition,-1.74,0.710204081632653,6,37,31,6,1964,1983,1973.5,20,2.995732273553991,17,4,OLS,0,0,1,0,0,1,0,0,USA,1,1,1,7.593878,2.890372,-2.45,-0.40276391223903674,0.16439343356695377,37.00249999999999,6.082968025561206,0,1,0,0.1796053020267749,1,0,0,0,0,0,0.16666666666666666,0.027777777777777776
Chressanthis (1986),1986,12,enrollment,tuition,-0.592,0.769830949284785,6,26,20,6,1964,1983,1973.5,20,2.995732273553991,17,4,OLS,0,1,1,0,0,1,0,0,USA,1,1,1,7.593878,2.890372,-0.7690000000000003,-0.1694664818475356,0.22037253816324515,20.591361000000003,4.537770487805658,0,1,0,0.22360679774997896,1,0,0,0,0,0,0.16666666666666666,0.027777777777777776
Chressanthis (1986),1986,12,enrollment,tuition,-0.64,0.232727272727272,6,37,31,6,1964,1983,1973.5,20,2.995732273553991,17,4,OLS,0,0,1,0,0,1,0,0,USA,1,1,1,7.593878,2.890372,-2.7500000000000084,-0.44284332522566217,0.16103393644569483,38.56250000000004,6.209871174187113,0,1,0,0.1796053020267749,1,0,0,0,0,0,0.16666666666666666,0.027777777777777776
Chressanthis (1986),1986,12,enrollment,tuition,0.452,0.129885057471264,7,35,28,6,1964,1983,1973.5,20,2.995732273553991,17,4,OLS,0,0,1,0,0,1,0,0,USA,1,1,1,7.593878,2.890372,3.48000000000001,0.5494785549561482,0.15789613648165132,40.11040000000007,6.333277192733638,0,1,0,0.1889822365046136,1,0,0,0,0,0,0.16666666666666666,0.027777777777777776
Chressanthis (1986),1986,12,enrollment,tuition,0.44,0.129793510324483,8,35,27,6,1964,1983,1973.5,20,2.995732273553991,17,4,OLS,0,0,1,0,0,1,0,0,USA,1,1,1,7.593878,2.890372,3.3900000000000206,0.546404032119756,0.16118113041880608,38.49210000000014,6.204200190193748,0,1,0,0.19245008972987526,1,0,0,0,0,0,0.16666666666666666,0.027777777777777776
Chressanthis (1986),1986,12,enrollment,tuition,-0.589,0.167329545454545,6,35,29,6,1964,1983,1973.5,20,2.995732273553991,17,4,OLS,0,0,1,0,0,1,0,0,USA,1,1,1,7.593878,2.890372,-3.5200000000000093,-0.5471329268805109,0.1554354905910538,41.390400000000064,6.433537129759963,0,1,0,0.18569533817705186,1,0,0,0,0,0,0.16666666666666666,0.027777777777777776
Coelli (2009),2009,13,enrollment,tuition,-0.012,0.037,3,2606,2603,4,1993,2003,1998.0,11,2.3978952727983707,50,6,OLS,1,0,0,0,0,1,0,0,Canada,3,0,1,7.605392,3.931826,-0.32432432432432434,-0.006356728506385074,0.01959991289468731,2603.1051862673494,51.020634906548835,0,1,0,0.019600308903302492,1,0,0,0,0,1,0.25,0.0625
Coelli (2009),2009,13,enrollment,tuition,-0.01,0.033,5,2606,2601,4,1993,2003,1998.0,11,2.3978952727983707,50,6,OLS,1,0,0,0,0,1,0,0,Canada,3,0,1,7.605392,3.931826,-0.30303030303030304,-0.005941665764397969,0.0196074970225133,2601.0918273645543,51.00090026033417,0,1,0,0.0196078431372549,1,0,0,0,0,1,0.25,0.0625
Coelli (2009),2009,13,enrollment,tuition,-0.011,0.039,17,2606,2589,4,1993,2003,1998.0,11,2.3978952727983707,50,6,OLS,1,0,0,0,0,1,0,0,Canada,3,0,1,7.605392,3.931826,-0.28205128205128205,-0.005543134042080238,0.019652929785557206,2589.0795529257066,50.88299866287075,0,1,0,0.019653231723767556,1,0,0,0,0,1,0.25,0.0625
Coelli (2009),2009,13,enrollment,tuition,-0.004,0.033,19,2606,2587,4,1993,2003,1998.0,11,2.3978952727983707,50,6,OLS,1,0,0,0,0,1,0,0,Canada,3,0,1,7.605392,3.931826,-0.12121212121212122,-0.0023831237995374415,0.01966077134618389,2587.014692378328,50.86270433606857,0,1,0,0.01966082717592504,1,0,0,0,0,1,0.25,0.0625
Craft et al. (2012),2012,14,enrollment,tuition,0.019,0.008,22,299,277,5,1979,2002,1990.5,23,3.1354942159291497,0,0,OLS,0,1,1,0,0,0,1,0,USA,1,1,0,7.606884,0.0,2.375,0.14126882130089874,0.05948160896879947,282.640625,16.811919134947086,0,1,0,0.06008417681261097,1,0,0,0,0,1,0.2,0.04
Craft et al. (2012),2012,14,enrollment,tuition,0.026,0.007,22,299,277,5,1979,2002,1990.5,23,3.1354942159291497,0,0,OLS,0,1,1,0,0,0,1,0,USA,1,1,0,7.606884,0.0,3.714285714285714,0.21781167496067647,0.05864160479710521,290.7959183673469,17.052739321509225,0,1,0,0.06008417681261097,1,0,0,0,0,1,0.2,0.04
Craft et al. (2012),2012,14,enrollment,tuition,-0.003,0.007,22,299,277,5,1979,2002,1990.5,23,3.1354942159291497,0,0,OLS,0,1,1,0,0,0,1,0,USA,1,1,0,7.606884,0.0,-0.42857142857142855,-0.02574182844523142,0.060064266372206646,277.18367346938777,16.648833997292055,0,1,0,0.06008417681261097,1,0,0,0,0,1,0.2,0.04
Craft et al. (2012),2012,14,enrollment,tuition,-0.004,0.011,22,299,277,5,1979,2002,1990.5,23,3.1354942159291497,0,0,OLS,0,1,1,0,0,0,1,0,USA,1,1,0,7.606884,0.0,-0.36363636363636365,-0.021843578459121576,0.060069840762584335,277.1322314049587,16.647289010675543,0,1,0,0.06008417681261097,1,0,0,0,0,1,0.2,0.04
Craft et al. (2012),2012,14,enrollment,tuition,0.012,0.013,22,299,277,5,1979,2002,1990.5,23,3.1354942159291497,0,0,OLS,0,1,1,0,0,0,1,0,USA,1,1,0,7.606884,0.0,0.9230769230769231,0.0553772104066004,0.05999197794048377,277.85207100591714,16.668895314504713,0,1,0,0.06008417681261097,1,0,0,0,0,1,0.2,0.04
Dearden et al. (2011),2011,15,enrollment,tuition,-0.039,0.015,15,2802,2787,5,1992,2007,1999.5,16,2.772588722239781,41,0,FE,0,1,1,0,1,0,0,0,UK,2,0,0,7.606388,3.73767,-2.6,-0.04919022402728547,0.018919316933571333,2793.7600000000007,52.85603087633426,0,1,0,0.018942247884916413,0,1,0,0,0,0,0.2,0.04
Dearden et al. (2011),2011,15,enrollment,tuition,-0.0378,0.015,15,2802,2787,5,1992,2007,1999.5,16,2.772588722239781,41,0,FE,0,1,1,0,1,0,0,0,UK,2,0,0,7.606388,3.73767,-2.52,-0.04768017405430275,0.018920703989802678,2793.3504000000003,52.852156058196904,0,1,0,0.018942247884916413,0,1,0,0,0,0,0.2,0.04
Dearden et al. (2011),2011,15,enrollment,tuition,-0.0412,0.025,15,2444,2429,5,1992,2007,1999.5,16,2.772588722239781,41,0,FE,0,1,1,0,1,0,0,0,UK,2,0,0,7.606388,3.73767,-1.648,-0.03341956477636714,0.020278862121582007,2431.7159039999997,49.31243153607414,0,1,0,0.020290196015399928,0,1,0,0,0,0,0.2,0.04
Dearden et al. (2011),2011,15,enrollment,tuition,-0.0376,0.015,15,2629,2614,5,1992,2007,1999.5,16,2.772588722239781,41,0,FE,0,1,1,0,1,0,0,0,UK,2,0,0,7.606388,3.73767,-2.506666666666667,-0.04896913751758418,0.019535560179887303,2620.283377777778,51.18870361493615,0,1,0,0.01955902529634922,0,1,0,0,0,0,0.2,0.04
Dearden et al. (2011),2011,15,enrollment,tuition,-0.0323,0.018,15,2268,2253,5,1992,2007,1999.5,16,2.772588722239781,41,0,FE,0,1,1,0,1,0,0,0,UK,2,0,0,7.606388,3.73767,-1.7944444444444447,-0.03777802867608944,0.02105277139843993,2256.2200308641977,47.499684534365045,0,1,0,0.02106781053938006,0,1,0,0,0,0,0.2,0.04
Doyle & Cicarelli (1980),1980,16,enrollment,tuition,-0.1696,0.139016393442623,4,40,36,1,1973,1973,1973.0,1,0.0,8,0,OLS,0,0,1,1,0,1,0,0,USA,1,1,1,7.590852,2.197225,-1.2199999999999995,-0.1992559863892407,0.1633245790075744,37.48839999999999,6.122777147667551,0,0,1,0.16666666666666666,1,0,0,0,0,1,1.0,1.0
Elliott & Soo (2013),2013,17,enrollment,tuition,-0.102,0.029,10,488,478,3,2004,2010,2007.0,7,1.9459101490553132,5,0,3SLS,1,0,0,1,0,0,1,0,Multinational,6,0,1,7.607381,1.791759,-3.5172413793103443,-0.15883265312363948,0.045158303339073974,490.3709869203328,22.144321776029468,0,1,0,0.045738935374634825,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111
Elliott & Soo (2013),2013,17,enrollment,tuition,-0.14,0.018,13,551,538,3,2001,2010,2005.5,10,2.302585092994046,5,0,3SLS,1,0,0,0,0,0,1,0,Multinational,6,0,1,7.607381,1.791759,-7.7777777777777795,-0.31792574147867403,0.04087616676154379,598.493827160494,24.46413348476692,0,1,0,0.04311306135592269,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111
Elliott & Soo (2013),2013,17,enrollment,tuition,-0.165,0.037,10,582,572,3,2006,2010,2008.0,5,1.6094379124341003,5,0,3SLS,1,0,0,1,0,0,1,0,Multinational,6,0,1,7.607381,1.791759,-4.45945945945946,-0.18330018389016944,0.04110367759961375,591.8867786705625,24.328723325948744,0,1,0,0.04181210050035454,0,0,0,0,0,0,0.3333333333333333,0.1111111111111111
Grubb (1988),1988,18,enrollment,tuition,-1.68,0.494117647058823,16,48,32,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-3.4000000000000035,-0.5151515151515156,0.1515151515151515,43.56000000000002,6.600000000000001,0,0,1,0.17677669529663687,1,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-1.69,0.453083109919571,7,48,41,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-3.73,-0.5033518184391016,0.13494686821423635,54.91290000000002,7.410323879561542,0,0,1,0.15617376188860607,1,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-1.39,0.393767705382436,9,48,39,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-3.530000000000002,-0.49208034299014214,0.13939953059210816,51.460900000000024,7.173625303847422,0,0,1,0.16012815380508713,1,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-0.296,0.983388704318936,16,48,32,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-0.30100000000000027,-0.05313461892581198,0.1765269731754549,32.090601,5.664856661911226,0,0,1,0.17677669529663687,1,0,0,0,0,1,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.301,0.113157894736842,16,48,32,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,2.6600000000000024,0.42552865333661166,0.15997317794609447,39.07560000000001,6.251047912150411,0,0,1,0.17677669529663687,1,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.213,0.079182156133829,7,48,41,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,2.69,0.3873166675760958,0.1439838912922289,48.2361,6.945221378761083,0,0,1,0.15617376188860607,1,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.094,0.0740157480314961,9,48,39,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,1.2699999999999994,0.1992836734484194,0.15691627830584212,40.61290000000001,6.372825119207337,0,0,1,0.16012815380508713,1,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-1.64,0.440860215053763,7,47,40,21,1979,1979,1979.0,1,0.0,36,0,Zenner estimates,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-3.7200000000000037,-0.5069870514206274,0.1362868417797384,53.838400000000036,7.337465502474273,0,0,1,0.15811388300841897,0,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-1.37,0.38375350140056,9,47,38,21,1979,1979,1979.0,1,0.0,36,0,Zenner estimates,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-3.570000000000002,-0.5011549399461652,0.14037953499892575,50.744900000000015,7.123545465566989,0,0,1,0.16222142113076254,0,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.224,0.0783216783216783,7,47,40,21,1979,1979,1979.0,1,0.0,36,0,Zenner estimates,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,2.8600000000000008,0.4120353127924274,0.14406829118616338,48.179600000000015,6.941152642032878,0,0,1,0.15811388300841897,0,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.113,0.0729032258064516,9,47,38,21,1979,1979,1979.0,1,0.0,36,0,Zenner estimates,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,1.5500000000000003,0.2438527056860687,0.15732432624907655,40.40250000000001,6.356296091278317,0,0,1,0.16222142113076254,0,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-1.65,0.431937172774869,7,47,40,21,1979,1979,1979.0,1,0.0,36,0,2SLS,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-3.8200000000000007,-0.5170080071670058,0.13534241025314286,54.592400000000005,7.388666997503678,0,0,1,0.15811388300841897,0,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-1.3,0.349462365591398,9,47,38,21,1979,1979,1979.0,1,0.0,36,0,2SLS,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-3.719999999999999,-0.5166746401022662,0.13889103228555547,51.83839999999997,7.199888888031535,0,0,1,0.16222142113076254,0,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.237,0.0762057877813505,7,47,40,21,1979,1979,1979.0,1,0.0,36,0,2SLS,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,3.1099999999999994,0.4412697213558741,0.141887370210892,49.672100000000015,7.047843641852451,0,0,1,0.15811388300841897,0,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.139,0.0674757281553398,9,47,38,21,1979,1979,1979.0,1,0.0,36,0,2SLS,1,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,2.0600000000000005,0.3169470832917913,0.1538578074231996,42.24360000000001,6.499507673662676,0,0,1,0.16222142113076254,0,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.024,0.0444444444444444,16,48,32,21,1979,1979,1979.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,0.5400000000000006,0.0950274286267172,0.17597671967910575,32.2916,5.682569841189812,0,0,1,0.17677669529663687,1,0,0,0,0,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,-0.037,0.0493333333333333,16,48,32,21,1980,1980,1980.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,-0.7500000000000004,-0.13143238630149714,0.17524318173532943,32.56249999999999,5.7063561052566625,0,0,1,0.17677669529663687,1,0,0,0,0,1,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.017,0.0104938271604938,16,48,32,21,1980,1980,1980.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,1.6200000000000043,0.2753112044312033,0.16994518792049543,34.624400000000016,5.8842501646344045,0,0,1,0.17677669529663687,1,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.015,0.0076923076923077,9,48,39,21,1980,1980,1980.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,1.949999999999998,0.29805749242840807,0.15284999611713251,42.80249999999999,6.542361958803562,0,0,1,0.16012815380508713,1,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.0066,0.0069473684210526,10,48,38,21,1980,1980,1980.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,0.9500000000000044,0.15231225557722994,0.16032869008129394,38.902499999999996,6.237186865887537,0,0,1,0.16222142113076254,1,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Grubb (1988),1988,18,enrollment,tuition,0.003,0.0042857142857143,11,48,37,21,1980,1980,1980.0,1,0.0,36,0,OLS,0,0,0,1,1,0,0,0,USA,1,1,1,7.594884,3.610918,0.6999999999999977,0.11432476564832338,0.16332109378331963,37.49,6.122907805936653,0,0,1,0.1643989873053573,1,0,0,0,1,0,0.047619047619047616,0.0022675736961451248
Hemelt & Marcotte (2011),2011,19,enrollment,tuition,-0.0958,0.0312,8,7075,7067,105,1991,2006,1998.5,16,2.772588722239781,59,0,FE,0,1,1,0,0,1,0,0,USA,1,1,0,7.606388,4.094345,-3.0705128205128207,-0.036500924749938164,0.011887566306869213,7076.428048980935,84.12150764805,0,1,0,0.011895493234994774,0,1,0,0,0,0,0.009523809523809525,9.070294784580499e-05
Hemelt & Marcotte (2011),2011,19,enrollment,tuition,0.0091,0.0326,8,7075,7067,105,1991,2006,1998.5,16,2.772588722239781,59,0,FE,0,1,1,0,0,1,0,0,USA,1,1,0,7.606388,4.094345,0.2791411042944786,0.003320502812094012,0.011895427656512613,7067.077919756107,84.06591413739642,0,1,0,0.011895493234994774,0,1,0,0,1,0,0.009523809523809525,9.070294784580499e-05
Hemelt & Marcotte (2011),2011,19,enrollment,tuition,0.0093,0.028,8,7075,7067,105,1991,2006,1998.5,16,2.772588722239781,59,0,FE,0,1,1,0,0,1,0,0,USA,1,1,0,7.606388,4.094345,0.33214285714285713,0.0039509722721357355,0.01189540038922587,7067.110318877551,84.06610683787821,0,1,0,0.011895493234994774,0,1,0,0,0,1,0.009523809523809525,9.070294784580499e-05
