e_w,Forward,Horizontal,Lagged,Quadratic,Differences,No_of_firms,Data_year,Year_FE,Sector_FE,Competition,Fully_owned,Joint_ventures,Services,Assets,Output,POLS,Random,GMM,Real_linkages,Impact_factor,Citations,Pub_year
1.275,1,0,0,0,1,8.579040594742317,3.0,1,0,0,0,0,1,1,1,0,0,0,0,0.099,4.4,4
-0.106,0,1,0,0,1,9.20833836930551,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.303,0,0,0,0,1,9.20833836930551,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
0.416,1,0,0,0,1,9.20833836930551,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.269,0,1,0,0,1,7.978653729082731,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.335,0,0,0,0,1,7.978653729082731,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.394,1,0,0,0,1,7.978653729082731,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.853,0,1,0,0,1,8.258681496264236,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
1.275,0,0,0,0,1,8.258681496264236,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.303,1,0,0,0,1,8.258681496264236,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.765,0,1,0,0,1,6.253828811575473,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.145,0,0,0,0,1,6.253828811575473,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.594,1,0,0,0,1,6.253828811575473,6.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.024,0,1,1,0,1,9.390492911485298,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.802,0,0,1,0,1,9.390492911485298,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
0.231,1,0,1,0,1,9.390492911485298,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.28,0,1,1,0,1,9.179984251961283,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.157,0,0,1,0,1,9.179984251961283,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.374,1,0,1,0,1,9.179984251961283,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.361,0,1,1,0,1,8.948715833843691,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.249,0,0,1,0,1,8.948715833843691,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.681,1,0,1,0,1,8.948715833843691,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
0.038,0,1,1,0,1,9.729193687429403,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.237,0,0,1,0,1,9.729193687429403,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.03,1,0,1,0,1,9.729193687429403,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.251,0,1,1,0,1,9.511703431483827,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.659,0,0,1,0,1,9.511703431483827,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.947,1,0,1,0,1,9.511703431483827,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-0.355,0,1,1,0,1,9.271811694064283,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-2.303,0,0,1,0,1,9.271811694064283,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.099,4.4,4
-1.029,1,0,1,0,1,9.271811694064283,3.0,1,0,0,0,0,0,1,1,0,0,0,0,0.182,3.0,6
0.144,0,1,0,0,1,9.716495104092274,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.714,0,0,0,0,1,9.716495104092274,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.463,1,0,0,0,1,9.716495104092274,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.255,0,1,0,0,1,9.716495104092274,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-1.468,0,0,0,0,1,9.716495104092274,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.278,1,0,0,0,1,9.716495104092274,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.164,0,1,0,0,1,9.766922993079902,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.732,0,0,0,0,1,9.766922993079902,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.501,1,0,0,0,1,9.766922993079902,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.247,0,1,0,0,1,9.766922993079902,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-1.391,0,0,0,0,1,9.766922993079902,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.302,1,0,0,0,1,9.766922993079902,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.165,0,1,0,0,1,10.072386088997941,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.787,0,0,0,0,1,10.072386088997941,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.132,1,0,0,0,1,10.072386088997941,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.153,0,1,0,0,1,10.072386088997941,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-1.235,0,0,0,0,1,10.072386088997941,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.526,1,0,0,0,1,10.072386088997941,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.262,0,1,0,0,1,9.501740523796375,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-1.156,0,0,0,0,1,9.501740523796375,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
1.126,1,0,0,0,1,9.501740523796375,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.381,0,1,0,0,1,9.501740523796375,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-2.109,0,0,0,0,1,9.501740523796375,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.005,1,0,0,0,1,9.501740523796375,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.019,0,1,0,0,1,8.072779333169498,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.037,0,0,0,0,1,8.072779333169498,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.053,1,0,0,0,1,8.072779333169498,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.138,0,1,0,0,1,8.072779333169498,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.446,0,0,0,0,1,8.072779333169498,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-2.303,1,0,0,0,1,8.072779333169498,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.08,0,1,0,0,1,9.233763886919771,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
1.033,0,0,0,0,1,9.233763886919771,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-1.36,1,0,0,0,1,9.233763886919771,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.055,0,1,0,0,1,9.233763886919771,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-2.303,0,0,0,0,1,9.233763886919771,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-2.303,1,0,0,0,1,9.233763886919771,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.155,0,1,0,0,1,8.756525002926972,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.671,0,0,0,0,1,8.756525002926972,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
1.275,1,0,0,0,1,8.756525002926972,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.067,0,1,0,0,1,8.756525002926972,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.919,0,0,0,0,1,8.756525002926972,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
1.275,1,0,0,0,1,8.756525002926972,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.157,0,1,0,0,1,9.405002140854743,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.947,0,0,0,0,1,9.405002140854743,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.909,1,0,0,0,1,9.405002140854743,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.27,0,1,0,0,1,9.405002140854743,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-1.602,0,0,0,0,1,9.405002140854743,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
1.275,1,0,0,0,1,9.405002140854743,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.206,0,1,0,0,1,9.47324295306374,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.741,0,0,0,0,1,9.47324295306374,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.344,1,0,0,0,1,9.47324295306374,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.245,0,1,0,0,1,9.47324295306374,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-1.194,0,0,0,0,1,9.47324295306374,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.035,1,0,0,0,1,9.47324295306374,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.027,0,1,0,0,1,8.837971491357209,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.438,0,0,0,0,1,8.837971491357209,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.482,1,0,0,0,1,8.837971491357209,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.1,0,1,0,0,1,8.837971491357209,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.64,0,0,0,0,1,8.837971491357209,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.044,1,0,0,0,1,8.837971491357209,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.211,0,1,0,0,1,9.033603193476129,4.0,1,0,0,0,1,1,1,1,0,0,0,0,0.182,3.0,6
-1.72,0,0,0,0,1,9.033603193476129,4.0,1,0,0,0,1,1,1,1,0,0,0,0,0.182,3.0,6
1.275,1,0,0,0,1,9.033603193476129,4.0,1,0,0,0,1,1,1,1,0,0,0,0,0.182,3.0,6
-0.475,0,1,0,0,1,9.033603193476129,4.0,1,0,0,1,0,1,1,1,0,0,0,0,0.182,3.0,6
-2.303,0,0,0,0,1,9.033603193476129,4.0,1,0,0,1,0,1,1,1,0,0,0,0,0.182,3.0,6
0.448,1,0,0,0,1,9.033603193476129,4.0,1,0,0,1,0,1,1,1,0,0,0,0,0.182,3.0,6
0.144,0,1,1,0,1,9.716495104092274,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.714,0,0,1,0,1,9.716495104092274,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.463,1,0,1,0,1,9.716495104092274,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.255,0,1,1,0,1,9.716495104092274,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-1.468,0,0,1,0,1,9.716495104092274,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.278,1,0,1,0,1,9.716495104092274,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.028,0,1,1,0,1,9.650078074026442,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.742,0,0,1,0,1,9.650078074026442,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
1.275,1,0,1,0,1,9.650078074026442,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
-0.125,0,1,1,0,1,9.650078074026442,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.221,0,0,1,0,1,9.650078074026442,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-2.303,1,0,1,0,1,9.650078074026442,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-0.038,0,1,1,0,1,9.544309478379278,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.175,0,0,1,0,1,9.544309478379278,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
1.275,1,0,1,0,1,9.544309478379278,4.0,1,0,0,0,1,0,1,1,0,0,0,0,0.182,3.0,6
0.026,0,1,1,0,1,9.544309478379278,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
0.544,0,0,1,0,1,9.544309478379278,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
-1.968,1,0,1,0,1,9.544309478379278,4.0,1,0,0,1,0,0,1,1,0,0,0,0,0.182,3.0,6
