label,idstudy,pubyear,reviewed,dollaryear,emissionyear,tolweight,scc,sccmean,sccbg,sccmed,stdev,stdlow,stdup,iie,mmi,dim,sce,fund,dicerice,page,cdr,prtp,rra,growth,ies,eweight,climatesens,hope,nordhaus,tol,pigou,dataset,citations,sjr,perstudy
Ackerman & Stanton (2012),72,2012,1,2007,2010,0.14074074074074072,1847.2671776933644,1.0,0.0,0,,1093.8309297379894,1093.8309297379894,0,1,0,1,0,1,0,1.5,-0.5,,,,0.0,,0,0,0,0.0,1,82,0.0,8
Ackerman & Stanton (2012),72,2012,1,2007,2010,0.07037037037037036,346.08168535861086,1.0,0.0,0,,282.05703219658847,282.05703219658847,0,1,0,1,0,1,0,3.0,1.0,,,,0.0,,0,0,0,0.0,1,82,0.0,8
Ackerman & Stanton (2012),72,2012,1,2007,2010,0.28148148148148144,2000.0824673322313,1.0,0.0,0,,1025.0365316412606,1025.0365316412606,0,1,0,1,0,1,0,1.5,-0.5,,,,0.0,,0,0,0,0.0,1,82,0.0,8
Ackerman & Stanton (2012),72,2012,1,2007,2010,0.14074074074074072,431.47846486268367,1.0,0.0,0,,275.1775923869156,275.1775923869156,0,1,0,1,0,1,0,3.0,1.0,,,,0.0,,0,0,0,0.0,1,82,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.18867924528301883,1195.5549130570193,0.0,1.0,0,,1128.2281287863539,1128.2281287863539,0,1,0,1,1,1,1,1.0,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.18867924528301883,548.3372157629938,0.0,1.0,0,,538.8894517577097,538.8894517577097,0,1,0,1,1,1,1,1.5,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.18867924528301883,278.6631752238165,0.0,1.0,0,,286.64332540303707,286.64332540303707,0,1,0,1,1,1,1,2.0,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.018867924528301883,157.30985698118673,0.0,1.0,0,,165.10655543214938,165.10655543214938,0,1,0,1,1,1,1,2.5,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.018867924528301883,94.38591418871205,0.0,1.0,0,,100.89845054186904,100.89845054186904,0,1,0,1,1,1,1,3.0,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.018867924528301883,22.472836711598106,0.0,1.0,0,,25.22461263546726,25.22461263546726,0,1,0,1,1,1,1,5.0,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.18867924528301883,247.20120382757918,0.0,1.0,0,,231.60780692565396,231.60780692565396,0,1,0,1,1,1,1,,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Johnson & Hope (2012),77,2012,1,2007,2010,0.18867924528301883,786.5492849059336,0.0,1.0,0,,470.0950536609808,470.0950536609808,0,1,0,1,1,1,1,,,,,,0.0,,0,0,0,0.0,1,36,0.0,8
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,495.36189793480105,0.0,0.0,1,,219.31607051422716,268.0529750729443,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,306.3462572262221,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,480.35093133071615,0.0,0.0,1,,137.85581575179992,314.00491365687765,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,690.5044637879045,0.0,0.0,1,,176.14909790507767,306.3462572262221,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,360.2631984980371,0.0,0.0,1,,91.90387716786661,168.4904414744221,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,705.5154303919894,0.0,0.0,1,,176.14909790507767,260.3943186422887,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,405.29609831029177,0.0,0.0,1,,99.56253359852217,214.44238005835544,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,283.37028793425543,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,495.36189793480105,0.0,0.0,1,,130.19715932114437,268.0529750729443,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,675.4934971838196,0.0,0.0,1,,222.10103648901097,1072.211900291777,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,225.1644990612732,0.0,0.0,1,,68.92790787589996,1026.2599617078438,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,165.12063264493366,0.0,0.0,1,,45.9519385839333,1049.2359309998105,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,300.2193320816976,0.0,0.0,1,,91.90387716786661,1256.0196546275106,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,120.08773283267904,0.0,0.0,1,,30.634625722622204,850.1108638027662,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,120.08773283267904,0.0,0.0,1,,53.61059501458886,1547.0485989924214,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,105.07676622859417,0.0,0.0,1,,45.951938583933305,1531.7312861311102,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,135.09869943676392,0.0,0.0,1,,61.26925144524441,1700.2217276055326,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,90.06579962450928,0.0,0.0,1,,38.29328215327776,1439.8274089632437,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,160.83178504376656,413.5674472553998,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,615.4496307674801,0.0,0.0,1,,176.14909790507767,513.1299808539219,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,555.4057643511406,0.0,0.0,1,,168.49044147442214,428.88476011671094,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,930.6799294532625,0.0,0.0,1,,252.73566221163316,574.3992322991664,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,160.83178504376656,398.2501343940887,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1155.8444285145358,0.0,0.0,1,,314.00491365687765,643.3271401750662,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,450.3289981225464,0.0,0.0,1,,114.87984645983326,283.37028793425543,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,615.4496307674801,0.0,0.0,1,,176.14909790507767,451.8607294086775,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,160.83178504376656,413.5674472553998,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,855.6250964328382,0.0,0.0,1,,298.6876007955665,2297.5969291966658,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,270.19739887352785,0.0,0.0,1,,84.24522073721106,1332.606218934066,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,195.14256585310346,0.0,0.0,1,,61.269251445244414,1332.606218934066,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,390.2851317062069,0.0,0.0,1,,130.19715932114437,1799.7842612040545,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,210.15353245718833,0.0,0.0,1,,61.26925144524441,1462.8033782552104,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,135.09869943676392,0.0,0.0,1,,61.26925144524441,2672.8710942987873,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,105.07676622859417,0.0,0.0,1,,45.951938583933305,2374.183493503221,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,68.92790787589996,2887.3134743571427,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,120.08773283267904,0.0,0.0,1,,53.61059501458886,2711.1643764520654,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,660.4825305797347,0.0,0.0,1,,183.8077543357332,536.1059501458886,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,690.5044637879045,0.0,0.0,1,,199.12506719704433,704.5963916203107,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,600.4386641633952,0.0,0.0,1,,176.14909790507767,528.4472937152331,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1140.8334619104508,0.0,0.0,1,,329.3222265181887,903.7214588173549,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,810.5921966205835,0.0,0.0,1,,229.75969291966652,704.5963916203107,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1666.2172930534218,0.0,0.0,1,,474.8366987006442,1286.6542803501325,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,480.35093133071615,0.0,0.0,1,,130.19715932114437,329.32222651818876,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,690.5044637879045,0.0,0.0,1,,199.12506719704433,589.7165451604775,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,660.4825305797347,0.0,0.0,1,,183.8077543357332,536.1059501458886,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1005.734762473687,0.0,0.0,1,,367.61550867146644,3882.938810342365,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,300.2193320816976,0.0,0.0,1,,99.56253359852218,1516.4139732697993,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,210.15353245718833,0.0,0.0,1,,68.92790787589996,1501.096660408488,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,450.3289981225464,0.0,0.0,1,,153.173128613111,2129.1064877222434,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,285.2083654776127,0.0,0.0,1,,91.90387716786661,1884.0294819412657,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,68.92790787589996,4143.333128984653,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,120.08773283267904,0.0,0.0,1,,53.61059501458886,3163.0251058607423,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,68.92790787589996,4066.746564678098,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,68.92790787589996,4074.4052211087533,0,1,0,1,0,1,0,3.0,0.14,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,855.6250964328382,0.0,0.0,1,,252.73566221163318,964.9907102625995,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,915.6689628491777,0.0,0.0,1,,283.3702879342554,1424.5100961019327,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,750.548330204244,0.0,0.0,1,,229.75969291966655,834.7935509414551,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1921.4037253228646,0.0,0.0,1,,605.0338580217885,2596.284529992232,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1921.4037253228646,0.0,0.0,1,,605.0338580217885,2596.284529992232,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,4143.0267827274265,0.0,0.0,1,,1370.8995010873437,6708.983033254263,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,540.3947977470557,0.0,0.0,1,,145.51447218245548,467.17804226998857,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,900.6579962450928,0.0,0.0,1,,275.71163150359985,1018.6013052771883,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,855.6250964328382,0.0,0.0,1,,252.73566221163318,964.9907102625995,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1411.0308607839788,0.0,0.0,1,,543.7646065765441,14015.341268099659,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,390.2851317062069,0.0,0.0,1,,137.85581575179995,1929.981420525199,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,240.17546566535808,0.0,0.0,1,,76.58656430655552,1807.44291763471,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,630.460597371565,0.0,0.0,1,,222.101036489011,6670.689751100985,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,630.460597371565,0.0,0.0,1,,222.101036489011,6670.689751100985,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,195.14256585310346,0.0,0.0,1,,91.90387716786661,13471.576661523113,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,135.09869943676392,0.0,0.0,1,,61.26925144524441,6747.276315407541,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,180.13159924901856,0.0,0.0,1,,84.24522073721106,10247.282304217128,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,225.1644990612732,0.0,0.0,1,,99.56253359852217,12904.836085654602,0,1,0,1,0,1,0,3.0,-1.1,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,450.3289981225464,0.0,0.0,1,,122.5385028904888,298.6876007955665,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,465.33996472663125,0.0,0.0,1,,130.19715932114437,306.34625722622206,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,420.30706491437667,0.0,0.0,1,,122.53850289048881,314.00491365687765,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,690.5044637879045,0.0,0.0,1,,191.46641076638878,451.8607294086775,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,330.24126528986733,0.0,0.0,1,,84.24522073721106,168.4904414744221,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,870.6360630369231,0.0,0.0,1,,245.07700578097763,497.81266799261084,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,360.2631984980371,0.0,0.0,1,,91.90387716786661,206.7837236276999,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,450.3289981225464,0.0,0.0,1,,122.5385028904888,306.34625722622206,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,450.3289981225464,0.0,0.0,1,,122.5385028904888,298.6876007955665,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,510.37286453888595,0.0,0.0,1,,160.8317850437666,873.0868330947328,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,165.12063264493366,0.0,0.0,1,,45.9519385839333,781.1829559268662,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,135.09869943676392,0.0,0.0,1,,38.29328215327776,781.1829559268663,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,225.1644990612732,0.0,0.0,1,,61.2692514452444,1424.5100961019327,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,105.07676622859417,0.0,0.0,1,,30.634625722622204,490.15401156195526,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,90.06579962450928,0.0,0.0,1,,38.29328215327776,1646.6111325909435,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,75.0548330204244,0.0,0.0,1,,30.634625722622204,1524.0726297004549,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,105.07676622859417,0.0,0.0,1,,45.951938583933305,1853.394856218643,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,75.0548330204244,0.0,0.0,1,,30.634625722622204,1393.8754703793104,0,1,0,1,0,1,0,3.0,3.0,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,405.9087908247442,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,540.3947977470557,0.0,0.0,1,,153.17312861311103,428.8847601167108,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,480.35093133071615,0.0,0.0,1,,145.51447218245548,398.2501343940887,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,915.6689628491777,0.0,0.0,1,,268.05297507294426,750.5483302042442,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,382.9328215327776,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,1365.997960971724,0.0,0.0,1,,413.5674472553998,1095.1878695837438,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,390.2851317062069,0.0,0.0,1,,99.56253359852218,252.73566221163318,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,428.88476011671094,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,525.3838311429708,0.0,0.0,1,,145.51447218245548,405.9087908247442,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,585.4276975593103,0.0,0.0,1,,191.4664107663888,1263.678311058166,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,195.14256585310346,0.0,0.0,1,,53.61059501458887,1248.3609981968548,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,135.09869943676392,0.0,0.0,1,,38.29328215327776,1263.678311058166,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,270.19739887352785,0.0,0.0,1,,76.58656430655552,2067.8372362769987,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
Kopp et al. (2012),78,2012,1,2005,2015,0.006944444444444444,150.1096660408488,0.0,0.0,1,,38.29328215327776,1194.750403182266,0,1,0,1,0,1,0,3.0,0.95,,,,0.0,,0,0,0,1.0,1,23,0.0,144
