effect,se,n_obs,study_id
-0.275,0.0171,12083,392
-0.729,0.0142,12083,392
-0.729,0.0142,12083,392
-0.661,0.0557,12083,392
-0.554,0.0776,12083,392
-0.593,0.0301,12083,392
-0.623,0.0337,12083,392
-0.456,0.0784,12083,392
-0.366,0.0846,12083,392
-0.308,0.00648,12083,392
-0.692,0.0337,12083,392
-0.201,0.0115,12083,392
-0.285,0.0165,12083,392
-0.729,0.0142,12083,392
-0.729,0.0142,12083,392
-0.667,0.0565,12083,392
-0.619,0.0848,12083,392
-0.593,0.0301,12083,392
-0.623,0.0337,12083,392
-0.458,0.0784,12083,392
-0.367,0.0847,12083,392
-0.324,0.0065,12083,392
-0.74,0.035,12083,392
-0.203,0.0113,12083,392
-0.245,0.0181,12083,392
-0.587,0.03,12083,392
-0.619,0.0337,12083,392
-0.456,0.0784,12083,392
-0.354,0.0308,3919,392
-0.354,0.0308,3919,392
-0.449,0.0403,12083,392
-0.493,0.0444,12083,392
-0.333,0.11,12083,392
-0.638,0.0463,3919,392
-0.604,0.0448,3919,392
-0.38938,0.0322,12083,392
-0.55772,0.1387434555,300,397
-0.88376,0.1340659341,300,397
-0.78804,0.1321180556,300,397
0.28036,0.07963917526,300,397
0.29888,0.03771827707,300,397
-0.1884,0.2190454231,38,404
-0.1624,0.08333333333,34,407
-0.1544,0.08441558442,34,407
-0.0696,0.05952380952,34,407
-0.1092,0.04891304348,34,407
-0.1584,0.06818181818,34,407
-0.35,0.1263537906,34,408
-0.39212,0.033,42,410
-0.29636,0.035,41,410
-0.2472,0.05,42,410
-0.102,0.028,31333746,411
0.086,0.025,3606468,411
0.039,0.023,31333746,411
0.056,0.023,3606468,411
0.124,0.4959618668,21,415
0.078,0.1620076772,21,415
-0.944,0.4376458325,21,415
-0.976,0.8538238275,21,415
-0.432,0.330743262,21,415
0.146,0.1127903711,21,415
-0.695,1.495640939,21,415
-0.078,0.04761904762,40,418
-0.1668,0.04968944099,40,418
0.1864,0.04077669903,40,418
0.0628,0.04651162791,40,418
0.05,0.069,4492,420
-0.34,0.061,4492,420
-0.403,0.066,4492,420
-0.574,0.083,4492,420
-0.695,0.104,2274,420
-0.562,0.136,2218,420
-1.102,0.354,1126,420
-0.554,0.08,1148,420
-0.391,0.116,1100,420
-0.922,0.235,1118,420
-0.577,0.183,4492,420
-0.574,0.083,4492,420
-0.607,0.083,4492,420
-0.638,0.184,4492,420
-0.606,0.083,4492,420
0.25208,0.163,604,604
0.24904,0.163,604,604
0.22312,0.163,604,604
0.23056,0.157,604,604
0.139,0.161,604,604
-0.04072,0.316,604,604
-0.0351,0.0119,9216,426
-0.0314,0.0161,9216,426
-0.024,0.0268,9216,426
-0.0194,0.0055,768,426
-0.0094,0.0397,768,426
-0.0108,0.068,768,426
-0.1907,0.0198,9216,426
0.0141,0.0106,9216,426
-0.2503,0.0146,9216,426
-1.1232,0.0167,9216,426
-0.3825,0.0093,9216,426
-1.3639,0.0203,9216,426
-0.1728,0.04,47,427
-0.39667,0.1063094474,1128,430
-0.46817,0.1254717876,1128,430
-0.77529,0.2077814089,1128,430
-0.40256,0.1078879954,1128,430
-0.56992,0.1527412717,1128,430
-0.52982,0.1419942809,1128,430
-0.14663,0.06699625187,1128,430
-0.70124,0.1879356565,1128,430
-0.70058,0.2123501888,1128,430
-0.25065,0.09841327841,1128,430
-0.4846,0.1298751058,1128,430
-0.41272,0.1106109238,1128,430
-0.2631,0.3698,742,432
-0.3106,0.3748,742,432
-0.3753,0.3829,738,432
-0.332,0.3669,738,432
-0.381,0.1832,742,432
-0.3335,0.1838,742,432
-0.3597,0.183,740,432
-0.3133,0.205,740,432
-0.3774,0.1849,740,432
-0.348,0.204,740,432
-0.259,0.4827,556,432
-0.4728,0.4884,306,432
-0.306,0.3507,738,432
-0.2815,0.5724,2540,432
-1.3128,0.816,293,432
-0.667,0.2408,558,432
-0.2479,0.2897,308,432
-0.3648,0.2162,737,432
-0.272,0.3668,2156,432
-0.449,0.2835,296,432
-0.6043,0.00411,8147,433
-0.49,0.0073,3825,433
-0.66,0.0061,4322,433
-0.57,0.0069,3478,433
-0.97,0.008,965,433
-0.0808,0.01472107438,24,436
-0.55,0.9322033898,26,437
0.05,0.2272727273,26,437
-0.08,0.4705882353,26,437
-0.44,0.2933333333,26,437
-0.13,0.106557377,26,437
-0.4,0.1298701299,26,437
0.93,0.2415584416,26,437
-1.47,0.5051546392,26,437
-2.3,0.7718120805,26,437
0.02,0.25,26,437
0.17,0.1307692308,26,437
-0.1,0.1785714286,26,437
-0.59,0.3224043716,26,437
-0.28,0.1971830986,26,437
-0.09,0.07894736842,26,437
-0.1,0.2777777778,26,437
-0.13,0.08724832215,26,437
-0.15,0.1485148515,26,437
-0.4,0.2197802198,26,437
-0.01,0.01785714286,26,437
-2.32,0.7272727273,26,437
0.58,0.3186813187,26,437
-0.36,0.5142857143,26,437
6.64,1.502262443,26,437
0.97,0.1901960784,26,437
-0.03,0.1363636364,26,437
-0.47,0.2326732673,26,437
-1.52,0.286252354,26,437
0.12,0.1333333333,26,437
0.13,0.125,26,437
-0.165,0.024,5247,439
-0.056,0.034,4959,439
-0.342,0.014,3012,439
-0.339,0.039,2940,439
-0.697,0.191,11261,439
-0.722,0.197,11261,439
-0.73,0.198,11261,439
-0.735,0.197,11261,439
-0.739,0.196,11261,439
-0.45676,0.1585106383,41,440
-0.12728,0.04538745387,180,440
-0.5144,0.1881918819,180,440
-0.58,0.2416666667,180,440
-0.464,0.2073732719,180,440
-0.4868,0.1605351171,180,440
-0.6288,0.201320132,180,440
-0.4992,0.1842105263,180,440
-0.0316,0.04545454545,41,441
-0.55456,0.0037,893,443
-0.50392,0.0051,893,443
-0.63,0.08,25,448
-0.15735,0.06941176471,124,451
-0.63611,0.48952,124,451
-0.50635,0.07099560761,124,451
-0.66937,0.296,36,453
0.06,0.01,75362,454
-0.28,0.01,75362,454
-0.39,0.01,75362,454
-0.24,0.02,75362,454
-0.32,0.02,75362,454
-0.28,0.03605551,75362,454
-0.33,0.03605551,75362,454
-0.4,0.04472136,75362,454
-0.53,0.03605551,75362,454
-0.0003,0.02,64672,454
-0.27,0.02,64672,454
-0.35,0.02,64672,454
-0.25,0.03,64672,454
-0.33,0.03,64672,454
-0.28,0.05,64672,454
-0.29,0.05,64672,454
-0.36,0.05,64672,454
-0.33,0.05,64672,454
0.13,0.03605551,64672,454
-0.36,0.03605551,64672,454
-0.64,0.04472136,64672,454
-0.248,0.05830952,64672,454
-0.35,0.05830952,64672,454
-0.32,0.07615773,64672,454
-0.62,0.1044031,64672,454
-0.478,0.07615773,64672,454
-1.07,0.1140175,64672,454
-0.36,0.04,64672,454
-0.32,0.02,64672,454
-0.32,0.03,64672,454
-0.24,0.03,64672,454
-0.29,0.03,64672,454
-0.361,0.06403124,64672,454
-0.35,0.05,64672,454
-0.29,0.05830952,64672,454
-0.37,0.05830952,64672,454
-0.33,0.06403124,64672,454
-0.39,0.03605551,64672,454
-0.34,0.05,64672,454
-0.31,0.05,64672,454
-0.36,0.05,64672,454
-0.39,0.07211103,64672,454
-0.55,0.05385165,64672,454
-0.37,0.05830952,64672,454
-0.41,0.05830952,64672,454
-0.35,0.05830952,64672,454
-0.59,0.09848858,64672,454
-0.6,0.1044031,64672,454
-0.48,0.08544004,64672,454
-0.28,0.07615773,64672,454
-1.4,0.1552417,64672,454
-0.55,0.09219544,64672,454
-1.04,0.1140175,64672,454
-0.61,0.08544004,64672,454
-0.51,0.07615773,64672,454
-0.26,0.03,64672,454
-0.1,0.03,64672,454
-0.27,0.08,64672,454
-0.19,0.03,64672,454
0.02,0.03,64672,454
-0.32,0.05830952,64672,454
-0.14,0.05,64672,454
-0.34,0.05830952,64672,454
-0.14,0.1526434,64672,454
1e-05,0.05,64672,454
-0.34,0.05830952,64672,454
-0.05,0.05,64672,454
-0.33,0.05,64672,454
-0.27,0.1360147,64672,454
-0.01,0.05,64672,454
-0.262,0.06708204,64672,454
-0.25,0.05830952,64672,454
-0.29,0.05830952,64672,454
1e-05,0.1612452,64672,454
0.03,0.05830952,64672,454
-0.55,0.1044031,64672,454
-0.31,0.1044031,64672,454
-0.56,0.1044031,64672,454
-0.5,0.234094,64672,454
-0.13,0.08544004,64672,454
-1.07,0.1140175,64672,454
-0.55,0.1044031,64672,454
-1.05,0.1140175,64672,454
-0.38,0.2247221,64672,454
-0.03,0.07615773,64672,454
-0.0716,0.2222222222,504,456
-0.228,0.09813084112,504,456
0.14988,0.1648351648,504,456
-0.204,0.275,504,456
0.0304,0.1111111111,504,456
-0.1776,0.1118421053,504,456
-0.194,0.09844559585,504,456
-0.0336,0.04444444444,504,456
-0.3064,0.2941176471,504,456
0.0708,0.08888888889,504,456
0.0128,0.06060606061,504,456
-0.1228,0.05714285714,504,456
0.0092,0.2222222222,504,456
-0.2912,0.1719745223,504,456
-0.002,0.1666666667,504,456
0.5976,0.1588541667,504,456
-0.1516,0.08,504,456
-0.2216,0.1381578947,504,456
-0.1292,0.2040816327,504,456
-0.206,0.09547738693,504,456
0.1012,0.1724137931,504,456
-0.222,0.2285714286,504,456
-0.048,0.1,504,456
-0.0752,0.09459459459,504,456
-0.1396,0.1076923077,504,456
-0.0512,0.05405405405,504,456
-0.3064,0.2941176471,504,456
0.0812,0.08737864078,504,456
0.0188,0.05405405405,504,456
-0.1124,0.05945945946,504,456
0.158,0.1927710843,504,456
-0.308,0.1518324607,504,456
-0.1456,0.21875,504,456
0.4388,0.1704545455,504,456
-0.1436,0.07731958763,504,456
-0.2416,0.1243243243,504,456
-0.0754,0.018,910,457
-0.0978,0.014,884,457
-0.1038,0.022,884,457
-0.0524,0.015,752,457
-0.0994,0.049,691,457
-0.0458,0.015,752,457
-0.7,0.2611940299,21,460
-0.33,0.059566787,147,460
-0.28,0.0625,168,460
-0.34,0.07343412527,105,460
-0.46,0.08550185874,63,460
-0.4,0.08810572687,126,460
-0.5,0.07610350076,105,460
-0.51,0.06480304956,84,460
-0.33,0.06297709924,147,460
-0.29,0.07988980716,21,460
-0.29,0.04730831974,147,460
-0.19,0.06012658228,168,460
-0.44,0.05714285714,105,460
-0.17,0.08585858586,63,460
-0.41,0.07243816254,126,460
-0.37,0.08447488584,105,460
-0.36,0.06654343808,84,460
-0.22,0.07482993197,147,460
-0.09552,0.4002,571,461
-0.28359,0.6471,571,461
-0.07561,0.0472,571,461
-0.07598,0.0471,571,461
-0.25426,0.0716,571,461
-0.25443,0.0715,571,461
-0.06496,0.422,571,461
-0.19246,0.6237,571,461
-0.07477,0.0553,571,461
-0.0833,0.0556,571,461
-0.25518,0.0769,571,461
-0.24795,0.0765,571,461
-0.13606,0.0058,539,461
-0.14528,0.0479,539,461
-0.512,0.16,60,462
-0.5284,0.16,60,462
-0.522,0.16,60,462
-0.3052,0.775,45,462
-0.2956,0.775,45,462
-0.1568,0.02,138,465
-0.1204,0.04,90,465
-0.1388,0.03,138,465
-0.18,0.06,138,465
-0.17,0.06,138,465
-0.2,0.07,138,465
-0.27,0.1,138,465
-0.19,0.08,138,465
-0.16,0.06,138,465
-0.35,0.04,138,465
-0.19,0.02,69,465
-0.16,0.13,138,465
-0.13,0.06,138,465
-0.18,0.06,138,465
-0.16,0.04,138,465
-0.19,0.06,23,465
-0.18,0.06,138,465
-0.14,0.05,132,465
-0.16,0.06,126,465
-0.16,0.06,120,465
-0.14,0.06,114,465
-0.14,0.06,108,465
-0.15,0.06,102,465
-0.3,0.1,1820,465
-0.16,0.04,1200,465
-0.16,0.04,1200,465
-0.39,0.12,1820,465
-0.49,0.15,1820,465
-0.48,0.15,1820,465
-0.2,0.08,1120,465
-0.16,0.05,1820,465
-0.227,0.042,250,470
-0.151,0.055,230,470
-0.232,0.043,250,470
-0.157,0.055,230,470
-0.185,0.032,250,470
-0.167,0.049,230,470
-0.19,0.034,250,470
-0.173,0.05,230,470
-0.14,0.010204,174720,473
-0.12,0.005102,174720,473
-0.048,0.002,15906,474
-0.16488,0.112203,38,475
-0.03157,0.0043,612,477
-0.02757,0.0035,612,477
-0.03134,0.003,612,477
-0.03052,0.0037,612,477
-0.048,0.01,1538019,479
-0.041,0.012,1538019,479
-0.045,0.017,1538019,479
-0.136,0.007,3700000,479
-0.133,0.009,3700000,479
-0.141,0.01,3700000,479
-0.154,0.008,3700000,479
-0.157,0.01,3700000,479
-0.155,0.011,3700000,479
-0.1126,0.0102,103730,483
-0.1876,0.0101,103730,483
-0.2103,0.0089,103730,483
0.0878,0.0283,100180,483
-0.4664,0.0488,100180,483
-0.1615,0.0324,100180,483
-0.0764,0.0074,96585,483
-0.1123,0.008,96585,483
-0.1597,0.0074,96585,483
-0.0708,0.0181,103730,483
-0.2566,0.0166,103730,483
-0.2635,0.0159,103730,483
0.0153,0.0512,100180,483
-0.9571,0.0627,100180,483
-0.4065,0.0572,100180,483
-0.1429,0.0122,96585,483
-0.2169,0.0116,96585,483
-0.189,0.0113,96585,483
-0.0521,0.0071,103730,483
-0.1008,0.0064,103730,483
-0.1268,0.0064,103730,483
0.0054,0.0098,100180,483
-0.0726,0.0101,100180,483
-0.0434,0.0104,100180,483
-0.0467,0.0052,96585,483
-0.0724,0.0058,96585,483
-0.1088,0.0063,96585,483
-0.1136,0.182806,223,136
-0.3686,0.280663,223,136
-0.28,0.22852,223,136
-0.222,0.165765,223,136
-0.09364,0.02,528,149
0.00011112,0.0046236,1620,151
-0.084158,0.0317147,1620,151
-0.075339,0.0323316,1620,151
-0.140154,0.0432654,1620,151
-0.113566,0.0263695,1620,151
-0.022795,0.0237895,1620,151
-0.192391,1.32249,1620,151
-0.169793,0.0557153,1620,151
0.00840915,0.0120545,1620,151
-0.0385861,0.0332969,1620,151
-0.0168015,0.0329764,1620,151
-0.267554,0.0585197,1620,151
-0.626,0.1013929381,88,186
-0.323,0.1206574524,88,186
-0.481,0.0935251799,88,186
-0.03,0.5,67,252
0.71,0.4733,67,252
0.72,0.439,67,252
0.51,0.4435,67,252
0.81,0.5226,67,252
0.17,0.3333,67,252
0.002,0.5,67,252
0.06,0.3529,67,252
-0.06,0.375,67,252
0.14,0.3415,67,252
0.57,0.4419,67,252
-0.16,0.3019,67,252
-0.24,0.2697,67,252
-0.06,0.3,67,252
-0.41,0.3106,67,252
-0.28,0.3077,67,252
-0.5,0.3906,67,252
-0.3022,0.079526,11672,304
-0.2575,0.075735,11672,304
-0.3669,0.074878,11672,304
-0.3114,0.071917,11672,304
-0.2047,0.063179,4705,304
-0.2723,0.07147,6470,304
-0.3024,0.074851,8716,304
0.00308,0.0769,126,338
-0.15948,0.106,126,338
0.04228,0.3031,126,338
-0.91748,0.419,270,341
-0.54,0.173,1106,355
-0.627,0.2716656056,21,415
-2.589,1.200237709,21,415
-0.1,0.05,138,465
-0.0716,0.0223880597,504,456
-0.0616,0.02083333333,504,456
-0.953,0.122,2408,618
-0.878,0.181,1006,618
-0.871,0.162,1402,618
-0.639,0.249,855,618
-0.413,0.201,960,618
-0.41,0.247,593,618
-0.5052,0.025,450,620
-0.2489,0.103,153,620
-0.2863,0.172,153,620
-0.6173,0.113,144,620
-0.3563,0.046,153,620
-0.4301,0.161,153,620
-0.2426,0.279,144,620
-0.365,0.089,235,621
-0.348,0.098,235,621
-0.288,0.061,188,621
-0.341,0.128,141,621
-0.1026,0.018,420,622
-0.1707,0.008,84,622
-0.0939,0.022,336,622
-0.353,0.1029154519,5979,624
-0.289,0.1363207547,3332,624
-0.414,0.1604651163,2647,624
-0.396,0.1540856031,2962,624
-0.37,0.1406844106,3017,624
-0.096,0.03725373134,997,626
-0.101,0.03234875445,997,626
-0.09274,0.02379168805,26,628
-0.1,0.04,104,629
-0.887,0.1157963446,192,630
-0.1,0.2040816327,28,632
-0.19,0.09547738693,28,632
0.1,0.1724137931,28,632
-0.24,0.2285714286,28,632
-0.05,0.1,28,632
-0.07,0.09459459459,28,632
-0.14,0.1076923077,28,632
-0.04,0.05405405405,28,632
-0.3,0.2941176471,28,632
0.09,0.08737864078,28,632
0.02,0.05405405405,28,632
-0.11,0.05945945946,28,632
0.16,0.1927710843,28,632
-0.29,0.1518324607,28,632
-0.14,0.21875,28,632
0.45,0.1704545455,28,632
-0.15,0.07731958763,28,632
-0.23,0.1243243243,28,632
-0.1,0.051,8760,633
-0.053,0.039,6552,633
-0.126,0.081,5555556,636
-0.11,0.05445544554,15,638
-0.12,0.15,18,638
-0.89,0.27,14,638
-0.013,0.004513888889,144,639
-0.018,0.005099150142,144,639
-0.078,0.02407407407,132,640
-0.1327,0.043841,22,642
-0.41,0.05924855491,5626,643
-0.32,0.05047318612,4232,643
-0.41,0.031107739,1861,643
-0.2161,0.0597,68,644
-0.21,0.1794871795,23,645
-0.83,0.1440972222,23,645
-1.58,0.5047923323,23,645
-0.46,0.1256830601,23,645
-0.13,0.1083333333,23,645
-0.38,0.1652173913,23,645
-0.35,0.03846153846,23,645
-0.05,0.3571428571,23,645
-0.24,0.05263157895,23,645
-0.79,0.1837209302,23,645
-0.0548,0.0239,1400,646
-0.078,0.014,660,647
-0.2442,0.0803,38,649
-0.086,0.03635413469,31,650
-0.148,0.05386163571,31,650
-0.09,0.05019994376,31,650
-0.239,0.05989974937,50,651
-0.78,0.2881968629,12690,652
-0.2078,0.06964507156,34,653
-0.5241,0.1436992762,34,653
-0.4222,0.1943114875,34,653
-0.2,0.008333333333,69,654
-0.869,0.3019288278,65,656
-1.22,1.014182923,65,656
0.677,0.4645189392,65,656
0.152,0.8940498606,65,656
0.204,0.3067305035,65,656
-0.457,0.06102283349,16,657
-0.451,0.1822222222,15,657
-0.225,0.07193094629,16,657
-0.423,0.1412825651,16,657
-0.1391,0.0617,144,658
-0.08,0.04102564103,42,660
-0.157713,0.164704,66,661
-0.600075,0.238904,66,661
0.11,0.1594202899,17,662
-0.257,0.1317948718,17,662
-0.19,0.1,17,662
-0.033597,0.081,198,663
0.02558,0.382,180,663
-0.65454,0.189,180,663
-0.26731,0.084,180,663
-0.26624,0.089,180,663
-0.06596,0.123,198,663
-0.06313,0.126,198,663
-0.23473,0.092,198,663
-0.3066,0.104,180,663
-0.32458,0.11504,180,663
-0.20208,0.09159,180,663
-0.20637,0.094,180,663
-0.23386,0.12156,180,663
-0.27785,0.141,180,663
-0.31763,0.15889,180,663
-0.27955,0.12477,180,663
-0.29789,0.14515,180,663
-0.24841,0.077,180,663
-0.23034,0.096,180,663
-0.22079,0.085,180,663
-0.23178,0.093,180,663
-0.4186,0.185,180,663
-0.51432,0.323,180,663
-0.27165,0.09,180,663
-0.55601,0.226,180,663
-0.69791,0.239,180,663
-0.781,0.038,432,666
-0.105,0.02,432,666
-0.094,0.017,432,666
-0.094,0.018,432,666
-0.076,0.027,384,666
-0.074,0.01,384,666
-0.298,0.1092775944,33,668
-0.237,0.07669902913,33,668
-0.342,0.1871921182,33,668
-0.61,0.1723163842,176,669
-0.23,0.1666666667,176,669
-0.41,0.1096256684,132,669
-0.61,0.08776978417,132,669
-0.02,0.007092198582,168,669
-0.02,0.006779661017,168,669
-0.06,0.04285714286,126,669
-0.05,0.05882352941,126,669
-0.189,0.177,39,670
-0.418,0.172,39,670
-0.214,0.274,39,670
-0.299,0.265,39,670
-0.139,0.112,39,670
-0.28,0.1368,590,671
-0.72,0.1465120226,590,671
-0.007,0.01003757314,590,671
-0.56,0.05,1585,672
-0.49,0.15,1585,672
-0.45,0.19,1585,672
-0.45,0.19,1585,672
-0.45,0.19,1585,672
-0.46,0.19,1585,672
-0.48,0.17,1585,672
-0.5,0.18,1585,672
-0.5,0.18,1585,672
-0.64,0.06,627,672
-0.26,0.12,958,672
-0.58,0.06,1585,672
-0.51,0.11,540,672
-0.5,0.1,270,672
-0.5,0.1,540,672
-0.83,0.06,1585,672
-0.72,0.06,1585,672
-0.69,0.05,1585,672
-0.51,0.06,1585,672
-0.29,0.03,1585,672
-0.35,0.02,1585,672
-0.31,0.04,1585,672
-0.886,0.2485970819,2022,673
1.626,0.2007407407,2022,673
-0.8,0.06,330,674
-0.47,0.13,330,674
-0.903,0.12,2408,618
-0.455,0.131,2408,618
-0.312,0.09481764637,37,625
-0.263,0.08127317676,50,651
-0.271,0.07334235453,50,651
-0.118,0.05962607377,15,657
-0.001,0.1428571429,16,657
-0.062,0.03836633663,15,657
-0.039,0.08091286307,15,657
0.0061,0.0131,1400,646
0.0023,0.0169,1382,646
-0.05,0.0237,1382,646
0.259,0.3006620531,65,656
-0.34,0.16,14,638
-0.56,0.26,14,638
-1.14,0.5,14,638
-0.98,0.36,14,638
-1.63,0.63,14,638
-0.79,0.55,14,638
-0.05,0.02083333333,504,632
-0.295,0.08965202857,31,650
-0.262,0.07962315757,31,650
-0.25,0.0759762954,31,650
-0.271,0.08235830421,31,650
-0.297,0.09025983893,31,650
-0.241,0.07324114876,31,650
-0.566,0.1720103328,37,625
-0.134,0.06836734694,120,678
-0.114,0.05816326531,120,678
-0.0831,0.04239795918,28,681
-0.1597,0.08147959184,28,681
-0.1165,0.0452,25,681
-0.5,0.2551020408,88,682
-3,1.530612245,88,682
-0.1,0.09090909091,88,682
-0.72,0.3673469388,88,682
-0.28,0.1428571429,88,682
-0.6,0.306122449,88,682
0.79,0.4030612245,88,682
-0.9,0.4591836735,88,682
0.33,0.1178571429,88,682
-0.22,0.11,88,682
0.3,0.1530612245,88,682
0.06,0.1,88,682
-0.16,0.1066666667,88,682
-0.26,0.1238095238,88,682
-0.19,0.11875,88,682
-0.35,0.1785714286,88,682
-0.39,0.1989795918,88,682
-0.92,0.4693877551,88,682
-0.33,0.1683673469,88,682
0.12,0.0103343465,48180,685
-0.09,0.09817629179,48180,685
0.04,0.009726443769,48180,685
-0.02,0.09848024316,48180,685
0.105,0.001519756839,48180,685
-0.086,0.001519756839,48180,685
0.0437,0.0007294832827,48180,685
-0.0216,0.0007598784195,48180,685
-0.166,0.162745098,277,686
-0.508,0.09355432781,546,686
-0.791,0.176169265,185,686
-1.2509,0.0344,6263,687
-1.2544,0.0345,6263,687
-1.345,0.0265,6263,687
-1.4403,0.0285,6263,687
-1.545,0.0351,2595,687
-1.1364,0.0413,3668,687
-0.051,0.016,1728,689
-0.046,0.0128,27,691
-0.161,0.0283,27,691
-0.212,0.0241,27,691
-0.066,0.0144,27,691
