premium_w;se_premium_w;interviewer_rated_beauty;photo_rated_beauty;software_rated_beauty;dummy_beauty;beauty_penalty;number_of_raters;salary;study_outcomes;teaching_research_outcomes;athletic_success;electoral_success;male_subjects;female_subjects;age_subject;high_skilled_workers;prostitutes;other_dressy_occupations;western_culture;panel_data;data_year;ols_method;iv_method;quasi_experimental_method;ageexp_control;education_control;ethnicity_control;cognitive_skill_control;noncognitive_skill_control;physicality_control;published_study;impact_factor;citations
.8185211103335668;2.173314672264987;0;1;0;0;0;3.891820298110626;0;0;1;0;0;1;0;3.793464669304011;1;0;0;1;1;3.761200115693562;1;0;0;1;1;1;1;0;0;1;2.083;1.55814461804655
.8336032679749035;.2348535095976581;0;1;0;1;1;3.13549421592915;0;0;0;0;0;1;0;3.499533282383017;0;0;0;0;1;3.663561646129646;1;0;0;1;1;1;0;0;1;1;1.324;1.430746123690724
.8425294688427121;.9670798576062015;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.555348061489414;0;0;0;1;1;1.6094379124341;1;0;0;1;1;0;1;0;1;0;0;.2006706954621512
.848901098901099;.2572427572427572;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
.8737954989623375;1.956951632679869;0;1;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
.8826223422372603;.2358131297249796;0;1;0;0;0;3.13549421592915;0;0;0;0;1;1;0;3.871201010907891;0;0;1;1;1;3.465735902799727;1;0;0;1;0;0;0;0;0;1;0;1.891842927785037
.8854107795448118;.6096102614440324;1;0;0;1;0;0;1;0;0;0;0;0;1;3.218875824868201;0;0;0;1;0;3.49650756146648;1;0;0;1;0;1;0;1;1;1;3;2.05127066471314
.8999999999999999;5.5;1;0;0;0;0;1.386294361119891;1;0;0;0;0;0;0;3.332204510175204;0;0;0;1;1;3.332204510175204;1;0;0;1;1;1;0;0;0;1;1.71;1.236762627148927
.9003496503496506;.2572427572427572;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
.9003496503496506;.2572427572427572;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
.9003496503496506;.2572427572427572;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
.9040621773867885;.6962380290239688;0;1;0;0;0;2.302585092994046;1;0;0;0;0;1;0;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
.9040621773867885;.5045203108869339;0;1;0;0;0;1.386294361119891;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
.9040621773867885;.7567804663304009;0;1;0;0;0;2.302585092994046;1;0;0;0;0;0;0;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
.9232673944111967;.4308581173918918;0;1;0;0;0;3.13549421592915;1;0;0;0;0;0;1;3.405189402931693;0;0;0;0;1;3.663561646129646;0;0;1;1;1;0;0;0;0;1;1.324;1.430746123690724
.9256152533436455;2.697728024868091;1;0;0;1;0;0;1;0;0;0;0;0;1;3.713572066704308;0;0;0;1;0;2.397895272798371;1;0;0;1;1;0;0;0;0;1;11.49;4.060443010546419
.9402436116125114;.347579257004808;0;1;0;1;0;3.13549421592915;0;0;0;0;0;1;0;3.499533282383017;0;0;0;0;1;3.663561646129646;1;0;0;1;1;1;0;0;1;1;1.324;1.430746123690724
.9517982017982018;.2572427572427572;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
.9554067102783947;1.013097432978149;1;0;0;1;1;0;1;0;0;0;0;1;0;3.645710958712558;0;0;0;0;1;3.784189633918261;1;0;0;1;1;1;0;0;0;1;3.875;1.09861228866811
.9589622318901734;5.947317938362996;1;0;0;1;1;1.386294361119891;1;0;0;0;0;0;0;2.833213344056216;0;0;0;1;1;3.624340932976365;1;0;0;1;1;1;1;1;1;1;6.604;.7884573603642703
.9637000000000009;9.921898766869171;0;0;1;0;0;4.442651256490317;0;0;0;1;0;1;0;3.250374491927572;0;0;0;0;1;3.637586159726386;1;0;0;1;0;1;0;0;0;1;5.589;1.321755839982319
.9646227810574892;1.453890568047228;0;1;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
.9798230501146402;.5273438917913386;1;0;0;1;0;0;1;0;0;0;0;0;0;3.218875824868201;0;0;0;1;0;3.49650756146648;1;0;0;1;0;1;0;1;1;1;3;2.05127066471314
.9854205426585794;1.396905472051307;1;0;0;1;0;0;1;0;0;0;0;0;1;3.090132948975475;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
.992962904945463;5.176083227907201;1;0;0;1;1;1.386294361119891;0;1;0;0;0;0;1;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
.9998787721305959;2.499037001271659;1;0;0;1;1;2.302585092994046;1;0;0;0;0;0;1;3.417726683613366;0;0;0;1;1;3.277144732992177;1;0;0;1;1;0;0;0;0;1;1.034;1.170071252650255
1.000318603292528;1.659616089828354;1;0;0;1;1;0;1;0;0;0;0;0;1;3.090132948975475;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
1.005016708416795;.087975369553031;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.555348061489414;0;0;0;1;1;1.6094379124341;1;0;0;1;1;0;0;0;1;0;0;.2006706954621512
1.015826584347099;1.673648932090366;1;0;0;1;1;0;1;0;0;0;0;0;1;1.945910149055313;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
1.016021382780504;.5783506332750562;1;0;0;1;0;0;1;0;0;0;0;0;0;3.218875824868201;0;0;0;1;0;3.49650756146648;1;0;0;1;0;1;0;1;1;1;3;2.05127066471314
1.028971028971029;.3858641358641359;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
1.031820424272323;7.222742969906265;0;1;0;0;0;3.610917912644224;0;1;0;0;0;0;0;2.998727782533789;0;0;0;1;1;3.83945231259331;0;1;0;0;0;0;0;0;0;1;1.469;0
1.035142472567848;1.398946484012811;1;0;0;1;1;0;1;0;0;0;0;1;0;1.945910149055313;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
1.036393004794864;4.937333744395807;0;0;0;1;0;2.302585092994046;1;0;0;0;0;0;1;3.417726683613366;0;0;0;1;1;2.639057329615258;1;0;0;1;1;0;0;0;0;1;1.034;1.170071252650255
1.045426796578997;.4122653413300423;0;1;0;0;0;2.484906649788;1;0;0;0;0;0;1;3.931825632724326;0;0;0;1;1;3.13549421592915;1;0;0;1;1;0;1;0;0;0;0;.2006706954621512
1.045426796578997;1.404531432472448;0;1;0;0;0;1.386294361119891;1;0;0;0;0;1;0;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
1.049156272927366;4.44557742765833;0;0;1;0;0;4.442651256490317;0;0;1;0;0;0;0;4.107096246147264;1;0;0;0;1;3.772760938094638;1;0;0;1;1;1;1;0;0;1;2.731;1.09861228866811
1.064726139138873;6.388356834833241;1;0;0;1;1;1.386294361119891;0;1;0;0;0;0;1;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
1.077476618604655;1.934560292494721;1;0;0;1;1;0;0;1;0;0;0;0;1;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
1.088109486117617;.7032908839768768;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;0;0;0;1;1;0;0;0;1;1;2.774;1.145132304303003
1.092531495006081;.5939817314716793;1;0;0;1;0;0;1;0;0;0;0;0;0;3.218875824868201;0;0;0;1;0;3.49650756146648;1;0;0;1;0;1;0;1;1;1;3;2.05127066471314
1.1;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.1;.7000000000000001;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.47639761422509;1;0;0;1;1;1.6094379124341;1;0;0;1;1;0;1;1;0;1;6.481;1.909542504884439
1.1;.3;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.449987545831587;1;0;0;1;1;3.481240089335692;0;0;0;1;1;1;0;0;0;1;5.411;1.945910149055313
1.1;.4;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.277144732992177;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.1;.3;0;0;1;1;0;4.442651256490317;0;0;0;0;0;0;0;3.526360524616162;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.1;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.511545438831021;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.1;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.101017067240218;20.96338109442314;0;1;0;0;0;3.749504075930371;1;0;0;0;0;1;0;3.173878458937465;0;0;0;0;1;3.737669618283368;1;0;0;1;0;0;0;0;1;1;0;.2876820724517808
1.106072244471945;4.602785990871694;0;1;0;0;0;3.912023005428146;1;0;0;0;0;0;1;3.178053830347946;1;0;0;1;1;3.610917912644224;1;0;0;1;1;0;1;0;0;1;6.481;2.054123733695546
1.106072244471945;.9301758646491418;0;1;0;0;0;2.302585092994046;1;0;0;0;0;1;0;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
1.106072244471945;1.15278658901445;0;1;0;0;0;1.386294361119891;0;0;0;0;1;0;1;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.106072244471945;.4044242889778878;0;1;0;0;0;2.302585092994046;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.118684971381942;1.378870585307165;1;0;0;1;1;0;1;0;0;0;0;0;1;3.090132948975475;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
1.130375206429484;.6030313146381454;1;0;0;1;0;0;1;0;0;0;0;0;0;3.218875824868201;0;0;0;1;0;3.49650756146648;1;0;0;1;0;1;0;1;1;1;3;2.05127066471314
1.145386601150547;1.44257583507277;1;0;0;1;0;0;1;0;0;0;0;0;1;3.090132948975475;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
1.146522762934099;.403574625824107;0;1;0;0;0;2.484906649788;1;0;0;0;0;0;1;3.931825632724326;0;0;0;1;1;3.13549421592915;1;0;0;1;1;0;0;0;0;0;0;.2006706954621512
1.146611529612794;1.594042494999438;1;0;0;1;1;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;0;0;1;1;2.518;2.850957789355288
1.156637920959858;.7546285188903605;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.555348061489414;0;0;0;1;1;1.6094379124341;1;0;0;1;1;0;1;0;0;0;0;.2006706954621512
1.16949091998017;2.610581162606943;1;0;0;1;0;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;0;1;0;1;1;2.518;2.850957789355288
1.172031723816189;1.424469325868906;0;0;1;0;0;4.442651256490317;0;0;1;0;0;1;0;3.793464669304011;1;0;0;1;1;3.761200115693562;1;0;0;1;1;1;1;0;0;1;2.083;1.55814461804655
1.185495806610755;.1756290083867785;0;1;0;0;0;3.610917912644224;0;1;0;0;0;0;0;2.998727782533789;0;0;0;1;1;3.83945231259331;0;1;0;1;0;0;0;0;0;1;1.469;0
1.192828713806948;.9161713913863778;1;0;0;1;1;0;1;0;0;0;0;0;0;3.645710958712558;0;0;0;0;1;3.784189633918261;0;0;0;1;1;1;0;0;0;1;3.875;1.09861228866811
1.2;.4;0;0;1;0;0;4.442651256490317;0;0;0;0;0;1;0;3.449987545831587;1;0;0;1;1;3.481240089335692;0;0;0;1;1;1;0;0;0;1;5.411;1.945910149055313
1.20510959815754;2.519224163566474;1;0;0;1;0;0;1;0;0;0;0;0;1;3.713572066704308;0;0;0;1;0;2.397895272798371;1;0;0;1;1;0;0;0;0;1;11.49;4.060443010546419
1.206184120459563;1.791000663712684;1;0;0;1;0;0;0;1;0;0;0;0;1;3.082826980404925;0;0;0;1;1;3.332204510175204;1;0;0;0;0;1;1;0;0;1;1.893;1.368275855617212
1.207228886607781;1.315693975525901;0;1;0;0;0;1.386294361119891;0;0;0;0;1;0;0;3.850147601710058;0;0;1;1;0;3.555348061489414;1;0;0;0;0;1;0;0;0;1;3;1.686398953570229
1.207228886607781;.5566397588763428;0;1;0;0;0;2.302585092994046;1;0;0;0;0;0;0;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
1.207228886607781;.7590542166495583;0;1;0;0;0;2.302585092994046;1;0;0;0;0;1;0;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
1.218315789473684;2.121792145913086;0;1;0;0;0;2.772588722239781;1;0;0;0;0;0;1;3.292497964738815;0;0;0;0;1;3.433987204485146;1;0;0;1;0;0;0;0;0;1;1.212;.2876820724517808
1.2355;2.471;0;0;0;0;0;0;1;0;0;0;0;1;0;3.746912485364546;0;0;0;1;1;3.828641396489095;1;0;0;1;0;1;1;1;0;1;2.774;1.178654996341646
1.244156752974108;.7753440634476323;0;0;1;0;0;4.442651256490317;0;0;1;0;0;0;0;3.793464669304011;1;0;0;1;1;3.761200115693562;1;0;0;1;1;1;1;0;0;1;2.083;1.55814461804655
1.287638082463372;.8677432528015894;1;0;0;1;1;0;1;0;0;0;0;1;0;3.645710958712558;0;0;0;0;1;3.784189633918261;0;0;0;1;1;1;0;0;0;1;3.875;1.09861228866811
1.291291463087558;2.684651768340977;1;0;0;1;0;0;1;0;0;0;0;1;0;3.713572066704308;0;0;0;1;0;1.945910149055313;1;0;0;1;1;1;0;0;0;1;11.49;4.060443010546419
1.296605703657781;.349489407994011;0;0;0;1;0;0;1;0;0;0;0;0;1;3.258096538021482;1;0;0;0;1;3.540959324037314;1;0;0;0;1;0;0;1;1;1;1.796;1.053149914591352
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.526360524616162;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.449987545831587;1;0;0;1;1;3.481240089335692;0;0;0;1;1;1;0;0;0;1;5.411;1.945910149055313
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.3;.7000000000000001;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.47639761422509;1;0;0;1;1;1.6094379124341;1;0;0;1;1;0;1;0;0;1;6.481;1.909542504884439
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.3;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.725693427236652;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.308486735980918;.6078509204158855;0;1;0;0;0;1.386294361119891;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.31861809121383;.8004170829205893;0;1;0;0;0;1.386294361119891;1;0;0;0;0;1;0;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
1.339171188949186;2.853971386285151;0;1;0;0;0;3.610917912644224;0;1;0;0;0;0;0;2.998727782533789;0;0;0;1;1;3.83945231259331;0;1;0;1;0;0;0;0;0;1;1.469;0
1.342838909258504;6.158267889579244;1;0;0;0;0;0;1;0;0;0;0;1;0;3.675642227331916;1;0;1;0;1;3.737669618283368;1;0;0;1;1;0;0;0;1;1;4.744;1.435084525289323
1.359153645020617;6.213316118439764;0;1;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
1.370434166443084;6.089140040037505;1;0;0;1;0;1.386294361119891;1;0;0;0;0;0;0;3.367295829986474;0;0;0;1;1;3.624340932976365;1;0;0;1;1;1;0;1;0;1;6.604;.7884573603642703
1.377551020408164;23.18511286491687;0;1;0;1;1;3.332204510175204;0;1;0;0;0;1;0;3.277144732992177;0;0;0;1;1;3.650658241293739;1;0;0;1;0;1;1;0;0;1;1.324;.6931471805599453
1.389565952732186;1.865568013530272;0;1;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
1.399705416292174;1.510855610702754;0;1;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
1.4;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;0;0;3.650658241293739;1;0;0;1;1;3.481240089335692;0;0;0;1;1;0;0;0;0;1;5.411;1.945910149055313
1.4;.7000000000000001;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.47639761422509;1;0;0;1;1;1.6094379124341;1;0;0;0;1;0;1;0;0;1;6.481;1.909542504884439
1.409845893849226;.4056393835753969;0;1;0;0;0;2.302585092994046;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.409845893849226;.6084590753630954;0;1;0;0;0;2.302585092994046;1;0;0;0;0;0;0;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
1.409845893849226;.4056393835753969;0;1;0;0;0;1.386294361119891;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.409845893849226;.4056393835753969;0;1;0;0;0;1.386294361119891;0;0;0;0;1;1;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.409845893849226;.5070492294692461;0;1;0;0;0;2.302585092994046;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.409845893849226;.8315607363295637;0;1;0;0;0;2.302585092994046;1;0;0;0;0;0;1;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
1.409845893849226;.4056393835753969;0;1;0;0;0;1.386294361119891;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.414835164835165;.1800699300699301;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
1.424083901221112;1.936117872149914;1;0;0;1;1;0;1;0;0;0;0;1;0;3.099190981922221;0;0;0;1;1;3.34109345759245;1;0;0;1;0;1;0;0;0;1;1.469;2.228477120840324
1.430810268482901;3.425462267303212;1;0;0;1;0;0;1;0;0;0;0;0;1;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;0;0;1;1;2.518;2.850957789355288
1.436969639119328;3.418539156779668;1;0;0;1;0;2.302585092994046;1;0;0;0;0;0;1;3.417726683613366;0;0;0;1;1;2.639057329615258;1;0;0;1;1;0;0;0;0;1;1.034;1.170071252650255
1.440273411516824;4.514092166812499;0;1;0;0;0;1.386294361119891;1;0;0;0;0;0;1;3.295836866004329;1;0;1;1;1;1.871802176901591;1;0;0;1;1;1;1;1;0;1;4.179;3.063390922027806
1.440367255430974;.6665337466776632;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;0;0;0;1;1;0;0;0;1;1;2.774;1.145132304303003
1.460563495139855;.6919610430368538;0;1;0;0;0;2.484906649788;1;0;0;0;0;1;0;3.555348061489414;0;0;0;1;1;1.6094379124341;1;0;0;1;1;0;0;0;0;0;0;.2006706954621512
1.470710058809099;.5103976715958097;0;1;0;0;0;2.484906649788;1;0;0;0;0;0;1;3.555348061489414;0;0;0;1;1;3.13549421592915;1;0;0;1;1;0;0;0;1;0;0;.2006706954621512
1.479582701004545;.7452374687662996;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;0;0;0;1;1;0;0;0;1;1;2.774;1.145132304303003
1.479582701004545;.627568394750568;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;1;0;0;1;1;0;0;0;1;1;2.774;1.145132304303003
1.485018459196151;2.473567976261473;1;0;0;1;1;2.302585092994046;1;0;0;0;0;0;1;3.417726683613366;0;0;0;1;1;2.639057329615258;1;0;0;1;1;0;1;0;0;1;1.034;1.170071252650255
1.48544368498909;3.649812376760226;1;0;0;1;0;0;1;0;0;0;0;0;1;3.713572066704308;0;0;0;1;1;2.397895272798371;1;0;0;1;1;0;0;0;0;1;11.49;4.060443010546419
1.487283013019219;.5975423917313053;0;0;0;1;0;0;1;0;0;0;0;0;1;3.258096538021482;1;0;0;0;1;3.540959324037314;0;0;0;0;1;0;0;1;1;1;1.796;1.053149914591352
1.49748785260887;2.954725475760802;1;0;0;1;1;0;1;0;0;0;0;1;0;3.713572066704308;0;0;0;1;0;2.397895272798371;1;0;0;1;1;0;0;0;0;1;11.49;4.060443010546419
1.5;.5;0;0;1;0;0;4.442651256490317;0;0;0;0;0;1;0;3.449987545831587;1;0;0;1;1;3.481240089335692;0;0;0;1;1;1;0;0;0;1;5.411;1.945910149055313
1.511306461571893;5.481610548924882;0;1;0;0;0;2.484906649788;1;0;0;0;0;0;1;3.931825632724326;1;0;0;1;1;3.091042453358316;0;0;0;1;1;0;1;0;1;0;0;.2006706954621512
1.511306461571893;.8729972355695182;0;1;0;0;0;2.302585092994046;1;0;0;0;0;0;0;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
1.511306461571893;.8932994968618327;0;1;0;0;0;2.302585092994046;1;0;0;0;0;0;1;3.449987545831587;0;0;0;0;1;3.295836866004329;0;0;0;1;1;1;1;0;0;0;0;0
1.511306461571893;.5075565323078595;0;1;0;0;0;2.302585092994046;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.511306461571893;.4060452258462876;0;1;0;0;0;2.302585092994046;0;0;0;0;1;0;0;3.931825632724326;0;0;1;1;1;3.526360524616162;1;0;0;0;0;0;0;0;0;1;1.796;2.114532861491106
1.518360726681584;1.753006543706538;1;0;0;1;0;0;1;0;0;0;0;1;0;3.218875824868201;0;0;0;1;0;3.49650756146648;1;0;0;1;0;1;0;1;1;1;3;2.05127066471314
1.518813306727984;.627811004028254;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;1;0;0;1;1;0;0;0;1;1;2.774;1.145132304303003
1.518813306727984;.6670491917800198;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;1;0;0;1;1;0;0;0;1;1;2.774;1.145132304303003
1.518813306727984;.8632401305388491;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;0;0;0;1;1;0;0;0;0;1;2.774;1.145132304303003
1.521458099791517;1.746169079316414;0;1;0;0;0;2.484906649788;1;0;0;0;0;0;1;3.931825632724326;0;0;0;1;1;3.091042453358316;0;0;0;1;1;0;1;0;1;0;0;.2006706954621512
1.523391200778475;.3308374829973455;0;1;0;0;0;3.13549421592915;1;0;0;0;0;0;1;3.405189402931693;0;0;0;0;1;3.663561646129646;0;0;1;1;1;1;0;0;1;1;1.324;1.430746123690724
1.523663985456278;1.148764504252267;1;0;0;1;1;0;1;0;0;0;0;1;0;2.397895272798371;0;0;0;1;1;3.044522437723423;1;0;0;1;1;1;1;1;1;1;2.518;2.850957789355288
1.534121533813;4.190212547578792;1;0;0;1;0;1.386294361119891;0;1;0;0;0;0;1;2.727002794018897;0;0;0;1;1;3.332204510175204;0;1;0;1;1;1;1;0;1;1;0;0
1.543456543456544;.2315184815184815;0;1;0;0;0;4.442651256490317;0;0;1;0;0;0;0;3.218875824868201;1;0;0;1;1;3.663561646129646;1;0;0;0;0;0;0;0;0;1;2.617;2.005333569526114
1.552189179886267;1.761473114252954;0;1;0;0;0;3.13549421592915;1;0;0;0;0;1;0;3.499533282383017;0;0;0;0;1;3.663561646129646;0;0;1;1;1;0;0;0;0;1;1.324;1.430746123690724
1.554832896647561;4.391433296378468;1;0;0;1;1;2.302585092994046;1;0;0;0;0;1;0;3.417726683613366;0;0;0;1;1;2.639057329615258;1;0;0;1;1;0;0;1;0;1;1.034;1.170071252650255
1.558059078462004;.6673070637887958;1;0;0;0;0;0;1;0;0;0;0;0;1;3.671224518875215;0;0;0;1;1;3.688879454113936;1;0;0;1;1;0;0;0;0;1;2.774;1.145132304303003
