idstudy,idcountry,study,pcc,se_pcc,tstat,estimate,se_estimate,education_choice,education_attainment,education_test,employment_continuous,employment_dummy,employment_categorical,longitudinal_data,crosssectional_data,secondary_education,tertiary_education,male_students,female_students,mixed_gender_students,europe,germany,usa,other_countries,data_year,sample_size,ols_method,matching_method,did_method,panel_method,iv_method,dynamic_model,number_of_variables,ability_control,motivation_control,parental_education_control,age_control,ethnicity_control,publication_year,citations,published_study,impact_factor,low_intensity_employment,medium_intensity_employment,high_intensity_employment,oncampus_employment,parttime_students,twoyear_college,undergraduate_students,minority_students,caucasian_students,homogeneous_subsample,endogeneity_control,selfreported_education,sample_size_full,country,pub_year,mid_year
18,1,Darolia (2014),-0.005478239143056841,0.010956478286113682,-0.5,-0.059,0.118,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,9.028578658440741,0.0,0.0,0.0,1.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8338,USA,2014.125,1997.0
18,1,Darolia (2014),-0.08553650807898042,0.016331166948916863,-5.237623762376238,-0.529,0.101,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),-0.0800176421928176,0.01633868086659626,-4.897435897435897,-0.573,0.117,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),-0.019119617972310713,0.016388243976266325,-1.1666666666666667,-0.266,0.228,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.010414702368751189,0.016390351268854332,0.6354166666666666,0.122,0.192,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),-0.07850253039654075,0.01634065546880784,-4.804123711340206,-0.466,0.097,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),-0.07736966324164701,0.016342107087344585,-4.734375,-0.606,0.128,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),-0.02995063466859814,0.01638388678653512,-1.828054298642534,-0.404,0.221,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.005438134805973943,0.016390997865893292,0.3317757009345794,0.071,0.214,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.02877705549346494,0.016384451885513164,1.7563636363636361,0.483,0.275,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.012694737579195469,0.01638991940975941,0.7745454545454544,0.213,0.275,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.023633025359617622,0.0163866621831495,1.442211055276382,0.861,0.597,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.009691368096379036,0.016390470467147956,0.5912806539509536,0.434,0.734,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.021061106528132142,0.016387604503157575,1.285185185185185,0.347,0.27,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.0217940567429059,0.016387347013847402,1.3299319727891157,0.391,0.294,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.022822581190775168,0.01638697082888557,1.3927272727272726,0.766,0.55,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
18,1,Darolia (2014),0.006803753560770507,0.01639086085094713,0.41509433962264153,0.308,0.742,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.4339872044851463,8.226305988015508,0.0,0.0,0.0,0.0,1.0,0.0,2.70805020110221,0.0,0.0,0.0,0.0,0.0,3.586985146432596,3.1651504255120377,1.0,1.354,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3738,USA,2014.125,1997.0
19,1,DeSimone (2006),0.019495779478592556,0.00258564714570193,7.54,0.0035,0.00046419098143236074,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.449987545831587,11.915773819028557,0.0,0.0,0.0,0.0,1.0,0.0,4.477336814478207,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,149608,USA,2006.625,1997.5
19,1,DeSimone (2006),-0.00015516831828455828,0.0025861386380759714,-0.06,-1e-05,0.0001666666666666667,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.449987545831587,11.915773819028557,0.0,0.0,0.0,0.0,1.0,0.0,4.477336814478207,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,149608,USA,2006.625,1997.5
19,1,DeSimone (2006),0.010553838211306916,0.0025860032863650262,4.081138746788581,0.017407,0.004265231122979448,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.449987545831587,11.915773819028557,0.0,0.0,0.0,0.0,1.0,0.0,4.48863636973214,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,149608,USA,2006.625,1997.5
19,1,DeSimone (2006),-0.013882694273498457,0.0025858980923859774,-5.368616154818793,-0.0031299999999999995,0.0005830180273161375,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.449987545831587,11.915773819028557,0.0,0.0,0.0,0.0,1.0,0.0,4.48863636973214,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,149608,USA,2006.625,1997.5
19,1,DeSimone (2006),,,6.11,0.0388,0.006350245499181669,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0,0,1,0,3.449987545831587,11.258639483136877,0.0,0.0,0.0,0.0,1.0,0.0,4.477336814478207,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,77547,USA,2006.625,1997.5
19,1,DeSimone (2006),,,4.34,0.0254,0.005852534562211981,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,3.449987545831587,11.185268261530247,0.0,0.0,0.0,0.0,1.0,0.0,4.477336814478207,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,72061,USA,2006.625,1997.5
19,1,DeSimone (2006),,,4.62,0.351,0.07597402597402597,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.449987545831587,10.733457577943756,0.0,0.0,0.0,0.0,1.0,0.0,4.477336814478207,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,1.0,45865,USA,2006.625,1997.5
19,1,DeSimone (2006),,,5.49,0.0274,0.004990892531876138,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,1,0,3.449987545831587,11.549671965937232,0.0,0.0,0.0,0.0,1.0,0.0,4.477336814478207,1.0,1.0,1.0,1.0,1.0,3.3542804618744038,0.9985288301111273,1.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,1.0,103743,USA,2006.625,1997.5
20,1,DeSimone (2008),-0.06773222072362119,0.004872821634792892,-13.9,-0.002,0.00014388489208633093,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,10.644424396931921,0.0,0.0,0.0,0.0,1.0,0.0,3.5553480614894135,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41958,USA,2008.375,1997.0
20,1,DeSimone (2008),-0.06724715008501318,0.004872981890218346,-13.8,-0.002,0.00014492753623188405,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,10.644424396931921,0.0,0.0,0.0,0.0,1.0,0.0,3.5553480614894135,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41958,USA,2008.375,1997.0
20,1,DeSimone (2008),-0.06530639402204473,0.004873611494182442,-13.4,-0.002,0.00014925373134328358,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,10.644424396931921,0.0,0.0,0.0,0.0,1.0,0.0,3.5553480614894135,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41958,USA,2008.375,1997.0
20,1,DeSimone (2008),-0.029340429105256183,0.004881934959277235,-6.01,-0.011,0.0018302828618968385,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,10.644424396931921,0.0,0.0,0.0,0.0,1.0,0.0,3.5553480614894135,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41958,USA,2008.375,1997.0
20,1,DeSimone (2008),-0.028267277893199556,0.004882085991917022,-5.79,-0.011,0.0018998272884283246,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,10.644424396931921,0.0,0.0,0.0,0.0,1.0,0.0,3.5553480614894135,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41958,USA,2008.375,1997.0
20,1,DeSimone (2008),-0.006837492873716159,0.004883923481225828,-1.4,-0.011,0.007857142857142858,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,10.644424396931921,0.0,0.0,0.0,0.0,1.0,0.0,3.5553480614894135,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,41958,USA,2008.375,1997.0
20,1,DeSimone (2008),-0.029955744908699875,0.006280030379182365,-4.77,-0.01,0.0020964360587002098,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,10.141243816218184,0.0,0.0,0.0,0.0,1.0,0.0,3.5263605246161616,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,25368,USA,2008.375,1997.0
20,1,DeSimone (2008),-0.029520905955126735,0.007768659461875456,-3.8,-0.014,0.00368421052631579,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,1,0,3.4339872044851463,9.71655538318449,0.0,0.0,0.0,0.0,1.0,0.0,3.5263605246161616,0.0,0.0,1.0,1.0,1.0,3.4136199016607125,1.9252908618525775,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,16590,USA,2008.375,1997.0
21,7,Dustmann & van Soest (2007),-0.0698647605079112,0.024258597398580276,-2.88,-0.049,0.01701388888888889,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,2.302585092994046,7.446585099157725,1.0,0.0,0.0,0.0,0.0,0.0,3.091042453358316,1.0,0.0,1.0,0.0,0.0,3.107944264160919,1.556193397915288,1.0,1.308,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1714,United Kingdom,2000.375,1976.0
21,7,Dustmann & van Soest (2007),-0.02917782718120427,0.024314855984336893,-1.2,-0.022,0.018333333333333333,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,2.302585092994046,7.44600149832412,1.0,0.0,0.0,0.0,0.0,0.0,3.091042453358316,1.0,0.0,1.0,0.0,0.0,3.107944264160919,1.556193397915288,1.0,1.308,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1713,United Kingdom,2000.375,1976.0
21,7,Dustmann & van Soest (2007),0.0048635463084742096,0.024317731542371043,0.20000000000000004,0.013,0.06499999999999999,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1,0,0,0,2.302585092994046,7.446585099157725,0.0,0.0,0.0,0.0,1.0,0.0,3.091042453358316,1.0,0.0,1.0,0.0,0.0,3.107944264160919,1.556193397915288,1.0,1.308,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1714,United Kingdom,2000.375,1976.0
21,7,Dustmann & van Soest (2007),-0.0172683258262427,0.024321585670764367,-0.71,-0.061,0.08591549295774648,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1,0,0,0,2.302585092994046,7.44600149832412,0.0,0.0,0.0,0.0,1.0,0.0,3.091042453358316,1.0,0.0,1.0,0.0,0.0,3.107944264160919,1.556193397915288,1.0,1.308,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,1.0,1.0,1713,United Kingdom,2000.375,1976.0
22,1,Eckstein & Wolpin (1999) ,0.039801033125807773,0.037984174483815414,1.0478319896820845,0.27763173659827955,0.2649582560296846,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,2.9444389791664403,6.553933404025811,0.0,0.0,0.0,0.0,0.0,1.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,3.0853444322436783,3.517104495557103,1.0,3.992,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,702,USA,1999.875,1985.0
22,1,Eckstein & Wolpin (1999) ,-0.02489900742025234,0.03797508181694396,-0.6556669855321483,-0.052346480372209236,0.07983699275284406,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,2.9444389791664403,6.555356891810665,0.0,0.0,0.0,0.0,0.0,1.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,3.0853444322436783,3.517104495557103,1.0,3.992,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,703,USA,1999.875,1985.0
22,1,Eckstein & Wolpin (1999) ,0.007817122642265646,0.037958321079624366,0.20593963115143668,0.08617769624105241,0.41846096236659797,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,2.9444389791664403,6.556778356158042,0.0,0.0,0.0,0.0,0.0,1.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,3.0853444322436783,3.517104495557103,1.0,3.992,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,704,USA,1999.875,1985.0
22,1,Eckstein & Wolpin (1999) ,0.007882757765576013,0.03793098356035773,0.2078184382704594,0.01980262729617973,0.09528811524609844,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,2.9444389791664403,6.558197802812269,0.0,0.0,0.0,0.0,0.0,1.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,3.0853444322436783,3.517104495557103,1.0,3.992,1.0,0.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,705,USA,1999.875,1985.0
22,1,Eckstein & Wolpin (1999) ,0.071764454407346,0.03780716846299262,1.8981705672455298,1.0224509277025455,0.5386507120833945,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,2.9444389791664403,6.559615237493242,0.0,0.0,0.0,0.0,0.0,1.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,3.0853444322436783,3.517104495557103,1.0,3.992,0.0,1.0,0.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,706,USA,1999.875,1985.0
22,1,Eckstein & Wolpin (1999) ,0.052551942368165086,0.03782536124296986,1.3893308785764016,0.22314355131420976,0.16061224489795917,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,1,0,2.9444389791664403,6.561030665896573,0.0,0.0,0.0,0.0,0.0,1.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,3.0853444322436783,3.517104495557103,1.0,3.992,0.0,0.0,1.0,0.0,0.0,,,0.0,1.0,0.0,1.0,0.0,707,USA,1999.875,1985.0
23,1,Ehrenberg & Sherman (1987),-0.10261709948579319,0.038006333142886366,-2.7,-0.004,0.0014814814814814814,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,1.8718021769015913,6.543911845564792,1.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,2.2018435231925224,2.528602921523701,1.0,3.698,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,695,USA,1987.0416666666667,1972.5
23,1,Ehrenberg & Sherman (1987),-0.018240136641023412,0.022800170801279263,-0.8,-0.001,0.00125,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,1.8718021769015913,7.566828479208331,1.0,0.0,0.0,0.0,0.0,0.0,2.1972245773362196,1.0,0.0,0.0,0.0,0.0,2.2018435231925224,2.528602921523701,1.0,3.698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1933,USA,1987.0416666666667,1972.5
23,1,Ehrenberg & Sherman (1987),-0.005126452794264269,0.02563226397132134,-0.2,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,2.0149030205422647,7.330405211844402,1.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,2.2018435231925224,2.528602921523701,1.0,3.698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1526,USA,1987.0416666666667,1973.5
23,1,Ehrenberg & Sherman (1987),0.009406792463289177,0.09406792463289175,0.1,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,2.1400661634962708,4.762173934797756,1.0,0.0,0.0,0.0,0.0,0.0,1.0986122886681098,0.0,0.0,0.0,0.0,0.0,2.2018435231925224,2.528602921523701,1.0,3.698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,117,USA,1987.0416666666667,1974.5
23,1,Ehrenberg & Sherman (1987),0.04070455448803635,0.029074681777168824,1.4,0.001,0.0007142857142857144,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,2.1972245773362196,7.078341579557671,1.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,2.2018435231925224,2.528602921523701,1.0,3.698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1186,USA,1987.0416666666667,1975.0
23,1,Ehrenberg & Sherman (1987),0.03780140047164884,0.029078000362806795,1.3,0.001,0.0007692307692307692,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,2.1972245773362196,7.078341579557671,1.0,0.0,0.0,0.0,0.0,0.0,1.3862943611198906,0.0,0.0,0.0,0.0,0.0,2.2018435231925224,2.528602921523701,1.0,3.698,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1186,USA,1987.0416666666667,1975.0
23,1,Ehrenberg & Sherman (1987),-0.13086970128236886,0.03739134322353396,-3.5,-0.012,0.003428571428571429,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0,1,0,1.8718021769015913,6.5638555265321274,1.0,0.0,0.0,0.0,0.0,0.0,1.6094379124341003,1.0,0.0,0.0,0.0,1.0,2.2018435231925224,2.528602921523701,1.0,3.698,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,709,USA,1987.0416666666667,1972.5
