label,country,studyid,estimateid,numberofestimates,invnoest,publicationyear,published,numberofcitations,numberofyears,citations,impact,incomeelasticity,tvalue,standarderror,inverseofstandarderror,longrun,average,marginal,otherprice,differencevariable,discretecontinuous,decreasing,increasing,flat,notavailable,firstyearofdependentvariable,lastyearofdependentvariable,midyear,daily,monthly,quarterly,annual,crosssection,timeseries,paneldata,householddata,aggregatedata,lagged,evaporation,householdsize,populationdensity,temperature,rainfall,ovb,iv,paneltechnique,otherestimator,developed,us,europe,otherlocation,reference
Williams (1985),US,16,14,18,0.05555555555555555,1985,1,24,31,0.77419355,0.609,0.04,4.27,0.00937,106.72359,0,1,0,0,0,0,0,0,0,1,1970,1970,1970.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Williams, M. (1985): ""Estimating urban residential demand for water under alternative price measures."" Journal of Urban Economics 18(2): pp. 213--225."
Williams (1985),US,16,15,18,0.05555555555555555,1985,1,24,31,0.77419355,0.609,0.27,8.07,0.03346,29.886432,0,1,0,0,0,0,0,0,0,1,1970,1970,1970.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Williams, M. (1985): ""Estimating urban residential demand for water under alternative price measures."" Journal of Urban Economics 18(2): pp. 213--225."
Williams (1985),US,16,17,18,0.05555555555555555,1985,1,24,31,0.77419355,0.609,0.3,11.2,0.02679,37.327361,0,1,0,0,0,0,0,0,0,1,1970,1970,1970.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Williams, M. (1985): ""Estimating urban residential demand for water under alternative price measures."" Journal of Urban Economics 18(2): pp. 213--225."
Williams (1985),US,16,18,18,0.05555555555555555,1985,1,24,31,0.77419355,0.609,0.296,20.1,0.01473,67.888663,0,1,0,0,0,0,0,0,0,1,1970,1970,1970.0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Williams, M. (1985): ""Estimating urban residential demand for water under alternative price measures."" Journal of Urban Economics 18(2): pp. 213--225."
Nieswiadomy & Cobb (1993),US,17,1,6,0.16666666666666666,1993,1,50,23,2.173913,0.087,0.14,1.14,0.12281,8.1426594,0,0,1,0,0,0,0,1,0,0,1984,1984,1984.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,"Nieswiadomy, M. L. & S. L. Cobb (1993): ""Impact of pricing structure selectivity on urban water demand."" Contemporary Economic Policy 11(3): pp. 101--113."
Nieswiadomy & Cobb (1993),US,17,2,6,0.16666666666666666,1993,1,50,23,2.173913,0.087,0.17,0.74,0.22973,4.3529361,0,0,1,0,0,0,0,1,0,0,1984,1984,1984.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,"Nieswiadomy, M. L. & S. L. Cobb (1993): ""Impact of pricing structure selectivity on urban water demand."" Contemporary Economic Policy 11(3): pp. 101--113."
Nieswiadomy & Cobb (1993),US,17,3,6,0.16666666666666666,1993,1,50,23,2.173913,0.087,0.28,0.91,0.30769,3.2500244,0,0,1,0,0,0,1,0,0,0,1984,1984,1984.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,"Nieswiadomy, M. L. & S. L. Cobb (1993): ""Impact of pricing structure selectivity on urban water demand."" Contemporary Economic Policy 11(3): pp. 101--113."
Nieswiadomy & Cobb (1993),US,17,4,6,0.16666666666666666,1993,1,50,23,2.173913,0.087,0.13,1.11,0.11712,8.5382514,0,0,1,0,0,0,1,0,0,0,1984,1984,1984.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,"Nieswiadomy, M. L. & S. L. Cobb (1993): ""Impact of pricing structure selectivity on urban water demand."" Contemporary Economic Policy 11(3): pp. 101--113."
Nieswiadomy & Cobb (1993),US,17,5,6,0.16666666666666666,1993,1,50,23,2.173913,0.087,0.17,0.58,0.2931,3.4118048,0,1,0,0,0,0,0,1,0,0,1984,1984,1984.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,1,1,0,0,"Nieswiadomy, M. L. & S. L. Cobb (1993): ""Impact of pricing structure selectivity on urban water demand."" Contemporary Economic Policy 11(3): pp. 101--113."
Nieswiadomy & Cobb (1993),US,17,6,6,0.16666666666666666,1993,1,50,23,2.173913,0.087,0.13,0.34,0.38235,2.6154047,0,1,0,0,0,0,0,1,0,0,1984,1984,1984.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,0,0,"Nieswiadomy, M. L. & S. L. Cobb (1993): ""Impact of pricing structure selectivity on urban water demand."" Contemporary Economic Policy 11(3): pp. 101--113."
Hoglund (1999),Europe,18,1,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.053,2.01,0.02637,37.921881,1,0,1,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,2,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.161,3.4,0.04735,21.119324,1,0,1,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,3,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.13,4.92,0.02642,37.850114,1,0,1,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,4,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.456,89.6,0.00509,196.46365,1,0,1,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,5,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.092,2.99,0.03077,32.499188,1,0,1,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,6,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.072,2.67,0.02697,37.078235,1,1,0,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,7,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.104,2.09,0.04976,20.096463,1,1,0,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,8,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.106,3.86,0.02746,36.416606,1,1,0,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,9,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.489,36.1,0.01355,73.800738,1,1,0,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,10,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.06,2.1,0.02857,35.00175,1,1,0,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,11,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.066,2.6,0.02538,39.401103,1,0,1,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,12,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.108,2.06,0.05243,19.07305,1,0,1,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,13,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.086,3.65,0.02356,42.444822,1,1,0,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Hoglund (1999),Europe,18,14,14,0.07142857142857142,1999,1,111,17,6.5294118,0.007,0.118,2.34,0.05043,19.829467,1,1,0,0,0,0,0,0,0,1,1980,1992,1986.0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"Hoglund, L. (1999): ""Household demand for water in Sweden with implications of a potential tax on water use."" Water Resources Research 35(12): pp. 3853--3863."
Ayadi et al. (2002),Other,19,1,16,0.0625,2002,0,9,14,0.64285714,0.0,0.06,3.3,0.01818182,55.0,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,2,16,0.0625,2002,0,9,14,0.64285714,0.0,0.04,2.3,0.0173913,57.5,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,3,16,0.0625,2002,0,9,14,0.64285714,0.0,0.1,5.1,0.01960784,51.0,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,4,16,0.0625,2002,0,9,14,0.64285714,0.0,0.04,2.4,0.01666667,60.0,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,5,16,0.0625,2002,0,9,14,0.64285714,0.0,0.05,1.5,0.03333333,30.0,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,6,16,0.0625,2002,0,9,14,0.64285714,0.0,0.07,2.6,0.02692308,37.142857,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,7,16,0.0625,2002,0,9,14,0.64285714,0.0,0.19,3.9,0.04871795,20.526316,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,8,16,0.0625,2002,0,9,14,0.64285714,0.0,0.06,2.3,0.02608696,38.333333,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,9,16,0.0625,2002,0,9,14,0.64285714,0.0,0.06,3.3,0.01818182,55.0,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,10,16,0.0625,2002,0,9,14,0.64285714,0.0,0.04,2.4,0.01666667,60.0,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,11,16,0.0625,2002,0,9,14,0.64285714,0.0,0.09,4.5,0.02,50.0,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,12,16,0.0625,2002,0,9,14,0.64285714,0.0,0.04,2.4,0.01666667,60.0,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,13,16,0.0625,2002,0,9,14,0.64285714,0.0,0.05,1.7,0.02941176,34.0,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,14,16,0.0625,2002,0,9,14,0.64285714,0.0,0.08,2.8,0.02857143,35.0,1,1,0,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,15,16,0.0625,2002,0,9,14,0.64285714,0.0,0.23,4.8,0.04791667,20.869565,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Ayadi et al. (2002),Other,19,16,16,0.0625,2002,0,9,14,0.64285714,0.0,0.08,2.6,0.03076923,32.5,1,0,1,0,0,0,0,1,0,0,1980,1996,1988.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,"Ayadi, M., J. Krishnakumar & M.-S. Matoussi (2002): ""A panel data analysis of residential water demand in presence of nonlinear progressive tariffs."" Working Paper 6/2012, Department of Econometrics, University of Geneva."
Hussain et al. (2002),Other,20,1,1,1.0,2002,1,22,14,1.5714286,0.001,0.47,2.92,0.1609589,6.212766,0,0,1,0,0,0,0,1,0,0,1994,1998,1996.0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"Hussain, I., S. Thrikawala, & R. Barker (2002): ""Economic analysis of residential, commercial, and industrial uses of water in Sri Lanka."" Water International 27(2): pp. 183--193."
Piper (2003),US,21,1,1,1.0,2003,1,12,13,0.92307692,0.007,0.12054,1.6,0.0753375,13.273602,0,1,0,0,0,0,0,0,0,1,1996,1996,1996.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,1,1,0,0,"Piper, S. (2003): ""Impact of water quality on municipal water price and residential water demand and implications for water supply benefits."" Water resources research 39(5)."
Dalmas & Reynaud (2004),Europe,22,1,2,0.5,2004,1,6,13,0.46153846,0.0,0.316,2.0927152,0.151,6.6225166,1,1,0,0,0,0,0,0,0,1,1999,2001,2000.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,"Dalmas, L. & A. Reynaud (2004): ""Residential water demand in Slovak Republic."" Econometrics Informing Natural Resources Management: Selected Empirical Analyses 11: p. 83."
Dalmas & Reynaud (2004),Europe,22,2,2,0.5,2004,1,6,13,0.46153846,0.0,0.256,1.4545455,0.176,5.6818182,1,1,0,0,0,0,0,0,0,1,1999,2001,2000.0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Dalmas, L. & A. Reynaud (2004): ""Residential water demand in Slovak Republic."" Econometrics Informing Natural Resources Management: Selected Empirical Analyses 11: p. 83."
Nauges & Thomas (2003),Europe,23,1,3,0.3333333333333333,2003,1,91,13,7.0,0.204,0.32,8.2051282,0.039,25.641026,0,0,0,1,0,0,0,0,1,0,1988,1993,1990.5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"Nauges, C. & A. Thomas (2003): ""Long-run study of residential water consumption."" Environmental and Resource Economics 26(1): pp. 25--43."
Nauges & Thomas (2003),Europe,23,2,3,0.3333333333333333,2003,1,91,13,7.0,0.204,0.0152,2.9230769,0.0052,192.30769,0,0,0,1,0,0,0,0,1,0,1988,1993,1990.5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"Nauges, C. & A. Thomas (2003): ""Long-run study of residential water consumption."" Environmental and Resource Economics 26(1): pp. 25--43."
Nauges & Thomas (2003),Europe,23,3,3,0.3333333333333333,2003,1,91,13,7.0,0.204,0.408,9.9512195,0.041,24.390244,0,0,0,1,0,0,0,0,1,0,1988,1993,1990.5,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,"Nauges, C. & A. Thomas (2003): ""Long-run study of residential water consumption."" Environmental and Resource Economics 26(1): pp. 25--43."
Garcia & Reynaud (2004),Europe,24,1,1,1.0,2004,1,137,12,11.416667,0.032,0.0271,0.64066194,0.0423,23.640662,0,0,1,0,0,0,0,1,0,0,1995,1998,1996.5,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,"Garcia, S. & A. Reynaud (2004): ""Estimating the benefits of efficient water pricing in France."" Resource and energy economics 26(1): pp. 1--25."
Taylor et al. (2004),US,25,1,4,0.25,2004,1,55,12,4.5833333,0.13,0.382,2.84,0.13450704,7.434555,1,0,1,0,0,0,0,0,0,1,1984,1985,1984.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,"Taylor, R. G., J. R. McKean, & R. A. Young (2004): ""Alternate price specifications for estimating residential water demand with fixed fees."" Land Economics 80(3): pp. 463--475."
Taylor et al. (2004),US,25,2,4,0.25,2004,1,55,12,4.5833333,0.13,0.209,1.61,0.12981366,7.7033493,1,1,0,0,0,0,0,0,0,1,1984,1985,1984.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,"Taylor, R. G., J. R. McKean, & R. A. Young (2004): ""Alternate price specifications for estimating residential water demand with fixed fees."" Land Economics 80(3): pp. 463--475."
Taylor et al. (2004),US,25,3,4,0.25,2004,1,55,12,4.5833333,0.13,0.448,3.83,0.11697128,8.5491071,1,0,1,0,0,0,0,0,0,1,1984,1985,1984.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Taylor, R. G., J. R. McKean, & R. A. Young (2004): ""Alternate price specifications for estimating residential water demand with fixed fees."" Land Economics 80(3): pp. 463--475."
Taylor et al. (2004),US,25,4,4,0.25,2004,1,55,12,4.5833333,0.13,0.137,1.37,0.1,10.0,1,1,0,0,0,0,0,0,0,1,1984,1985,1984.5,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,"Taylor, R. G., J. R. McKean, & R. A. Young (2004): ""Alternate price specifications for estimating residential water demand with fixed fees."" Land Economics 80(3): pp. 463--475."
Mylopoulos et al. (2004),Europe,26,1,4,0.25,2004,1,17,12,1.4166667,0.001,0.685,11.41,0.06003506,16.656934,0,1,0,0,0,0,0,1,0,0,1994,2000,1997.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Mylopoulos, Y. A., A. K. Mentes, & I. Theodossiou (2004): ""Modeling residential water demand using household data: A cubic approach."" Water International 29(1): pp. 105--113."
Mylopoulos et al. (2004),Europe,26,2,4,0.25,2004,1,17,12,1.4166667,0.001,0.18,7.234,0.0248825,40.188889,0,1,0,0,0,0,0,1,0,0,1994,2000,1997.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Mylopoulos, Y. A., A. K. Mentes, & I. Theodossiou (2004): ""Modeling residential water demand using household data: A cubic approach."" Water International 29(1): pp. 105--113."
Mylopoulos et al. (2004),Europe,26,3,4,0.25,2004,1,17,12,1.4166667,0.001,0.184,2.927,0.062863,15.907609,0,0,1,0,0,0,0,1,0,0,1994,2000,1997.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Mylopoulos, Y. A., A. K. Mentes, & I. Theodossiou (2004): ""Modeling residential water demand using household data: A cubic approach."" Water International 29(1): pp. 105--113."
Mylopoulos et al. (2004),Europe,26,4,4,0.25,2004,1,17,12,1.4166667,0.001,0.127,5.784,0.02195712,45.543307,0,0,1,0,0,0,0,1,0,0,1994,2000,1997.0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,"Mylopoulos, Y. A., A. K. Mentes, & I. Theodossiou (2004): ""Modeling residential water demand using household data: A cubic approach."" Water International 29(1): pp. 105--113."
Reynaud et al. (2005),Other,27,1,8,0.125,2005,1,17,11,1.5454545,0.007,0.08,0.319,0.2507837,3.9875,0,0,1,0,0,1,0,0,1,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
Reynaud et al. (2005),Other,27,2,8,0.125,2005,1,17,11,1.5454545,0.007,0.46,1.555,0.29581994,3.3804348,0,0,1,0,0,1,0,0,1,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
Reynaud et al. (2005),Other,27,3,8,0.125,2005,1,17,11,1.5454545,0.007,0.14,0.266,0.52631579,1.9,0,0,1,0,0,1,0,1,0,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
Reynaud et al. (2005),Other,27,4,8,0.125,2005,1,17,11,1.5454545,0.007,-0.44,-0.994,0.44265594,2.2590909,0,0,1,0,0,1,0,1,0,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
Reynaud et al. (2005),Other,27,5,8,0.125,2005,1,17,11,1.5454545,0.007,0.05,0.126,0.3968254,2.52,0,0,1,0,0,1,1,0,0,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
Reynaud et al. (2005),Other,27,6,8,0.125,2005,1,17,11,1.5454545,0.007,-0.22,-0.674,0.3264095,3.0636364,0,0,1,0,0,1,1,0,0,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
Reynaud et al. (2005),Other,27,7,8,0.125,2005,1,17,11,1.5454545,0.007,0.27,1.44,0.1875,5.3333333,0,1,0,0,0,1,0,0,1,0,2001,2001,2001.0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"Reynaud, A., S. Renzetti, & M. Villeneuve (2005): ""Residential water demand with endogenous pricing: the Canadian case."" Water Resources Research 41(11)."
