study_id,study,country,premium,se_premium,precision_premium,tstat_premium,nobs,instrument,weight,interviewer_rated_beauty,photo_rated_beauty,software_rated_beauty,self_rated_beauty,dummy_beauty,categorical_beauty,beauty_penalty,number_of_raters,salary,study_outcomes,teaching_research_outcomes,athletic_success,electoral_success,other_outcomes,male_subjects,female_subjects,mix_gender_subjects,age_subject,high_skilled_workers,prostitutes,other_dressy_occupations,non_dressy_occupation,western_culture,other_cultures,panel_data,cross_section,data_year,ols_method,iv_method,quasi_experimental_method,other_method,ageexp_control,education_control,ethnicity_control,cognitive_skill_control,noncognitive_skill_control,physicality_control,publication_year,published_study,high_quality,impact_factor,citations,interrater_pairwise,pubyear,datyear,reference
17,Dilmaghani (2020),Canada,5.461205461205462,1.1655011655011656,0.858,4.685714285714286,3253,57.0350769263968,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.746912485364546,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,7.2364999999999995,4.942,0.20234722784297854,1.4642857142857142,374,19.339079605813716,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,1,0,0,3.746912485364546,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,-0.01765,3.3534999999999995,0.29819591471596846,-0.005263157894736843,588,24.24871130596428,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,1,0,0,3.746912485364546,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,-1.412,1.9414999999999998,0.5150656708730363,-0.7272727272727273,1613,40.162171256046406,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,1,0,0,3.746912485364546,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,1.2355,2.471,0.4046944556859571,0.5,1637,40.45985664828782,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,1,0,0,3.746912485364546,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,-9.027,3.4102,0.2932379332590464,-2.6470588235294112,515,22.693611435820433,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.7607348912143643,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,-1.003,3.8113999999999995,0.2623707823896731,-0.2631578947368421,583,24.145392935299274,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.7607348912143643,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,-0.6017999999999999,2.006,0.49850448654037893,-0.3,1679,40.97560249709576,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.7607348912143643,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
17,Dilmaghani (2020),Canada,-3.4102,2.2065999999999995,0.45318589685488997,-1.5454545454545459,1574,39.67366884975475,0.02631578947368421,0,0,0,1,0,1,0,0.0,1,0,0,0,0,0,0,1,0,3.7607348912143643,0,0,0,1,1,0,1,0,3.828641396489095,1,0,0,0,1,0,1,1,1,0,3.295836866004329,1,0,2.774,1.1786549963416462,,2020,2016.0,"Dilmaghani, M. (2020): Beauty perks: Physical appearance, earnings, and fringe benefits. Economics and Human Biology 38(C): art. 100889."
18,Dossinger et al. (2019),United States,9.41742837052104,8.753394269641683,0.11424139815890352,1.0758601841096482,203,14.247806848775006,1.0,0,1,0,0,0,1,0,2.302585092994046,1,0,0,0,0,0,0,0,1,3.0828269804049246,1,0,0,1,1,0,1,0,3.817712325956905,1,0,0,0,0,0,1,1,1,0,3.258096538021482,1,0,12.082,0.0,,2019,2015.5,"Dossinger, K., C. Wanberg, Y. Choi, & L. Leslie (2019): The beauty premium: The role of organizational sponsorship in the relationship between physical attractiveness and early career salaries. Journal of Vocational Behavior 112: pp. 109-121."
19,Edlund et al. (2009),US & Canada,15.257664853700504,0.3008225052681583,3.324219373509249,50.71982510118238,36278,190.46784505527435,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,0,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,14.568189359486183,0.2841291096115257,3.5195267439061264,51.27313206100028,36278,190.46784505527435,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,0,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,11.404774538646766,0.24843264722118233,4.025235858432443,45.906907430298276,36278,190.46784505527435,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,1,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,11.516235034144785,0.28771188638809353,3.4756992926288195,40.02696996192426,36278,190.46784505527435,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,1,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,12.975410178031876,0.3852461487070887,2.5957430161367365,33.68083035113577,19121,138.27870407260838,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,1,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,6.226136612222888,1.0622613661222289,0.9413879031019332,5.861209689806679,36278,190.46784505527435,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,0,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,8.545580982954903,0.6328207371306271,1.5802263442475961,13.503952196166605,36278,190.46784505527435,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,1,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,11.071061035570517,0.4876019579461545,2.0508531266201953,22.705120139802812,36278,190.46784505527435,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,1,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
19,Edlund et al. (2009),US & Canada,13.088442094748931,0.5111597582682651,1.9563355366389845,25.605384389198925,19121,138.27870407260838,0.1111111111111111,1,0,0,0,0,1,0,2.6390573296152584,1,0,0,0,0,0,0,1,0,3.27788960462723,0,1,0,0,1,0,0,1,3.6375861597263857,1,0,0,0,1,0,0,0,0,1,2.772588722239781,0,0,0.0,1.3862943611198906,,2009,2008.0,"Edlund, L., Engelberg, J. & C. Parsons (2009): The Wages of Sin. Discussion paper no. 0809-16, Department of Economics at Columbia University, New York."
20,Fidrmuc & Paphawasit (2018),World,11.003344481605351,1.6722408026755855,0.598,6.579999999999999,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,11.1371237458194,1.4715719063545152,0.6795454545454545,7.568181818181819,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,12.408026755852845,1.8729096989966558,0.5339285714285713,6.625,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,1,0,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,6.05351170568562,3.404314295678406,0.2937449110587252,1.778188257579574,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,1,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,13.47826086956522,2.0066889632107023,0.49833333333333335,6.716666666666669,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,13.946488294314383,1.5719063545150502,0.6361702127659574,8.872340425531915,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,15.484949832775921,2.2742474916387962,0.4397058823529411,6.8088235294117645,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,1,0,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,9.923076923076923,6.545245349594661,0.15278266078473723,1.5160740954793157,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,1,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,10.384615384615383,1.2692307692307692,0.787878787878788,8.181818181818182,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,10.538461538461538,1.576923076923077,0.6341463414634145,6.6829268292682915,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,11.615384615384615,1.615384615384615,0.6190476190476192,7.1904761904761925,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,1,0,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,6.038461538461537,3.2392288511767515,0.3087154523326497,1.8641663852394612,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,1,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,12.538461538461537,2.0384615384615383,0.4905660377358491,6.150943396226414,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,13.576923076923075,1.3846153846153846,0.7222222222222222,9.805555555555554,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,14.96153846153846,2.5384615384615383,0.393939393939394,5.893939393939394,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,1,0,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,8.230769230769228,5.745077646103951,0.1740620513072011,1.4326645761438854,1926,43.88621651498338,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,1,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,17.586024132099976,4.585854941151899,0.21806184731800846,3.834840909224797,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,17.821431509272223,4.347610822692145,0.23001138804341645,4.099132198368382,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,18.17542653083615,5.731508186745553,0.1744741466674615,3.1711420342847774,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,1,0,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,14.499469064020731,11.565132218285019,0.08646680220559458,1.253722723644818,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,1,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,13.655300269706029,5.114488512136771,0.1955229731432542,2.6699249078968035,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,13.088442094748931,4.568773060627857,0.218877144198223,2.8647608277024537,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,0,1,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,13.882838332462178,5.500541091457924,0.18180029625684496,2.5239041217275076,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,1,0,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
20,Fidrmuc & Paphawasit (2018),World,8.95883888341411,12.33626276630669,0.08106182714681152,0.7262198490034486,1851,43.02324952859791,0.041666666666666664,0,1,0,0,0,1,0,3.091042453358316,0,0,1,0,0,0,0,1,0,3.784189633918261,1,0,0,1,0,1,0,1,3.7376696182833684,1,0,0,0,1,0,1,0,0,0,3.2188758248682006,0,0,0.0,0.0,,2018,2012.0,"Fidrmuc, J. & B. Paphawasit (2018): Beautiful minds: Physical attractiveness and research productivity in economics. Technical report, Presented at the 2nd IZA/HSE Workshop, Moscow, July 2018."
21,Fletcher (2009),United States,5.472610241589155,2.0600023322910856,0.48543634360249666,2.6566039056386157,2006,44.78839135311738,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,1,0,0,3.099190981922221,0,0,0,1,1,0,1,0,3.34109345759245,1,0,0,0,1,0,1,0,0,0,2.772588722239781,1,0,1.469,2.228477120840324,,2009,1998.25,"Fletcher, J. M. (2009): Beauty vs. brains: Early labor market outcomes of high school graduates. Economics Letters 105(3): pp. 321-325."
21,Fletcher (2009),United States,3.0943334941259995,2.241325945374166,0.44616446887784567,1.3805816599376548,1970,44.384682042344295,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,1,0,0,3.099190981922221,0,0,0,1,1,0,1,0,3.34109345759245,1,0,0,0,1,0,1,0,0,0,2.772588722239781,1,0,1.469,2.228477120840324,,2009,1998.25,"Fletcher, J. M. (2009): Beauty vs. brains: Early labor market outcomes of high school graduates. Economics Letters 105(3): pp. 321-325."
21,Fletcher (2009),United States,3.0943334941259995,2.129259648105457,0.4696468093451008,1.4532438525659528,1970,44.384682042344295,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,1,0,0,3.099190981922221,0,0,0,1,1,0,1,0,3.34109345759245,1,0,0,0,1,0,1,0,0,0,2.772588722239781,1,0,1.469,2.228477120840324,,2009,1998.25,"Fletcher, J. M. (2009): Beauty vs. brains: Early labor market outcomes of high school graduates. Economics Letters 105(3): pp. 321-325."
21,Fletcher (2009),United States,9.847012807696341,2.1999378660762368,0.4545582924955872,4.476041328048627,1565,39.56008088970496,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.090132948975475,0,0,0,1,1,0,1,0,3.34109345759245,1,0,0,0,1,0,1,0,0,0,2.772588722239781,1,0,1.469,2.228477120840324,,2009,1998.25,"Fletcher, J. M. (2009): Beauty vs. brains: Early labor market outcomes of high school graduates. Economics Letters 105(3): pp. 321-325."
21,Fletcher (2009),United States,8.389152221448057,2.77750092428037,0.360035883789703,3.020395834295402,1540,39.242833740697165,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.090132948975475,0,0,0,1,1,0,1,0,3.34109345759245,1,0,0,0,1,0,1,0,0,0,2.772588722239781,1,0,1.469,2.228477120840324,,2009,1998.25,"Fletcher, J. M. (2009): Beauty vs. brains: Early labor market outcomes of high school graduates. Economics Letters 105(3): pp. 321-325."
21,Fletcher (2009),United States,7.666756118436189,3.1210013548560225,0.32040998586690195,2.4565052195531236,1540,39.242833740697165,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,0,1,0,3.090132948975475,0,0,0,1,1,0,1,0,3.34109345759245,1,0,0,0,1,0,1,0,0,0,2.772588722239781,1,0,1.469,2.228477120840324,,2009,1998.25,"Fletcher, J. M. (2009): Beauty vs. brains: Early labor market outcomes of high school graduates. Economics Letters 105(3): pp. 321-325."
21,Fletcher (2009),United States,4.5982828210850935,1.4630329147225092,0.6835116216026269,3.142979747627374,2006,44.78839135311738,0.041666666666666664,1,0,0,0,1,0,0,0.0,1,0,0,0,0,0,1,0,0,3.099190981922221,0,0,0,1,1,0,1,0,3.34109345759245,1,0,0,0,1,0,1,0,0,0,2.772588722239781,1,0,1.469,2.228477120840324,,2009,1998.25,"Fletcher, J. M. (2009): Beauty vs. brains: Early labor market outcomes of high school graduates. Economics Letters 105(3): pp. 321-325."
