id,idstudy,study,excess,se,new,mpc,mpc_se,exo_var,cumul,months,lags_include,pay_amount,pay_data_quality,dollars_year,account_cons,account_inc,ir,micro,panel,quasipan,tastes,yearfe,sepgov,seplab_total,habits,totalc,food,category,cat,ml,tsls,ols,MA_control,ES_short_run,ES_long_run,LC_not_bind,decrease,LC_bind,increase,country,annual,monthly,startyear,endyear,years,periods,obs,csunits,avyear,out,y_actual_current,y_actual_lagged,GDP_proxy,v5,v_nr,inst_c,inst_y,inst_in,inst_ir,inst_inf,inst_cy,inst_other,levels_euler_exact,levels_other,secord,es_trend,shift_dummy,switch,top,impact,pubyear2,yearcits,pubyear,countryyear
953,57,Souleles (2002),-0.1529999999999999,2.7483487769931965,0,-0.1529999999999999,2.748348776993196,1.0,0.0,3.0,0.0,309.92651348151287,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1982,1983,2.0,2.0,2399,1200.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
954,57,Souleles (2002),1.13,1.0780797744137491,0,1.13,1.078079774413749,1.0,0.0,3.0,0.0,266.6279564510074,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
955,57,Souleles (2002),-0.32499999999999996,2.9344634944057493,0,-0.325,2.934463494405749,1.0,0.0,3.0,0.0,266.6279564510074,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
956,57,Souleles (2002),0.208,0.439,0,0.208,0.439,1.0,0.0,3.0,0.0,309.92651348151287,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1982,1983,2.0,2.0,2399,1200.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
957,57,Souleles (2002),0.309,1.16,0,0.309,1.16,1.0,0.0,3.0,0.0,309.92651348151287,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1982,1983,2.0,2.0,2399,1200.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
958,57,Souleles (2002),0.565,0.416,0,0.565,0.416,1.0,0.0,3.0,0.0,266.6279564510074,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
959,57,Souleles (2002),0.854,1.14,0,0.854,1.14,1.0,0.0,3.0,0.0,266.6279564510074,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
960,57,Souleles (2002),1.053,0.7029381196094007,0,1.053,0.7029381196094007,1.0,0.0,3.0,0.0,309.92651348151287,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,1,0,0,1,USA,0,0,1982,1983,2.0,2.0,2399,1200.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
961,57,Souleles (2002),1.549,1.8647251808242413,0,1.549,1.864725180824241,1.0,0.0,3.0,0.0,309.92651348151287,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,1,0,,0,0,0,1,1,0,0,1,0,0,1,USA,0,0,1982,1983,2.0,2.0,2399,1200.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
962,57,Souleles (2002),1.053,0.6412487816752559,0,1.053,0.6412487816752559,1.0,0.0,3.0,0.0,266.6279564510074,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,1,0,0,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
963,57,Souleles (2002),1.003,1.7517134468856486,0,1.003,1.751713446885649,1.0,0.0,3.0,0.0,266.6279564510074,0.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,1,0,,0,0,0,1,1,0,0,1,0,0,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
964,57,Souleles (2002),0.009,0.132,0,0.009,0.132,1.0,0.0,3.0,0.0,309.92651348151287,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,2420,1210.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
965,57,Souleles (2002),0.083,0.114,0,0.083,0.114,1.0,0.0,3.0,0.0,266.6279564510074,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,3437,1719.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
966,57,Souleles (2002),0.034,0.078,0,0.034,0.078,1.0,0.0,3.0,0.0,309.92651348151287,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,1,food away,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,2420,1210.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
967,57,Souleles (2002),0.071,0.067,0,0.071,0.067,1.0,0.0,3.0,0.0,266.6279564510074,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,1,food away,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,3437,1719.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
968,57,Souleles (2002),0.237,0.266,0,0.237,0.266,1.0,0.0,3.0,0.0,309.92651348151287,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,2420,1210.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
969,57,Souleles (2002),0.439,0.224,0,0.439,0.224,1.0,0.0,3.0,0.0,266.6279564510074,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,3437,1719.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
970,57,Souleles (2002),0.316,0.216,0,0.316,0.216,1.0,0.0,3.0,0.0,309.92651348151287,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,food and transportation,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,2399,1200.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
971,57,Souleles (2002),0.447,0.184,0,0.447,0.184,1.0,0.0,3.0,0.0,266.6279564510074,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,food and transportation,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
972,57,Souleles (2002),0.346,0.267,0,0.346,0.267,1.0,0.0,3.0,0.0,309.92651348151287,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,non-trip nondurables,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,2399,1200.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
973,57,Souleles (2002),0.592,0.235,0,0.592,0.235,1.0,0.0,3.0,0.0,266.6279564510074,1.0,1984.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,non-trip nondurables,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1982,1983,2.0,2.0,3404,1702.0,1982.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.049,2001,9.133333333333333,2002,USA1982
974,58,Hsieh (2003),0.0002,0.0324,0,7.653554175293305e-05,0.01239875776397515,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
975,58,Hsieh (2003),-0.0167,0.0336,0,-0.00639071773636991,0.01285797101449275,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
976,58,Hsieh (2003),-0.0034,0.328,0,-0.001301104209799862,0.1255182884748102,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,4,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
977,58,Hsieh (2003),-0.1659,0.0878,0,-0.03680942028985507,0.0194808143547274,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,0,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
978,58,Hsieh (2003),-0.1741,0.0916,0,-0.03862881297446515,0.02032394755003451,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,1,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
979,58,Hsieh (2003),-0.1488,0.089,0,-0.03301532091097308,0.01974706694271912,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,4,0,0,0,0,1,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
980,58,Hsieh (2003),0.0318,0.0376,0,0.01216915113871636,0.01438868184955142,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,1,0,0,USA,0,0,1980,2001,22.0,2.0,857,428.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
981,58,Hsieh (2003),-0.0134,0.037,0,-0.005127881297446515,0.01415907522429261,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,1,0,0,USA,0,0,1980,2001,22.0,2.0,857,428.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
982,58,Hsieh (2003),-0.0157,0.0378,0,-0.006008040027605245,0.01446521739130435,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,4,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,1,0,0,USA,0,0,1980,2001,22.0,2.0,857,428.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
983,58,Hsieh (2003),0.0037,0.0297,0,0.0005055900621118013,0.004058385093167702,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,0,0,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
984,58,Hsieh (2003),0.0002,0.0298,0,2.732919254658385e-05,0.004072049689440994,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
985,58,Hsieh (2003),0.0049,0.0303,0,0.0006695652173913044,0.004140372670807454,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,4,0,0,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,806,403.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
986,58,Hsieh (2003),-0.009,0.1004,0,-0.0004347826086956521,0.00485024154589372,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,0,0,0,0,0,0,Apparel,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,704,352.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
987,58,Hsieh (2003),-0.0184,0.1043,0,-0.0008888888888888888,0.005038647342995169,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,Apparel,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,704,352.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
988,58,Hsieh (2003),0.0097,0.1014,0,0.0004685990338164251,0.004898550724637681,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,4,0,0,0,0,0,0,Apparel,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,704,352.0,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
989,58,Hsieh (2003),0.0227,0.0325,0,0.008686783988957902,0.01243702553485162,1.0,0.0,3.0,0.0,5024.20029015544,0.0,1982.0,0.0,0.0,0,1,1,0,3,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1980,2001,22.0,2.0,455,227.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
990,58,Hsieh (2003),0.0206,0.0339,0,0.007883160800552106,0.01297277432712215,1.0,0.0,3.0,0.0,5024.20029015544,0.0,1982.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1980,2001,22.0,2.0,455,227.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
991,58,Hsieh (2003),0.0154,0.0336,0,0.005893236714975846,0.01285797101449275,1.0,0.0,3.0,0.0,5024.20029015544,0.0,1982.0,0.0,0.0,0,1,1,0,4,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1980,2001,22.0,2.0,455,227.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
992,58,Hsieh (2003),0.2831,0.114,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,0,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,369,184.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
993,58,Hsieh (2003),0.0594,0.0758,0,0.00291055900621118,0.003714147688060732,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,0,0,0,0,0,0,Entertainment,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,777,388.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
994,58,Hsieh (2003),0.0674,0.0783,0,0.003302553485162181,0.003836645962732919,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,Entertainment,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,777,388.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
995,58,Hsieh (2003),0.0248,0.0762,0,0.001215182884748102,0.003733747412008282,1.0,0.0,3.0,0.0,5024.20029015544,1.0,1982.0,0.0,0.0,0,1,1,0,4,0,0,0,0,0,0,Entertainment,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1980,2001,22.0,2.0,777,388.5,1990.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.605,2003,13.307692307692308,2003,USA1980
996,59,Stephens (2008),0.281,0.14,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4583,1146.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
997,59,Stephens (2008),0.24,0.118,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,7164,1791.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
998,59,Stephens (2008),0.179,0.108,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,10969,2742.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
999,59,Stephens (2008),0.306,0.159,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,7164,1791.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1000,59,Stephens (2008),0.237,0.131,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,10851,2713.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1001,59,Stephens (2008),0.198,0.103,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4037,1009.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1002,59,Stephens (2008),0.293,0.159,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4583,1146.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1003,59,Stephens (2008),0.306,0.139,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4750,1188.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1004,59,Stephens (2008),0.276,0.136,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,5033,1258.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1005,59,Stephens (2008),0.336,0.145,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4502,1126.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1006,59,Stephens (2008),0.282,0.183,0,,,1.0,2.0,3.0,0.0,1674.4741463414634,0.0,2000.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,1,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,1681,420.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1007,59,Stephens (2008),0.382,0.2,0,,,1.0,3.0,3.0,0.0,1674.4741463414634,0.0,2000.0,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,1,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,1453,363.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1008,59,Stephens (2008),0.392,0.195,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1984,2000,17.0,4.0,2349,587.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1009,59,Stephens (2008),0.128,0.219,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,1,0,0,1,USA,0,0,1984,2000,17.0,4.0,2231,558.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1010,59,Stephens (2008),0.423,0.366,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1984,2000,17.0,4.0,861,215.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1011,59,Stephens (2008),0.103,0.296,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,1,0,0,1,USA,0,0,1984,2000,17.0,4.0,790,198.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1012,59,Stephens (2008),0.268,0.177,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,1,0,0,1,USA,0,0,1984,2000,17.0,4.0,2806,702.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1013,59,Stephens (2008),0.268,0.222,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,,0,0,0,1,1,0,0,0,0,1,1,USA,0,0,1984,2000,17.0,4.0,1777,444.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1014,59,Stephens (2008),0.187,0.177,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,1,,0,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4579,1145.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1015,59,Stephens (2008),0.349,0.262,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,Entertainment and personal care,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4530,1133.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
1016,59,Stephens (2008),0.451,0.385,0,,,1.0,0.0,3.0,0.0,,,,0.0,0.0,0,1,1,0,3,1,0,0,0,0,0,Apparel,1,0,0,1,1,0,0,0,0,0,1,USA,0,0,1984,2000,17.0,4.0,4093,1023.0,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.177,2003,5.3076923076923075,2008,USA1984
