idstudy,study,pub_year,effect_true,effect,se_effect,t_stat,weight,estimate_category,note_on_estimate_category,pcc,se_pcc,sample_size,weight_pcc,test_in_math,test_in_reading,test_in_writing,test_in_languages,test_in_other_subjects,class_kindergarten,class_primary_school,class_secondary_school,class_size,female_students,male_students,minority_students,disadvantaged_students,advantaged_students,general_population_students,longitudinal_data,crosssectional_data,mid_year,data_year,country,country_usa,country_scandinavia,country_other,method_experiment,method_rdd,method_instrument,method_fe,method_ols,number_of_variables,control_students_gender,control_students_age,control_students_ethnicity,control_household_income,control_parental_education,control_family_status,control_peers_ability,control_teachers_experience,control_teachers_gender,control_teachers_education,control_school_size,control_rural_population,citations,publication_year,impact_factor,top5_journal,bibliography,orige,origse,average_test_score,sd_test_score,average_class_size,sd_class_size,table_primary_study
14,Borland et al. (2005),2005,1,0.569819807767058,2.96586299354517,0.19212613967914213,0.2,preferred,"The estimate is specific to the subject; the authors report five estimates for five different classes in their paper. On page 77, the authors discuss the table with results: 'Table 1 depicts the estimated regression coefficients for each independent variable by academic subject...' and calculate optimal class sizes based on these models for each of the subjects: 'In order to determine whether the optimal class sizes associated with the five subject areas are significantly different from one another...' Generalized conclusions from these results can be found in the abstract: 'The results of this reinvestigation suggest that the relationship between class size and student achievement is not only non-linear but non-monotonic.'",0.0010814266431714453,0.005628732482615163,31586.0,0.2,0,0,0,0,1,0,1,0,2.237513096250331,0,0,0,0,0,1,0,1,1989.5,2.0794415416798357,USA,1,0,0,0,0,1,0,0,3.1354942159291497,1,0,0,1,0,0,1,1,0,0,0,0,2.191032607088298,2.3978952727983707,0.123,0,"Borland, M. V., Howsen, R. M., & Trawick, M. W. (2005). An investigation of the effect of class size on student academic achievement. Education Economics, 13(1), 73-83.",4.1327,0.6137,52.53296,20.55527,20.98,3.17,1
14,Borland et al. (2005),2005,1,0.28035954875424984,1.5510963641801934,0.1807492785288226,0.2,preferred,"The estimate is specific to the subject; the authors report five estimates for five different classes in their paper. On page 77, the authors discuss the table with results: 'Table 1 depicts the estimated regression coefficients for each independent variable by academic subject...' and calculate optimal class sizes based on these models for each of the subjects: 'In order to determine whether the optimal class sizes associated with the five subject areas are significantly different from one another...' Generalized conclusions from these results can be found in the abstract: 'The results of this reinvestigation suggest that the relationship between class size and student achievement is not only non-linear but non-monotonic.'",0.001017598986620092,0.005629892384095042,31573.0,0.2,0,1,0,0,0,0,1,0,2.237513096250331,0,0,0,0,0,1,0,1,1989.5,2.0794415416798357,USA,1,0,0,0,0,1,0,0,3.1354942159291497,1,0,0,1,0,0,1,1,0,0,0,0,2.191032607088298,2.3978952727983707,0.123,0,"Borland, M. V., Howsen, R. M., & Trawick, M. W. (2005). An investigation of the effect of class size on student academic achievement. Education Economics, 13(1), 73-83.",3.5888,0.4828,52.45849,19.8916,20.98,3.17,1
14,Borland et al. (2005),2005,1,1.2006664887126677,1.5910569525075042,0.7546345131268988,0.2,preferred,"The estimate is specific to the subject; the authors report five estimates for five different classes in their paper. On page 77, the authors discuss the table with results: 'Table 1 depicts the estimated regression coefficients for each independent variable by academic subject...' and calculate optimal class sizes based on these models for each of the subjects: 'In order to determine whether the optimal class sizes associated with the five subject areas are significantly different from one another...' Generalized conclusions from these results can be found in the abstract: 'The results of this reinvestigation suggest that the relationship between class size and student achievement is not only non-linear but non-monotonic.'",0.004248205669397463,0.005629487646668352,31577.0,0.2,0,0,0,1,0,0,1,0,2.237513096250331,0,0,0,0,0,1,0,1,1989.5,2.0794415416798357,USA,1,0,0,0,0,1,0,0,3.1354942159291497,1,0,0,1,0,0,1,1,0,0,0,0,2.191032607088298,2.3978952727983707,0.123,0,"Borland, M. V., Howsen, R. M., & Trawick, M. W. (2005). An investigation of the effect of class size on student academic achievement. Education Economics, 13(1), 73-83.",2.4924,0.494,53.50762,20.26741,20.98,3.17,1
14,Borland et al. (2005),2005,1,1.191164702244235,2.209072374249582,0.5392148831922592,0.2,preferred,"The estimate is specific to the subject; the authors report five estimates for five different classes in their paper. On page 77, the authors discuss the table with results: 'Table 1 depicts the estimated regression coefficients for each independent variable by academic subject...' and calculate optimal class sizes based on these models for each of the subjects: 'In order to determine whether the optimal class sizes associated with the five subject areas are significantly different from one another...' Generalized conclusions from these results can be found in the abstract: 'The results of this reinvestigation suggest that the relationship between class size and student achievement is not only non-linear but non-monotonic.'",0.0031102937243283435,0.0057681896796223184,30078.0,0.2,0,0,0,0,1,0,1,0,2.237513096250331,0,0,0,0,0,1,0,1,1989.5,2.0794415416798357,USA,1,0,0,0,0,1,0,0,3.1354942159291497,1,0,0,1,0,0,1,1,0,0,0,0,2.191032607088298,2.3978952727983707,0.123,0,"Borland, M. V., Howsen, R. M., & Trawick, M. W. (2005). An investigation of the effect of class size on student academic achievement. Education Economics, 13(1), 73-83.",3.6091,0.5635,53.1776,21.18095,20.98,3.17,1
15,Bosworth (2014),2014,1,0.09,0.028662420382165602,3.14,0.005,discounted,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.' Thus, the author implicitly prefers controls, but does not distinguish between school-fixed or teacher-fixed effects. Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. All other results are part of sensitivity analysis or heterogeneity investigation.",0.004231364575692331,0.0013475683362077487,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0009,0.00028662420382165603,,,23.02,3.15,4
15,Bosworth (2014),2014,1,0.24,0.026548672566371685,9.04,0.005,discounted,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.' Thus, the author implicitly prefers controls, but does not distinguish between school-fixed or teacher-fixed effects. Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. All other results are part of sensitivity analysis or heterogeneity investigation.",0.012219276756254971,0.001351689906665373,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0024,0.00026548672566371683,,,23.02,3.15,4
15,Bosworth (2014),2014,1,-0.37,0.025658807212205273,-14.42,0.005,preferred,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.'  Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. ",-0.019428441559140204,0.0013473260443231765,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0037,0.0002565880721220527,,,23.02,3.15,4
15,Bosworth (2014),2014,1,-0.26,0.02774813233724653,-9.37,0.005,preferred,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.'  Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. ",-0.012665264133613111,0.001351682404867995,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0026,0.0002774813233724653,,,23.02,3.15,4
15,Bosworth (2014),2014,1,-0.44999999999999996,0.03614457831325301,-12.45,0.005,discounted,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.' Thus, the author implicitly prefers controls, but does not distinguish between school-fixed or teacher-fixed effects. Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. All other results are part of sensitivity analysis or heterogeneity investigation.",-0.015359593611382057,0.0012337022981029765,656874.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0045,0.00036144578313253013,,,23.02,3.15,4
15,Bosworth (2014),2014,1,-0.25,0.04125412541254126,-6.06,0.005,discounted,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.' Thus, the author implicitly prefers controls, but does not distinguish between school-fixed or teacher-fixed effects. Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. All other results are part of sensitivity analysis or heterogeneity investigation.",-0.007499898199093847,0.0012376069635468396,652853.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0025,0.0004125412541254126,,,23.02,3.15,4
15,Bosworth (2014),2014,1,-0.52,0.03611111111111111,-14.4,0.005,preferred,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.'  Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. ",-0.01776460528289569,0.001233653144645534,656874.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0052,0.0003611111111111111,,,23.02,3.15,4
15,Bosworth (2014),2014,1,-0.32,0.04086845466155811,-7.83,0.005,preferred,"On page 154, the author states: 'However, class size effects estimated with school-fixed effects and without composition controls appear sensitive to specification choice. All specifications that include classroom composition controls or teacher-fixed effects provide class size estimates that are negative, statistically significant, and of similar magnitude. Interestingly, the results from the subsamples are extremely close to the results from the full sample in all cases. These results suggest that the inclusion of teacher-fixed effects or classroom composition controls can reduce the influence of omitted variables’ bias in estimates of class size effects.'  Therefore, we consider results from Table 4 with controls as preferred, while results without controls from Table 4 are considered discounted. ",-0.009690280074832894,0.0012375836621753378,652853.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0032,0.0004086845466155811,,,23.02,3.15,4
15,Bosworth (2014),2014,1,0.09,0.026785714285714288,3.36,0.005,neutral,,0.0045278237307472885,0.0013475665865319312,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0009,0.00026785714285714287,,,23.02,3.15,5
15,Bosworth (2014),2014,1,0.24,0.02588996763754045,9.27,0.005,neutral,,0.012530117229506305,0.0013516847065271095,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0024,0.0002588996763754045,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.37,0.02574808629088379,14.37,0.005,neutral,,0.01936110055324761,0.0013473278046797223,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0037,0.0002574808629088379,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.26,0.027055150884495317,9.61,0.005,neutral,,0.012989613857493948,0.0013516767801762693,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0026,0.00027055150884495316,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.31,0.026204564666103127,-11.83,0.005,neutral,,-0.015939850757833544,0.0013474091933925228,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0031,0.0002620456466610313,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.22999999999999998,0.02871410736579276,-8.01,0.005,neutral,,-0.01082720985477892,0.001351711592356919,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0023,0.0002871410736579276,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.36,0.02674591381872214,-13.46,0.005,neutral,,-0.018135449124648435,0.0013473587759768525,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0036,0.0002674591381872214,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.25,0.02955082742316785,-8.46,0.005,neutral,,-0.011435402644027145,0.0013517024401923337,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0025,0.0002955082742316785,,,23.02,3.15,5
15,Bosworth (2014),2014,1,1.92,0.04240282685512367,45.28,0.005,neutral,,0.06090510818555309,0.0013450774775961372,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,1.9459101490553132,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0192,0.0004240282685512367,,,23.02,3.15,5
15,Bosworth (2014),2014,1,2.0,0.042808219178082196,46.72,0.005,neutral,,0.06303003314278735,0.001349101736789113,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,1.9459101490553132,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.02,0.00042808219178082195,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.4,0.04028197381671702,9.93,0.005,neutral,,0.013380263318036536,0.0013474585415948173,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,1.9459101490553132,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.004,0.0004028197381671702,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.31,0.041168658698539175,7.53,0.005,neutral,,0.010178448352431292,0.001351719568715975,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,1.9459101490553132,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0031,0.00041168658698539175,,,23.02,3.15,5
15,Bosworth (2014),2014,1,0.02,0.02666666666666667,0.75,0.005,neutral,,0.0013867918282432835,0.0018490557709910447,292490.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0002,0.0002666666666666667,,,23.02,3.15,5
15,Bosworth (2014),2014,1,0.19,0.03467153284671533,5.48,0.005,neutral,,0.01016267361477769,0.0018545024844484833,290745.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0019,0.00034671532846715326,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.44,0.033182503770739065,13.26,0.005,neutral,,0.02451113668653994,0.001848502012559573,292490.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0044,0.00033182503770739065,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.31,0.03596287703016242,8.62,0.005,neutral,,0.015984594505283067,0.0018543613115177572,290745.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0031,0.00035962877030162416,,,23.02,3.15,5
15,Bosworth (2014),2014,1,0.04,0.05181347150259067,0.772,0.005,neutral,,0.0021081521241508036,0.0027307670001953414,134108.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0004,0.0005181347150259067,,,23.02,3.15,5
15,Bosworth (2014),2014,1,0.08,0.04965859714463067,1.611,0.005,neutral,,0.0044138709919591705,0.0027398330179758974,133220.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",0.0008,0.0004965859714463067,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.31,0.04747320061255742,-6.53,0.005,neutral,,-0.01782911372563429,0.002730339008519799,134108.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0031,0.00047473200612557423,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.33,0.050667894979272224,-6.513,0.005,neutral,,-0.01784186577635346,0.0027394235799713586,133220.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0033,0.0005066789497927222,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.44999999999999996,0.04014272970561998,-11.21,0.005,neutral,,-0.01510465292288976,0.0013474266657350366,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0045,0.0004014272970561998,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.25,0.040584415584415584,-6.16,0.005,neutral,,-0.008326742824923647,0.0013517439650850074,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0025,0.0004058441558441558,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.52,0.039603960396039604,-13.13,0.005,neutral,,-0.017690961632135002,0.0013473695073979437,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0052,0.000396039603960396,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.32,0.03955500618046972,-8.09,0.005,neutral,,-0.010935333914917519,0.0013517100018439455,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,1,1,1,1,0,0,1,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0032,0.0003955500618046972,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.5599999999999999,0.03835616438356164,-14.6,0.005,neutral,,-0.019670866984458052,0.0013473196564697295,550677.0,0.005,1,0,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.0056,0.0003835616438356164,,,23.02,3.15,5
15,Bosworth (2014),2014,1,-0.4,0.04343105320304017,-9.21,0.005,neutral,,-0.012449028756958622,0.0013516860756741173,547252.0,0.005,0,1,0,0,0,0,1,0,2.4344901638739844,0,0,0,0,0,1,1,0,2002.5,3.044522437723423,USA,1,0,0,0,0,0,1,0,2.0794415416798357,0,0,0,0,0,0,0,1,1,0,0,0,2.5734600471294455,2.995732273553991,0.123,0,"Bosworth, R. (2014). Class size, class composition, and the distribution of student achievement. Education Economics, 22(2), 141-165.",-0.004,0.0004343105320304017,,,23.02,3.15,5
